original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor
1320653,1320653,City Planning,"Michael Baker Jr., Inc.",General Consultant Services,FrnkFrd Crk Grnwy Study,2013-03-04T00:00:00Z,2014-01-31T00:00:00Z,123,75000,0,"Michael Baker Jr., Inc."
1320648,1320648,City Treasurer,ANDRE C DASENT P C,Legal Services,Bond Counsel - PGW &Water,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,ANDRE C DASENT P C
1320338,1320338,City Treasurer,"Acacia Financial Group, Inc.",General Consultant Services,Financial Advisor,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,0,0,0,"Acacia Financial Group, Inc."
1120293,112029302,City Treasurer,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",Legal Services,Bond Counsel GO and OTB,2012-10-08T00:00:00Z,2013-10-07T00:00:00Z,7,0,0,"Grant & Lebowitz, LLC."
1320647,1320647,City Treasurer,Ballard Spahr LLP,Legal Services,Bond Counsel - PGW &Water,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,30000,0,Ballard Spahr LLP
1320646,1320646,City Treasurer,Blank Rome LLP,Legal Services,Bond Counsel - PGW,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,Blank Rome LLP
1120292,112029202,City Treasurer,Cozen O'Connor,Legal Services,Bond Counsel - GO and OTB,2012-10-08T00:00:00Z,2013-10-07T00:00:00Z,7,0,0,Cozen O'Connor
1220136,122013602,City Treasurer,Dilworth Paxson LLP,Legal Services,Legan Counsel,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,0,0,Dilworth Paxson LLP
1120384,112038402,City Treasurer,ECONSULT CORPORATION,General Consultant Services,Authorized Depositories,2012-12-15T00:00:00Z,2013-12-14T00:00:00Z,75,41000,41000,ECONSULT CORPORATION
1020581,102058103,City Treasurer,First Southwest Company,General Consultant Services,Financial Advisor-Airport,2013-03-08T00:00:00Z,2014-03-07T00:00:00Z,158,20000,0,First Southwest Company
1020582,102058203,City Treasurer,"Frasca & Associates, LLC",General Consultant Services,Financial Advisor Airport,2013-03-08T00:00:00Z,2014-03-07T00:00:00Z,158,20000,0,"Frasca & Associates, LLC"
1020585,102058503,City Treasurer,Gonzalez Saggio & Harlan LLP,Legal Services,Bond Counsel-Airport,2013-02-01T00:00:00Z,2014-01-31T00:00:00Z,123,0,0,Gonzalez Saggio & Harlan LLP
1020470,102047003,City Treasurer,Hughes Capital Management Inc,General Consultant Services,Investment Manager,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,Hughes Capital Management Inc
1320649,1320649,City Treasurer,Law Offices of Denise Joy Smyler,Legal Services,Bond Counsel - Water,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,Law Offices of Denise Joy Smyler
1020478,102047803,City Treasurer,"Logan Circle Partners, L.P.",General Consultant Services,Investment Manager,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,"Logan Circle Partners, L.P."
MPXX14000122,MPXX14000122,City Treasurer,"McElwes and Quinn, LLC",Miscellaneous Order,Printer,2013-07-17T11:21:43Z,2014-06-30T00:00:00Z,273,1,0,"McElwes and Quinn, LLC"
1020471,102047103,City Treasurer,"PFM Asset Management, LLC",General Consultant Services,Investment Manager,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,"PFM Asset Management, LLC"
1220495,122049501,City Treasurer,"PFM Asset Management, LLC",General Consultant Services,Banking Srvs Consultant,2012-02-01T00:00:00Z,2013-11-06T00:00:00Z,37,94000,60000,"PFM Asset Management, LLC"
1320366,132036601,City Treasurer,"PFM Asset Management, LLC",General Consultant Services,Arbitrage Calc Provider,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,77000,0,"PFM Asset Management, LLC"
1020479,102047903,City Treasurer,PNC Capital Advisors,General Consultant Services,Investment Manager,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,PNC Capital Advisors
1020445,102044503,City Treasurer,"Phoenix Capital Partners, LLP",General Consultant Services,Financial Advisor - PGW,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,"Phoenix Capital Partners, LLP"
1220175,122017501,City Treasurer,"Phoenix Capital Partners, LLP",General Consultant Services,Financial Advisor,2012-07-12T00:00:00Z,2013-07-11T00:00:00Z,0,0,0,"Phoenix Capital Partners, LLP"
1020444,102044403,City Treasurer,Public Financial Management Inc,General Consultant Services,Financial Advisor - PGW,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,Public Financial Management Inc
1220174,122017401,City Treasurer,Public Financial Management Inc,General Consultant Services,Financial Advisor,2012-07-12T00:00:00Z,2013-07-11T00:00:00Z,0,0,0,Public Financial Management Inc
1320337,1320337,City Treasurer,Public Financial Management Inc,General Consultant Services,Financial Advisor,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,0,0,0,Public Financial Management Inc
1020480,102048003,City Treasurer,"RBC Global Asset Management (U.S.), Inc",General Consultant Services,Investment Manager,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,"RBC Global Asset Management (U.S.), Inc"
1320595,1320595,City Treasurer,"SS&C Technologies, Inc.",Computer and Information Svcs,Debt Management Software,2013-06-30T00:00:00Z,2014-06-29T00:00:00Z,272,180500,136625,"SS&C Technologies, Inc."
1020584,102058404,City Treasurer,Saul Ewing LLP,Legal Services,Legal Counsel,2013-02-01T00:00:00Z,2014-01-31T00:00:00Z,123,20000,0,Saul Ewing LLP
1320627,1320627,City Treasurer,"Swap Financial Group, LLC",General Consultant Services,Swap Advisor,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,60000,25000,"Swap Financial Group, LLC"
1020473,102047303,City Treasurer,"TD Bank, NA",General Consultant Services,Investment Manager,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,"TD Bank, NA"
1020469,102046903,City Treasurer,The Swarthmore Group,General Consultant Services,Investment Manager,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,The Swarthmore Group
1120209,112020902,City Treasurer,US Bank National Association,General Consultant Services,Custody Agreement,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,0,0,0,US Bank National Association
1020482,102048203,City Treasurer,"Wells Capital Management, Inc",General Consultant Services,Investment Manager,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,"Wells Capital Management, Inc"
1020472,102047203,City Treasurer,Western Asset Management,General Consultant Services,Investment Manager,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,Western Asset Management
1020173,102017303,Commerce,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL THREE,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,0,175000,56223.29,"AECOM Technical Services, Inc."
1120268,112026803,Commerce,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL THREE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,250000,0,"AECOM Technical Services, Inc."
1320161,132016101,Commerce,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL ONE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,450000,0,"AECOM Technical Services, Inc."
1320162,132016201,Commerce,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL ONE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,2600000,298425.28,"AECOM Technical Services, Inc."
MPXX14000022,MPXX14000022,Commerce,ARW Events,Miscellaneous Order,Entertainment Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,30000,10655,ARW Events
1020449,102044903,Commerce,"AVK Consulting, Inc.",General Consultant Services,RENEWAL THREE,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,195000,108633.92,Roger H. Bates
1320582,1320582,Commerce,"AVK Consulting, Inc.",General Consultant Services,AIRPORT SPACE PLANNING,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,61,100000,43488.87,"AVK Consulting, Inc."
1320207,132020701,Commerce,American Association of Airport Executives,General Consultant Services,RENEWAL ONE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,0,0,American Association of Airport Executives
1320498,1320498,Commerce,"Atkins North America, Inc.",Architect and Engineer Svcs,ON-CALL CIVIL ENGINEERING,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,0,500000,0,"Atkins North America, Inc."
1120431,112043102,Commerce,"Audio Visual Communications, Inc.",General Consultant Services,RENEWAL TWO,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,100000,32278.9,"Audio Visual Communications, Inc."
1420234,1420234,Commerce,"Avenue of the Arts, Inc.",General Consultant Services,Avenue of the Arts,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,80000,0,"Avenue of the Arts, Inc."
1220407,122040701,Commerce,Buell Kratzer Powell,Architect and Engineer Svcs,RENEWAL ONE,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,150000,0,Buell Kratzer Powell
1320625,1320625,Commerce,"Burns Engineering, Inc.",Architect and Engineer Svcs,ON-CALL M&E ENGINEERING,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,1000000,174914.04,"Burns Engineering, Inc."
1320426,1320426,Commerce,"CLEAN RENTAL SVC., INC.",General Consultant Services,UNIFORM SERVICES,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,0,550000,383275.01,"CLEAN RENTAL SVC., INC."
1320209,132020901,Commerce,"Carter Hayes Associates,  Inc",Architect and Engineer Svcs,RENEWAL ONE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1000000,0,"Carter Hayes Associates,  Inc"
1220183,122018302,Commerce,Center City District Inc,General Consultant Services,Dilworth Plaza Imps,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,0,0,Center City District Inc
1220487,122048701,Commerce,Center City District Inc,General Consultant Services,Callowhill Reading Viaduc,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,Center City District Inc
1220412,122041201,Commerce,Converse Winkler Architecture,Architect and Engineer Svcs,RENEWAL ONE,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,400000,44146.07,Converse Winkler Architecture
320600,32060009,Commerce,Daroff Design Inc. + DDI Architects PC,Architect and Engineer Svcs,AMENDMENT 9,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,61,2137736,107647.6,Daroff Design Inc. + DDI Architects PC
1320191,1320191,Commerce,David Brush Consulting,General Consultant Services,AIRPORT OWNER REP SVC,2012-07-01T00:00:00Z,2016-06-30T00:00:00Z,1004,975000,242791.76,David Brush Consulting
1320672,1320672,Commerce,Delaware River Waterfront Corporation,General Consultant Services,Delaware Waterront Imp,2012-07-02T00:00:00Z,2014-07-01T00:00:00Z,274,1680000,0,Delaware River Waterfront Corporation
1120513,112051303,Commerce,ECONSULT CORPORATION,General Consultant Services,Amendment #3,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,0,80000,71618.14,ECONSULT CORPORATION
1220467,122046701,Commerce,Ellen Harvey Studio LLC,Performing Artists-Public Art,RENEWAL ONE,2013-02-01T00:00:00Z,2014-01-31T00:00:00Z,123,0,0,Ellen Harvey Studio LLC
1020111,102011104,Commerce,Elliott Lewis Corp.,Computer and Information Svcs,AMENDMENT FOUR,2013-07-01T00:00:00Z,2013-09-30T00:00:00Z,0,1200000,886229.28,Elliott Lewis Corp.
1320180,132018001,Commerce,Elliott Lewis Corp.,General Consultant Services,RENEWAL ONE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1.065931776E7,585911.11,Elliott Lewis Corp.
MPXX14000176,MPXX14000176,Commerce,"Ellison Group, The",Miscellaneous Order,STARS & LEADS Prof. Devel,2013-08-16T11:44:13Z,2014-06-30T00:00:00Z,273,30000,0,"Ellison Group, The"
MPXX14000023,MPXX14000023,Commerce,Eventive Productions,Miscellaneous Order,Entertainment Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,30000,17225,Eventive Productions
1220185,122018501,Commerce,Fairmount Community Development Corporation,Housing & Economic Development,1st Amendment,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,0,15000,2167.86,Fairmount Community Development Corporation
1320316,132031601,Commerce,"Faith Group, LLC",Architect and Engineer Svcs,RENEWAL ONE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,500000,9488.9,"Faith Group, LLC"
1120564,112056402,Commerce,"First Transit, Inc  (subsidiary of FirstGroup)",General Consultant Services,RENEWAL TWO,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,243,1.04368E7,2547393.63,"First Transit, Inc  (subsidiary of FirstGroup)"
1320656,1320656,Commerce,Fund For Philadelphia Inc,General Consultant Services,Neighbor Funding Stream,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,Fund For Philadelphia Inc
1020287,102028704,Commerce,"Fuseideas, LLC",Computer and Information Svcs,RENEWAL THREE,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,0,95000,67751,"Fuseideas, LLC"
1120392,112039203,Commerce,"GRA,  Inc.",General Consultant Services,RENEWAL TWO,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,200000,0,"GRA,  Inc."
1020213,102021304,Commerce,"Gallini Hemmann, Inc.",General Consultant Services,AMENDMENT FOUR-TIME ONLY,2013-07-01T00:00:00Z,2013-09-30T00:00:00Z,0,0,0,"Gallini Hemmann, Inc."
920834,92083404,Commerce,Gilbane Building Company,Architect and Engineer Svcs,TIME EXTENSION,2013-07-01T00:00:00Z,2013-09-30T00:00:00Z,0,0,0,Gilbane Building Company
1220573,1220573,Commerce,Global Program Partners,General Consultant Services,PROGRAM MNGMNT (PMO) SVC,2012-05-25T00:00:00Z,2016-05-24T00:00:00Z,967,2.5E7,1.170108951E7,Global Program Partners
MPXX14000051,MPXX14000051,Commerce,Grapevine Exhibits,Miscellaneous Order,Event/Trade Show Plan,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,30000,0,Grapevine Exhibits
1020634,102063403,Commerce,Gresham Smith & Partners (GS&P),Architect and Engineer Svcs,RENEWAL THREE,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,243,0,0,Gresham Smith & Partners (GS&P)
1020468,102046804,Commerce,"HNTB Pennsylvania, Inc.",General Consultant Services,RENEWAL THREE,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,705000,0,"HNTB Pennsylvania, Inc."
1320208,132020801,Commerce,"HNTB Pennsylvania, Inc.",Architect and Engineer Svcs,RENEWAL ONE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1000000,0,"HNTB Pennsylvania, Inc."
1320624,1320624,Commerce,"HNTB Pennsylvania, Inc.",Architect and Engineer Svcs,ON-CALL M&E ENGINEERING,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,1000000,0,"HNTB Pennsylvania, Inc."
1320085,132008502,Commerce,"Hill International, Inc.",General Consultant Services,RENEWAL ONE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,2990000,438215.79,"Hill International, Inc."
MPXX14000088,MPXX14000088,Commerce,IMX Medical Management Services,Miscellaneous Order,Pre-hiring Physical Test,2013-07-08T16:40:16Z,2014-06-30T00:00:00Z,273,15000,350,IMX Medical Management Services
1120420,112042002,Commerce,InterVISTAS Consulting LLC,General Consultant Services,RENEWAL TWO,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,200000,0,InterVISTAS Consulting LLC
1220172,122017202,Commerce,International Visitors Council,General Consultant Services,Sisiter Cities,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,162000,81000,International Visitors Council
1320496,1320496,Commerce,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,ON-CALL CIVIL ENGINEERING,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,0,500000,76531.85,"Johnson, Mirmiran & Thompson"
MPXX14000047,MPXX14000047,Commerce,Karen Friedman Enterprises,Miscellaneous Order,Media Training,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,25000,0,Karen Friedman Enterprises
1020460,102046002,Commerce,"Kelly/Maiello, Inc.",Architect and Engineer Svcs,RENEWAL AMENDMENT TWO,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,784270,5325.51,"Kelly/Maiello, Inc."
1320457,1320457,Commerce,Ken Weeden & Associates,General Consultant Services,ON-CALL DBE CONSULTING,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,0,75000,40416.17,Ken Weeden & Associates
1020467,102046704,Commerce,LeighFisher Inc.,General Consultant Services,RENEWAL THREE,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,350000,43835.41,"Jacobs Consultancy, Inc."
MPXX14000039,MPXX14000039,Commerce,"Med-Tex Services, Inc.",Miscellaneous Order,Occupational Safety,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,25000,0,"Med-Tex Services, Inc."
1320179,132017901,Commerce,"Michael Baker Jr., Inc.",Architect and Engineer Svcs,RENEWAL ONE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,2745000,0,"Michael Baker Jr., Inc."
1220297,122029702,Commerce,"Milligan & Company, LLC",Accounting and Auditing Svcs,RENEWAL TWO,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,70000,0,"Milligan & Company, LLC"
1220375,122037501,Commerce,NORESCO LLC,General Consultant Services,RENEWAL ONE,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,0,895000,NORESCO LLC
MPXX14000168,MPXX14000168,Commerce,National Fire Protection Agency,Miscellaneous Order,NFPA 70E Safe Work Cond.,2013-08-09T13:49:13Z,2014-06-30T00:00:00Z,273,25000,0,National Fire Protection Agency
MPXX14000045,MPXX14000045,Commerce,News Watch,Miscellaneous Order,Radio & TV Broadcast Ser,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,15000,0,News Watch
1320218,1320218,Commerce,Nicetown CDC,Housing & Economic Development,Commercial Corridor Clean,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,0,30000,5419.72,Nicetown CDC
MPXX14000024,MPXX14000024,Commerce,Norma Michaels Entertainment,Miscellaneous Order,Entertainment,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,30000,10725,Norma Michaels Entertainment
1320629,1320629,Commerce,Ogontz Avenue Revitalization Corporation,General Consultant Services,W Oak lane Facade Program,2013-02-01T00:00:00Z,2014-01-31T00:00:00Z,123,250000,0,Ogontz Avenue Revitalization Corporation
1320686,1320686,Commerce,Ogontz Avenue Revitalization Corporation,General Consultant Services,W. Oak Lane Streetscape,2013-02-01T00:00:00Z,2014-01-31T00:00:00Z,123,1250000,0,Ogontz Avenue Revitalization Corporation
1020113,102011305,Commerce,Parkway Garage Inc.,General Consultant Services,AMENDMENT FOUR,2013-07-01T00:00:00Z,2013-09-30T00:00:00Z,0,753673,207821.29,Parkway Corporation
1220139,122013902,Commerce,Parkway Garage Inc.,General Consultant Services,RENEWAL ONE,2012-11-01T00:00:00Z,2013-10-31T00:00:00Z,31,4892203,0,Parkway Corporation
1320497,132049701,Commerce,"Parsons Brinckerhoff, Inc.",Architect and Engineer Svcs,AMENDMENT ONE,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,0,500000,56973.3,"Parsons Brinckerhoff, Inc."
MPXX14000016,MPXX14000016,Commerce,"Philadelphia Animal Hospital, P.C.",Miscellaneous Order,Veterinarian Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,25000,8800,"Philadelphia Animal Hospital, P.C."
1020423,102042303,Commerce,Philadelphia Industrial Development Corporation,Housing & Economic Development,HUD 108 Loan Pool 7,2012-09-08T00:00:00Z,2013-09-07T00:00:00Z,0,0,2000000,Philadelphia Industrial Development Corporation
1220499,122049901,Commerce,Philadelphia Industrial Development Corporation,General Consultant Services,Geotechnical Services,2013-02-01T00:00:00Z,2014-01-31T00:00:00Z,123,250000,250000,Philadelphia Industrial Development Corporation
1220514,122051401,Commerce,Philadelphia Industrial Development Corporation,Housing & Economic Development,HUD 108 Loan Pool 8,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,61,0,0,Philadelphia Industrial Development Corporation
1320607,1320607,Commerce,Philadelphia Industrial Development Corporation,General Consultant Services,Food Distribution Center,2012-11-01T00:00:00Z,2013-10-31T00:00:00Z,31,2500000,0,Philadelphia Industrial Development Corporation
1020169,102016904,Commerce,"Professional Systems Engineering, LLC",Architect and Engineer Svcs,AMENDMENT FOUR-TIME EXT.,2013-07-01T00:00:00Z,2013-12-31T00:00:00Z,92,0,0,"Professional Systems Engineering, LLC"
MPXX14000112,MPXX14000112,Commerce,"Real Asset Management, Inc.",Miscellaneous Order,HOSTED FIXED ASSET MGMT,2013-07-12T08:32:38Z,2014-06-30T00:00:00Z,273,30000,0,"Real Asset Management, Inc."
1120426,112042602,Commerce,Schuylkill River Development Corporation,General Consultant Services,Schuykill Banks Dev,2013-01-19T00:00:00Z,2014-01-18T00:00:00Z,110,0,0,Schuylkill River Development Corporation
820556,82055602,Commerce,Sheward Partnership,Architect and Engineer Svcs,AMENDMENT TWO,2008-06-30T00:00:00Z,2014-12-31T00:00:00Z,457,1.7512527E7,1.740880661E7,Sheward Partnership
1320210,1320210,Commerce,Southwest Community Development Corporation,Housing & Economic Development,Commercial Corridor Clean,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,36000,8551.99,Southwest Community Development Corporation
1020225,102022503,Commerce,"TRC Engineers, Inc.",Architect and Engineer Svcs,RENEWAL THREE,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,0,200000,0,"TRC Engineers, Inc."
1220492,122049201,Commerce,TranSystems Corporation Consultants of PA,Architect and Engineer Svcs,RENEWAL ONE,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,150000,11780.67,TranSystems Corporation Consultants of PA
1120423,112042302,Commerce,URS Corporation,Architect and Engineer Svcs,RENEWAL TWO,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,531369.97,415941.18,URS Corporation
1020466,102046603,Commerce,"Unison Consulting, Inc.",General Consultant Services,RENEWAL THREE,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,125000,0,"Unison Consulting, Inc."
MPXX14000037,MPXX14000037,Commerce,"University of Pennsylvania, Trustees of the",Miscellaneous Order,Emp. Assist. Prog.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,25000,0,"University of Pennsylvania, Trustees of the"
1120533,112053302,Commerce,Urban Affairs Coalition,General Consultant Services,Home Buy Now,2013-03-22T00:00:00Z,2014-03-21T00:00:00Z,172,0,0,Urban Affairs Coalition
1320170,1320170,Commerce,Urban Affairs Coalition,Housing & Economic Development,TCMP & CC,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,0,120000,78855.23,Urban Affairs Coalition
1320223,132022301,Commerce,"Urban Engineers, Inc.",Architect and Engineer Svcs,RENEWAL ONE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,150000,0,"Urban Engineers, Inc."
320500,32050011,Commerce,Vanasse Hangen Brustlin (VHB),General Consultant Services,AMENDMENT 11,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,0,0,Vanasse Hangen Brustlin (VHB)
1320551,1320551,Commerce,Villiage of Arts & Humanities,Housing & Economic Development,Commercial Corridor Clean,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,0,41000,0,Villiage of Arts & Humanities
1020170,102017003,Commerce,"Weston Solutions, Inc",Architect and Engineer Svcs,RENEWAL THREE,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,0,475000,178110.14,"Weston Solutions, Inc"
MPXX14000177,MPXX14000177,Commerce,Worklife Connection LLC,Miscellaneous Order,Leadership Cust Ser,2013-08-16T11:52:45Z,2014-06-30T00:00:00Z,273,30000,0,Worklife Connection LLC
1220296,122029602,Commerce,"Zweig, Ramick,& Associates",Accounting and Auditing Svcs,RENEWAL TWO,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,70000,0,"Zweig, Ramick,& Associates"
920388,92038804,Division Of Technology,Acumen Group Incorporated,Computer and Information Svcs,Law Document Mgmt System,2013-05-15T00:00:00Z,2014-05-14T00:00:00Z,226,0,87082.13,Acumen Group Incorporated
1120418,112041803,Division Of Technology,"Azavea, Inc",Computer and Information Svcs,ULRS/GeoSpatial,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,75000,0,"Azavea, Inc"
1320143,132014301,Division Of Technology,"Azavea, Inc",Computer and Information Svcs,Stormwater Billing,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1201235,43613.63,"Azavea, Inc"
1120616,112061602,Division Of Technology,Blue Heron Consulting,Computer and Information Svcs,Basis2 Consulting Svcs,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,243,508000,0,Blue Heron Consulting
MPXX14000092,MPXX14000092,Division Of Technology,Bogom Computer Solutions,Miscellaneous Order,Lotus Notes Support,2013-07-10T13:14:08Z,2014-06-30T00:00:00Z,273,10000,0,Bogom Computer Solutions
