<<<<<<< HEAD
original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short desc,start_dt,end_dt,days_remaining, amt , tot_payments ,orig_vendor,exempt_status,adv_or_exempt,profit_status
320500,32050012,COMMERCE,Vanasse Hangen Brustlin (VHB),General Consultant Services,AMENDMENT 12,7/1/14,6/30/15,181,0,0,Vanasse Hangen Brustlin (VHB),,Prior to 2-1-2006,For Profit
1020469,102046905,CITY TREASURER,The Swarthmore Group,General Consultant Services,Investment Manager,7/1/14,12/31/14,0,0,0,The Swarthmore Group,1,ADVERTISED,For Profit
1020470,102047005,CITY TREASURER,Hughes Capital Management Inc,General Consultant Services,Investment Manager,7/1/14,12/31/14,0,0,0,Hughes Capital Management Inc,1,ADVERTISED,For Profit
1020471,102047105,CITY TREASURER,"PFM Asset Management, LLC",General Consultant Services,Investment Manager,7/1/14,12/31/14,0,0,0,"PFM Asset Management, LLC",1,ADVERTISED,For Profit
1020472,102047205,CITY TREASURER,Western Asset Management,General Consultant Services,Investment Manager,7/1/14,12/31/14,0,0,0,Western Asset Management,1,ADVERTISED,For Profit
1020479,102047905,CITY TREASURER,"PNC Capital Advisors, LLC",General Consultant Services,Investment Manager,7/1/14,12/31/14,0,0,0,PNC Capital Advisors,1,ADVERTISED,For Profit
1020482,102048205,CITY TREASURER,"Wells Capital Management, Inc",General Consultant Services,Investment Manager,7/1/14,12/31/14,0,0,0,"Wells Capital Management, Inc",1,ADVERTISED,For Profit
1020483,102048305,CITY TREASURER,"BlackRock Capital Management, Inc.",General Consultant Services,Investment Manager,7/1/14,12/31/14,0,0,0,"BlackRock Financial Management, Inc.",1,ADVERTISED,For Profit
1020487,102048706,DIVISION OF TECHNOLOGY,"RCC Consultants, Inc.",General Consultant Services,800 MHZ Planning & Mgmt,10/1/14,12/31/14,0,0,0,"RCC Consultants, Inc.",1,ADVERTISED,For Profit
1020506,102050606,DIVISION OF TECHNOLOGY,"RCI Technologies, Inc",Computer and Information Svcs,CAD Project Mgmt,10/1/14,12/30/14,0,"47,120.00","83,360.00","RCI Technologies, Inc",1,ADVERTISED,For Profit
1020565,102056502,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,Sturgis Playground,3/1/14,2/28/15,59,0,0,"SMP Architects, Ltd",1,ADVERTISED,For Profit
1020620,102062003,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Pleasant PG New Building,8/29/14,8/28/15,240,0,"20,417.25",Buell Kratzer Powell,1,ADVERTISED,For Profit
1020626,102062605,LAW,Ballard Spahr LLP,Legal Services,Social Services - Pub Hea,5/4/14,5/3/15,123,"35,000.00","5,767.73",Ballard Spahr LLP,1,ADVERTISED,For Profit
1020634,102063404,COMMERCE,Gresham Smith & Partners (GS&P),Architect and Engineer Svcs,AMENDMENT FOUR-TIME ONLY,6/1/14,11/30/14,0,0,0,Gresham Smith & Partners (GS&P),1,ADVERTISED,For Profit
1020645,102064503,PUBLIC PROPERTY,Cope Linder Architects,Architect and Engineer Svcs,Ben Franklin Pkwy ADA,3/1/14,2/28/15,59,0,0,Cope Linder Architects,1,ADVERTISED,For Profit
1020672,102067203,STREETS,TranSystems Corporation,Streets FHWA,41st Street Bridge Amtrak,6/30/14,6/29/15,180,0,0,TranSystems Corporation,1,ADVERTISED,For Profit
1020674,102067404,STREETS,"Urban Engineers, Inc.",Streets FHWA,Del. Ave extension,6/1/14,5/31/15,151,0,0,"Urban Engineers, Inc.",1,ADVERTISED,For Profit
1120001,1120001,HEALTH,eClinicalWorks LLC,Computer and Information Svcs,EMR Implementation Vendor,3/28/11,3/27/15,86,"8,131,873.00","1,398,088.75",eClinicalWorks LLC,1,ADVERTISED,For Profit
1120121,112012104,HEALTH,Health Business Systems,Computer and Information Svcs,Pharmacy Mngmnt System,7/1/14,12/31/14,0,"51,440.00","28,978.72",Health Business Systems,1,ADVERTISED,For Profit
1120130,112013009,MANAGING DIRECTOR,Defender Association of Philadelphia,Legal Services,Legal Services,7/1/14,6/30/15,181,"40,321,835.00","23,520,471.00",Defender Association of Philadelphia,1,ADVERTISED,Non Profit
1120185,112018506,PUBLIC PROPERTY,B T Environmental Health & Safety Consulting,General Consultant Services,Asbestos Consultant Svs,1/1/14,12/31/14,0,"100,000.00","57,856.00",B T Environmental Health & Safety Consulting,1,ADVERTISED,For Profit
1120218,112021803,OFFICE OF HOUSING & COMMUNITY DEV,Commonwealth of Pennsylvania Department of Treasury,Housing & Economic Development,Energy Loan Program,11/1/13,10/31/14,0,0,0,Commonwealth of Pennsylvania Department of Treasury,8,EXEMPT,Non Profit
1120221,112022105,DIVISION OF TECHNOLOGY,Engility Corporation,Computer and Information Svcs,IT Network Security,7/1/14,2/16/15,47,"656,210.00",0,Engility Corporation,1,ADVERTISED,For Profit
1120271,112027104,DIVISION OF TECHNOLOGY,Quality Systems International Corp. (QSI),Computer and Information Svcs,Lab Info Mgmt System,8/1/14,10/26/14,0,0,"12,687.50",Quality Systems International Corp. (QSI),1,ADVERTISED,For Profit
1120277,112027703,LAW,"Spector Gadon & Rosen, P.C.",Legal Services,labor & employment,10/8/13,10/7/14,0,"120,000.00","62,009.03","Spector Gadon & Rosen, P.C.",1,ADVERTISED,For Profit
1120292,112029204,CITY TREASURER,Cozen O'Connor,Legal Services,GO Bond Counsel,10/8/14,1/7/15,7,"65,000.00","51,281.10",Cozen O'Connor,1,ADVERTISED,For Profit
1120292,112029203,CITY TREASURER,Cozen O'Connor,Legal Services,Legal Counsel,10/8/13,10/7/14,0,0,0,Cozen O'Connor,1,ADVERTISED,For Profit
1120293,112029303,CITY TREASURER,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",Legal Services,Legal Counsel GO and OTB,10/8/13,10/7/14,0,0,0,"Grant & Lebowitz, LLC.",1,ADVERTISED,For Profit
1120293,112029304,CITY TREASURER,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",Legal Services,GO Bond Counsel,10/8/14,1/7/15,7,0,0,"Grant & Lebowitz, LLC.",1,ADVERTISED,For Profit
1120301,112030104,LAW,"Schnader, Harrison, Segal, Lewis, LLP",Legal Services,Airport Bankruptcies,10/15/13,10/14/14,0,"42,000.00","57,548.53","Schnader, Harrison, Segal, Lewis, LLP",1,ADVERTISED,For Profit
1120303,112030304,LAW,"Spector Gadon & Rosen, P.C.",Legal Services,Airport Bankruptcies,10/15/13,10/14/14,0,"20,000.00","30,940.88","Spector Gadon & Rosen, P.C.",1,ADVERTISED,For Profit
1120324,112032407,STREETS,"Contemporary Staffing Solutions, Inc.",General Consultant Services,Temporary Staffing Srvs,11/1/13,10/31/14,0,"400,000.00","213,198.44","Contemporary Staffing Solutions, Inc.",1,ADVERTISED,For Profit
1120330,112033003,LAW,Archer & Greiner,Legal Services,Civil Rights,12/5/13,12/4/14,0,"387,500.00","129,166.68",Archer & Greiner,1,ADVERTISED,For Profit
1120332,112033203,HEALTH,AccessMatters,Health Department,STD Program,12/1/13,11/30/14,0,"131,334.00","40,142.35",AccessMatters,9,EXEMPT,Non Profit
1120350,112035003,HEALTH,Public Health Management Corporation,Health Department,Epi & Lab Capacity,12/1/13,11/30/14,0,"343,436.00","328,655.00",Public Health Management Corporation,9,EXEMPT,Non Profit
1120356,112035603,REVENUE,"The Tyler Firm, LLC",General Consultant Services,Writ Services,1/1/14,12/31/14,0,"115,000.00","71,527.00","The Tyler Firm, LLC",1,ADVERTISED,For Profit
1120362,112036203,REVENUE,Philadelphia Writ Service Inc.,General Consultant Services,Writ Services,1/1/14,12/31/14,0,0,"328,476.00",Philadelphia Writ Service Inc.,1,ADVERTISED,For Profit
1120363,112036303,PRISONS,Philadelphia Mural Arts Advocates,General Consultant Services,inmate training,11/1/13,10/31/14,0,"210,846.00","260,773.00",Philadelphia Mural Arts Advocates,9,EXEMPT,Non Profit
1120369,112036903,PENSION BOARD,Causeway Capital Management LLC,Investment Advisor-Manager,Dev Mkt Non US Equity,6/1/14,5/31/15,151,0,0,Causeway Capital Management LLC,1,ADVERTISED,For Profit
1120372,112037203,PRISONS,Community Education Centers,General Consultant Services,alternative housing,1/1/14,12/31/14,0,"9,052,000.00","2,303,109.64",Community Education Centers,1,ADVERTISED,For Profit
1120375,112037503,DIVISION OF TECHNOLOGY,"Cogsdale Holdings, Ltd",Computer and Information Svcs,FAMIS/Performance Exec,12/1/13,11/30/14,0,"122,640.00","122,640.00","Cogsdale Holdings, Ltd",1,ADVERTISED,For Profit
1120377,112037703,HEALTH,Public Health Management Corporation,Health Department,KIDS Immunization,12/1/13,11/30/14,0,"1,224,909.00","414,356.00",Public Health Management Corporation,9,EXEMPT,Non Profit
1120378,112037805,MANAGING DIRECTOR,"PPL EnergyPlus, LLC",General Consultant Services,Electric Supply & Service,11/15/13,11/14/14,0,"51,700,000.00","21,192,260.18","PPL EnergyPlus, LLC",1,ADVERTISED,For Profit
1120378,112037806,MANAGING DIRECTOR,"PPL EnergyPlus, LLC",General Consultant Services,Electric Supply & Service,11/15/14,11/14/15,318,"62,500,000.00",0,"PPL EnergyPlus, LLC",1,ADVERTISED,For Profit
1120384,112038404,CITY TREASURER,"EConsult Solutions, Inc",General Consultant Services,Authorized Depositories,12/15/13,12/14/14,0,"41,000.00","41,000.00",ECONSULT CORPORATION,1,ADVERTISED,For Profit
1120392,112039204,COMMERCE,"GRA,  Inc.",General Consultant Services,RENEWAL THREE,1/1/14,12/31/14,0,"200,000.00","35,069.01","GRA,  Inc.",1,ADVERTISED,For Profit
1120393,112039303,FINANCE,IHS Global Inc.,General Consultant Services,Economic Forecasting Srvs,12/16/13,12/15/14,0,"41,620.00","41,620.99",IHS Global Insight,1,ADVERTISED,For Profit
1120394,112039405,FREE LIBRARY,"Personal Security Services, LLC",General Consultant Services,Cash Management,1/1/14,12/31/14,0,"89,520.00","46,410.00","Personal Security Services, LLC",1,ADVERTISED,For Profit
1120395,112039503,DIVISION OF TECHNOLOGY,Prophecy Americas Inc,Computer and Information Svcs,Basis2 Maintenance,12/10/13,12/9/14,0,"390,000.00","390,000.00",Prophecy Americas Inc,1,ADVERTISED,For Profit
1120396,112039603,SINKING FUND COMM,"Janus Capital Management, LLC",Investment Advisor-Manager,Renewal,11/16/13,11/15/14,0,0,0,"Janus Capital Management, LLC",1,ADVERTISED,For Profit
1120397,112039704,LAW,"Detectives, Private Investigators Inc., The",General Consultant Services,Investigation/Surveillanc,2/1/14,1/31/15,31,"100,000.00","39,408.00","Detectives, Private Investigators Inc., The",1,ADVERTISED,For Profit
1120398,112039803,LAW,"Advance Detective Bureau, Inc. T/A D.O. Richardson",General Consultant Services,Investigation/Surveillanc,2/1/14,1/31/15,31,0,"6,575.65","Advance Detective Bureau, Inc. T/A D.O. Richardson",1,ADVERTISED,For Profit
1120402,112040202,PUBLIC PROPERTY,Agnelo Gomes Assoc.,Architect and Engineer Svcs,Alarm Systems Various Rec,8/1/14,7/31/15,212,0,0,Agnelo Gomes Assoc.,1,ADVERTISED,For Profit
1120403,112040302,PUBLIC PROPERTY,"Arora Engineers, Inc",Architect and Engineer Svcs,Alarm Systems Rec  Sites,8/1/14,7/31/15,212,0,0,"Arora Engineers, Inc",1,ADVERTISED,For Profit
1120406,112040603,DIVISION OF TECHNOLOGY,SunGard Availability Services LP,Computer and Information Svcs,Disaster Recovery Service,4/1/14,3/31/15,90,"45,252.00","23,226.00",SunGard Availability Services LP,1,ADVERTISED,For Profit
1120412,112041206,LICENSES AND INSPECTIONS,"WESTCHESTER ENVIRONMENTAL,  LLC",General Consultant Services,Asbestos Survey,7/1/14,12/31/14,0,"30,000.00",0,"WESTCHESTER ENVIRONMENTAL,  LLC",1,ADVERTISED,For Profit
1120414,112041406,LICENSES AND INSPECTIONS,USA Environmental Management,General Consultant Services,Asbestos survey,7/1/14,12/31/14,0,"30,000.00",0,USA Environmental Management,1,ADVERTISED,For Profit
1120415,112041506,LICENSES AND INSPECTIONS,Synertech Incorporated,General Consultant Services,Asbestos Surveys,7/1/14,12/31/14,0,"30,000.00","29,148.00",Synertech Incorporated,1,ADVERTISED,For Profit
1120416,112041604,HEALTH,"Public Health Foundation Enterprises, Inc. (dba PHFE Mgmnt)",Computer and Information Svcs,EHR Project,1/1/14,12/31/14,0,"931,200.00","156,657.00","Public Health Foundation Enterprises, Inc. (dba PHFE Mgmnt)",9,EXEMPT,Non Profit
1120418,112041804,DIVISION OF TECHNOLOGY,"Azavea, Inc",Computer and Information Svcs,ULRS/GeoSpatial,7/1/14,12/31/14,0,"30,000.00",0,"Azavea, Inc",1,ADVERTISED,For Profit
1120419,112041903,PARKS & RECREATION,Fairmount Park Historic Preservation & Trust Inc.,General Consultant Services,Preservation Services,1/1/14,12/31/14,0,"50,000.00","19,762.00",Fairmount Park Historic Preservation & Trust Inc.,9,EXEMPT,Non Profit
1120420,112042004,COMMERCE,InterVISTAS Consulting LLC,General Consultant Services,AMENDMENT FOUR,1/1/14,12/31/14,0,"300,000.00","53,496.97",InterVISTAS Consulting LLC,1,ADVERTISED,For Profit
1120421,112042102,STREETS,"Systra Consulting, Inc.",Streets FHWA,Montgomery Ave/Amtrak,12/1/13,11/30/14,0,0,0,"Systra Consulting, Inc.",1,ADVERTISED,For Profit
1120423,112042303,COMMERCE,URS Corporation,Architect and Engineer Svcs,RENEWAL THREE,1/1/14,12/31/14,0,"300,000.00","125,622.62",URS Corporation,1,ADVERTISED,For Profit
1120425,112042503,STREETS,"Systra Consulting, Inc.",Streets FHWA,Willow Grove Av/SEPTA,12/1/13,11/30/14,0,"59,652.45","32,085.98","Systra Consulting, Inc.",1,ADVERTISED,For Profit
1120426,112042603,COMMERCE,Schuylkill River Development Corporation,General Consultant Services,Schuylkill Banks,1/19/14,1/18/15,18,0,0,Schuylkill River Development Corporation,1,ADVERTISED,Non Profit
1120431,112043103,COMMERCE,"Audio Visual Communications, Inc.",General Consultant Services,RENEWAL THREE,1/1/14,12/31/14,0,"100,000.00","58,991.50","Audio Visual Communications, Inc.",1,ADVERTISED,For Profit
1120434,112043403,DIVISION OF TECHNOLOGY,LockWorks LLC,Computer and Information Svcs,Lock and Track,7/1/13,12/31/14,0,"309,000.00","149,000.00",LockWorks LLC,1,ADVERTISED,For Profit
1120435,112043507,LICENSES AND INSPECTIONS,"Batta Environmental Associates, Inc.",General Consultant Services,Asbestos Surveys,7/1/14,12/31/14,0,"30,000.00","28,965.00","Batta Laboratories, Inc.",1,ADVERTISED,For Profit
1120437,112043703,HEALTH,Consilience Software,Computer and Information Svcs,Maven,3/7/14,3/6/15,65,"110,744.00","110,000.00",Consilience Software,1,ADVERTISED,For Profit
1120442,112044203,DIVISION OF TECHNOLOGY,Prophecy Americas Inc,Computer and Information Svcs,Basis2 Software Consultin,1/25/14,1/24/15,24,0,"84,025.00",Prophecy Americas Inc,1,ADVERTISED,For Profit
1120443,112044303,DIVISION OF TECHNOLOGY,"Information Consulting Services of Delaware Valley, Inc",Computer and Information Svcs,Basis2 Management Svcs,1/25/14,1/24/15,24,"375,000.00","170,656.00","Information Consulting Services of Delaware Valley, Inc",1,ADVERTISED,For Profit
1120444,112044403,DIVISION OF TECHNOLOGY,Peripheral Systems Inc.,Computer and Information Svcs,Basis2 Documentation,1/25/14,1/24/15,24,"65,000.00","24,330.05",Peripheral Systems Inc.,1,ADVERTISED,For Profit
1120445,112044503,STREETS,"McMahon Associates, Inc.",Streets FHWA,Traffic Signal Retiming,2/1/14,1/31/15,31,0,0,"McMahon Associates, Inc.",1,ADVERTISED,For Profit
1120446,112044603,PUBLIC PROPERTY,Bolender Architects,Architect and Engineer Svcs,City Hall Elevator Rehab,8/31/14,10/30/14,0,"10,500.00","9,225.00","Schade and Bolender Arch., LLP",1,ADVERTISED,For Profit
1120449,112044903,DIVISION OF TECHNOLOGY,Xerox Corporation,Computer and Information Svcs,Water Bill Design Service,2/1/14,1/31/15,31,"25,000.00",0,Xerox Corporation,1,ADVERTISED,For Profit
1120461,112046101,LAW,American Legal Publishing Corporation,General Consultant Services,Phila Code Edit & Codific,2/11/11,12/31/14,0,"24,360.00","17,920.50",American Legal Publishing Corporation,1,ADVERTISED,For Profit
1120467,112046706,DIVISION OF TECHNOLOGY,Equinoxys Inc,Computer and Information Svcs,Oracle HRIS Consulting,11/1/13,2/3/15,34,"530,000.00","764,171.75",Equinoxys Inc,1,ADVERTISED,For Profit
1120469,112046905,LAW,"Pietragallo Gordon Alfano Bosick & Raspanti, LLP",Legal Services,Investigative Matters,2/15/14,2/14/15,45,"750,000.00","42,007.54","Pietragallo Gordon Alfano Bosick & Raspanti, LLP",1,ADVERTISED,For Profit
1120471,112047103,PROCUREMENT,"municibid.com, LLC",General Consultant Services,Internet Auction Sales,4/1/14,3/31/15,90,0,0,"municibid.com, LLC",1,ADVERTISED,For Profit
1120472,112047203,PRISONS,KEEFE GROUP dba KEEFE COMMISSARY NETWORK,General Consultant Services,Commissary Services,3/1/14,2/28/15,59,0,0,KEEFE GROUP dba KEEFE COMMISSARY NETWORK,1,ADVERTISED,For Profit
1120493,112049303,SINKING FUND COMM,"Atalanta Sosnoff Capital, LLC",Investment Advisor-Manager,Renewal,2/8/14,2/7/15,38,0,0,"Atalanta Sosnoff Capital, LLC",1,ADVERTISED,For Profit
1120494,112049403,SINKING FUND COMM,"Cooke & Bieler, L.P.",Investment Advisor-Manager,Renewal,2/24/14,2/23/15,54,0,0,"Cooke & Bieler, L.P.",1,ADVERTISED,For Profit
1120495,112049503,SINKING FUND COMM,"DePrince, Race & Zollo, Inc.",Investment Advisor-Manager,Renewal,2/24/14,2/23/15,54,0,0,"DePrince, Race & Zollo, Inc.",1,ADVERTISED,For Profit
1120496,112049603,SINKING FUND COMM,Lazard Asset Management LLC,Investment Advisor-Manager,Renewal,2/18/14,2/17/15,48,0,0,Lazard Asset Management LLC,1,ADVERTISED,For Profit
1120497,112049703,SINKING FUND COMM,Philadelphia Trust Company,Investment Advisor-Manager,Renewal,2/24/14,2/23/15,54,0,0,Philadelphia Trust Company,1,ADVERTISED,For Profit
1120498,112049803,SINKING FUND COMM,"Weaver C. Barksdale & Associates, Inc.",Investment Advisor-Manager,Renewal,2/24/14,2/23/15,54,0,0,"Weaver C. Barksdale & Associates, Inc.",1,ADVERTISED,For Profit
1120500,112050005,LAW,Archer & Greiner,Legal Services,Bock/G&T/Daroff,2/17/14,2/16/15,47,"600,000.00","656,807.80",Archer & Greiner,6,EXEMPT,For Profit
1120509,112050904,POLICE,James J Hall Horseshoeing,General Consultant Services,Horse Shoeing Services,2/25/14,2/24/15,55,"34,000.00","12,620.00",James J Hall Horseshoeing,1,ADVERTISED,For Profit
1120515,112051503,SINKING FUND COMM,"Vaughan Nelson Investment Management, L.P.",Investment Advisor-Manager,Renewal,3/2/14,3/1/15,60,0,0,"Vaughan Nelson Investment Management, L.P.",1,ADVERTISED,For Profit
1120518,112051803,PENSION BOARD,Tortoise Capital Advisors,Investment Advisor-Manager,Master Ltd Partner Mgr,6/30/14,6/29/15,180,0,0,Tortoise Capital Advisors,1,ADVERTISED,For Profit
1120519,112051903,PENSION BOARD,Harvest Fund Advisors LLC,Investment Advisor-Manager,Master Limited Partner,5/1/14,4/30/15,120,0,0,Harvest Fund Advisors LLC,1,ADVERTISED,For Profit
1120521,112052103,PENSION BOARD,Geneva Capital Management Ltd.,Investment Advisor-Manager,Mid Cap Equity Mgr,6/15/14,6/14/15,165,0,0,Geneva Capital Management Ltd.,1,ADVERTISED,For Profit
1120524,112052403,LAW,"Kaplan, Kirsch & Rockwell LLP",Legal Services,Litigation Matter,2/28/14,2/27/15,58,0,"107,395.20","Kaplan, Kirsch & Rockwell LLP",1,ADVERTISED,For Profit
1120525,112052503,POLICE,"Keystone Intelligence Network, Inc.",General Consultant Services,Polygraph Testing Service,3/1/14,2/28/15,59,"108,000.00","51,885.00","Keystone Intelligence Network, Inc.",1,ADVERTISED,For Profit
1120527,112052704,PRISONS,Lehigh County,General Consultant Services,inmate housing,4/1/14,3/31/15,90,"1,314,000.00","313,110.00",Lehigh County,8,EXEMPT,Non Profit
1120532,112053203,MANAGING DIRECTOR,"Kittelson & Associates, Inc.",General Consultant Services,MOTU Planning Services,4/1/14,3/31/15,90,0,"18,935.00","Kittelson & Associates, Inc.",1,ADVERTISED,For Profit
1120533,112053303,COMMERCE,Urban Affairs Coalition,General Consultant Services,Home Buy Now,3/22/14,12/31/14,0,0,0,Urban Affairs Coalition,1,ADVERTISED,Non Profit
1120543,112054307,REVENUE,AAL Acquest Corp.,General Consultant Services,TIC's for Sheriff Sales,4/1/14,3/31/15,90,"710,000.00","97,760.00",AAL Acquest Corp.,1,ADVERTISED,For Profit
1120549,112054903,WATER,"Whitman, Requardt and Associates, LLP",Architect and Engineer Svcs,Design Pretrmt Fac,4/1/14,3/31/15,90,0,0,"Whitman, Requardt and Associates, LLP",1,ADVERTISED,For Profit
1120551,112055103,POLICE,Philadelphia Towing & Transport,General Consultant Services,SALVOR,4/1/14,3/31/15,90,0,0,Philadelphia Towing & Transport,1,ADVERTISED,For Profit
1120552,112055203,POLICE,"Jim's Auto Recycling, Inc",General Consultant Services,SALVOR,4/1/14,3/31/15,90,0,0,"Jim's Auto Recycling, Inc",1,ADVERTISED,For Profit
1120553,112055303,POLICE,Aspite Auto Auction,General Consultant Services,SALVOR,4/1/14,3/31/15,90,0,0,Aspite Auto Auction,1,ADVERTISED,For Profit
1120556,112055603,POLICE,Joseph F Parente dba Morton Towing & Recovery,General Consultant Services,SALVORS,4/1/14,3/31/15,90,1,0,Joseph F Parente dba Morton Towing & Recovery,1,ADVERTISED,For Profit
1120557,112055703,POLICE,"Orthodox Auto Co, Inc",General Consultant Services,SALVOR,4/1/14,3/31/15,90,0,0,"Orthodox Auto Co, Inc",1,ADVERTISED,For Profit
1120558,112055803,POLICE,"Steffa Metals Co, Inc",General Consultant Services,SALVOR,4/1/14,3/31/15,90,0,0,"Steffa Metals Co, Inc",1,ADVERTISED,For Profit
1120559,112055903,POLICE,S.P.P.T. Inc t/a Jamison's Philadelphia Towing,General Consultant Services,SALVOR,4/1/14,3/31/15,90,1,0,S.P.P.T. Inc t/a Jamison's Philadelphia Towing,1,ADVERTISED,For Profit
1120560,112056003,POLICE,"Shaw Towing, Inc",General Consultant Services,SALVOR,4/1/14,3/31/15,90,0,0,"Shaw Towing, Inc",1,ADVERTISED,For Profit
1120564,112056403,COMMERCE,"First Transit, Inc  (subsidiary of FirstGroup)",General Consultant Services,RENEWAL THREE,6/1/14,5/31/15,151,"10,762,400.50","4,478,852.82","First Transit, Inc  (subsidiary of FirstGroup)",1,ADVERTISED,For Profit
1120569,112056905,DIVISION OF TECHNOLOGY,CDI IT Solutions,Computer and Information Svcs,Staff Augmentation,11/30/14,5/29/15,149,"500,000.00","33,603.91",CDI IT Solutions,1,ADVERTISED,For Profit
1120569,112056903,DIVISION OF TECHNOLOGY,CDI IT Solutions,Computer and Information Svcs,Staff Augmentation,11/30/12,11/29/14,0,"850,000.00","585,604.12",CDI IT Solutions,1,ADVERTISED,For Profit
