original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1520434,152043402,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,BC/DC GO/OTB,12/15/2016,12/14/2017,0,0.00,0.00,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1520434,152043403,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,Bond & Disclosure Counsel,12/15/2017,12/14/2018,347,0.00,0.00,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1620441,162044101,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,Legal Services - TRAN,6/1/2017,5/31/2018,150,0.00,0.00,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1720658,172065801,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,BC Water and DC PGW,1/1/2017,12/31/2017,0,0.00,0.00,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1520439,152043902,CITY TREASURER,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",Legal Services,DC GF,12/15/2016,12/14/2017,0,0.00,0.00,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",01,ADVERTISED,For Profit
1520439,152043903,CITY TREASURER,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",Legal Services,GF Disclosure Counsel,12/15/2017,12/14/2018,347,0.00,0.00,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",01,ADVERTISED,For Profit
1520435,152043502,CITY TREASURER,Ballard Spahr LLP,Legal Services,BC/DC GF,12/15/2016,12/14/2017,0,0.00,0.00,Ballard Spahr LLP,01,ADVERTISED,For Profit
1520435,152043503,CITY TREASURER,Ballard Spahr LLP,Legal Services,Bond/Disclosure Counsel,12/15/2017,12/14/2018,347,0.00,0.00,Ballard Spahr LLP,01,ADVERTISED,For Profit
1720643,1720643,CITY TREASURER,Ballard Spahr LLP,Legal Services,Bond Counsel Water,1/1/2017,12/31/2017,0,200000.00,34067.88,Ballard Spahr LLP,01,ADVERTISED,For Profit
1520302,152030202,CITY TREASURER,"BlackRock Capital Management, Inc.",Investment Advisor-Manager,Investment Manager,1/1/2017,12/31/2017,0,0.00,0.00,"BlackRock Capital Management, Inc.",01,ADVERTISED,For Profit
1820003,1820003,CITY TREASURER,Citizens Bank of Pennsylvania,General Consultant Services,Payroll Banking Services,7/1/2017,6/30/2018,180,0.00,0.00,Citizens Bank of Pennsylvania,01,ADVERTISED,For Profit
1520438,152043802,CITY TREASURER,Cozen O'Connor,Legal Services,BC DC GF,12/15/2016,12/14/2017,0,0.00,0.00,Cozen O'Connor,01,ADVERTISED,For Profit
1520438,152043803,CITY TREASURER,Cozen O'Connor,Legal Services,GO BC/DC,12/15/2017,12/14/2018,347,0.00,0.00,Cozen O'Connor,01,ADVERTISED,For Profit
1720683,1720683,CITY TREASURER,Cozen O'Connor,Legal Services,DC - Water & PGW,1/1/2017,12/31/2017,0,0.00,0.00,Cozen O'Connor,01,ADVERTISED,For Profit
1520492,152049202,CITY TREASURER,Digital Assurance Certification,General Consultant Services,Dissemination Agent,1/1/2017,12/31/2017,0,16000.00,0.00,Digital Assurance Certification,01,ADVERTISED,For Profit
1520341,152034103,CITY TREASURER,Dilworth Paxson LLP,Legal Services,Bond Counsel - Airport,8/1/2017,7/31/2018,211,15000.00,0.00,Dilworth Paxson LLP,01,ADVERTISED,For Profit
1620440,162044001,CITY TREASURER,Dilworth Paxson LLP,Legal Services,Legal Services - TRAN,6/1/2017,5/31/2018,150,0.00,0.00,Dilworth Paxson LLP,01,ADVERTISED,For Profit
1420440,142044004,CITY TREASURER,"ECOUNT, INC",General Consultant Services,Paycard Services,6/1/2017,5/31/2018,150,0.00,0.00,Citibank N.A.,01,ADVERTISED,For Profit
1520453,152045302,CITY TREASURER,"EConsult Solutions, Inc",General Consultant Services,Authorized Depositories,12/15/2016,12/14/2017,0,47615.00,46895.00,"EConsult Solutions, Inc",01,ADVERTISED,For Profit
1520453,152045303,CITY TREASURER,"EConsult Solutions, Inc",General Consultant Services,Lending Studies,12/15/2017,12/14/2018,347,48924.00,0.00,"EConsult Solutions, Inc",01,ADVERTISED,For Profit
1520437,152043702,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,GO OTB GO DC,12/15/2016,12/14/2017,0,0.00,0.00,"Eckert Seamans Cherin & Mellott, LLC",01,ADVERTISED,For Profit
1520437,152043703,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Bond/Disclosure Counsel,12/15/2017,12/14/2018,347,0.00,0.00,"Eckert Seamans Cherin & Mellott, LLC",01,ADVERTISED,For Profit
1720650,1720650,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Bond Counsel PGW,1/1/2017,12/31/2017,0,0.00,0.00,"Eckert Seamans Cherin & Mellott, LLC",01,ADVERTISED,For Profit
1620377,162037701,CITY TREASURER,"Estrada Hinojosa & Company, Inc.",General Consultant Services,Water Financial Advisor,1/1/2017,12/31/2017,0,0.00,0.00,"Estrada Hinojosa & Company, Inc.",01,ADVERTISED,For Profit
1520249,152024903,CITY TREASURER,"Frasca & Associates, LLC",General Consultant Services,Airport FA,8/1/2017,7/31/2018,211,50000.00,0.00,"Frasca & Associates, LLC",01,ADVERTISED,For Profit
1720655,1720655,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,Disclosure Counsel Water,1/1/2017,12/31/2017,0,100000.00,35000.00,"Greenberg Traurig, LLP",01,ADVERTISED,For Profit
1520450,152045002,CITY TREASURER,Hawkins Delafield & Wood LLP,Legal Services,GF Disclosure Cousnel,12/15/2016,12/14/2017,0,0.00,0.00,Hawkins Delafield & Wood LLP,01,ADVERTISED,For Profit
1520450,152045003,CITY TREASURER,Hawkins Delafield & Wood LLP,Legal Services,Bond/Disclosure Counsel,12/15/2017,12/14/2018,347,0.00,0.00,Hawkins Delafield & Wood LLP,01,ADVERTISED,For Profit
1620520,162052001,CITY TREASURER,Hawkins Delafield & Wood LLP,General Consultant Services,Arbitrage Services,6/15/2017,6/14/2018,164,0.00,29000.00,Hawkins Delafield & Wood LLP,01,ADVERTISED,For Profit
MPXX18000099,MPXX18000099,CITY TREASURER,"ImageMaster, LLC",Miscellaneous Order,Bond Printing Services,7/1/2017,6/30/2018,180,1.00,0.00,"ImageMaster, LLC",102,EXEMPT,For Profit
1520343,152034303,CITY TREASURER,Kutak Rock LLP,Legal Services,Bond Counsel - Airport,8/1/2017,7/31/2018,211,75000.00,26085.82,Kutak Rock LLP,01,ADVERTISED,For Profit
MPXX18000100,MPXX18000100,CITY TREASURER,"McElwes and Quinn, LLC",Miscellaneous Order,Bond Printing Services,7/1/2017,6/30/2018,180,1.00,0.00,"McElwes and Quinn, LLC",102,EXEMPT,For Profit
1520342,152034203,CITY TREASURER,Nixon Peabody LLP,Legal Services,Bond Counsel - Airport,8/1/2017,7/31/2018,211,20000.00,0.00,Nixon Peabody LLP,01,ADVERTISED,For Profit
1520261,152026102,CITY TREASURER,"PFM Asset Management, LLC",Investment Advisor-Manager,Investment advisor,1/1/2017,12/31/2017,0,0.00,0.00,"PFM Asset Management, LLC",01,ADVERTISED,For Profit
1420484,142048404,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,PGW FA,1/1/2017,12/31/2017,0,0.00,0.00,Public Financial Management Inc,01,ADVERTISED,For Profit
1520250,152025004,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,Airport FA,8/1/2017,7/31/2018,211,50000.00,0.00,Public Financial Management Inc,01,ADVERTISED,For Profit
1620364,162036402,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,Water FA,1/1/2017,12/31/2017,0,150000.00,125000.00,Public Financial Management Inc,01,ADVERTISED,For Profit
1720216,172021602,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,GO FA,8/1/2017,7/31/2018,211,0.00,0.00,Public Financial Management Inc,01,ADVERTISED,For Profit
1520430,152043002,CITY TREASURER,"PNC Capital Advisors, LLC",Investment Advisor-Manager,Investment Advisor,1/1/2017,12/31/2017,0,0.00,0.00,"PNC Capital Advisors, LLC",01,ADVERTISED,For Profit
1420485,142048503,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,FA PGW,1/1/2017,12/31/2017,0,0.00,0.00,"Phoenix Capital Partners, LLP",01,ADVERTISED,For Profit
1720215,172021501,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,Municipal Advisor - GO,8/1/2017,7/31/2018,211,0.00,0.00,"Phoenix Capital Partners, LLP",01,ADVERTISED,For Profit
1520256,152025602,CITY TREASURER,"RBC Global Asset Management (U.S.), Inc",Investment Advisor-Manager,Investment manager,1/1/2017,12/31/2017,0,0.00,0.00,"RBC Global Asset Management (U.S.), Inc",01,ADVERTISED,For Profit
1520257,152025702,CITY TREASURER,"Ramirez Asset Management, Inc.",Investment Advisor-Manager,Investment Manager,6/29/2017,6/28/2018,178,0.00,0.00,"Ramirez Asset Management, Inc.",01,ADVERTISED,For Profit
1320595,132059504,CITY TREASURER,"SS&C Technologies, Inc.",Computer and Information Svcs,Debt Management Software,6/30/2017,12/31/2017,0,19396.00,14547.00,"SS&C Technologies, Inc.",01,ADVERTISED,For Profit
1520340,152034003,CITY TREASURER,Saul Ewing LLP,Legal Services,Bond Counsel - Airport,8/1/2017,7/31/2018,211,100000.00,3493.10,Saul Ewing LLP,01,ADVERTISED,For Profit
1720651,1720651,CITY TREASURER,Saul Ewing LLP,Legal Services,Backup DC PGW,1/1/2017,12/31/2017,0,0.00,0.00,Saul Ewing LLP,01,ADVERTISED,For Profit
1620228,162022801,CITY TREASURER,Standish Mellon Asset Management Company LLC,Investment Advisor-Manager,Investment advisor,11/1/2016,10/31/2017,0,0.00,0.00,Standish Mellon Asset Management Company LLC,01,ADVERTISED,For Profit
1620228,162022802,CITY TREASURER,Standish Mellon Asset Management Company LLC,Investment Advisor-Manager,Investment Advisor,11/1/2017,10/31/2018,303,0.00,0.00,Standish Mellon Asset Management Company LLC,01,ADVERTISED,For Profit
1720624,1720624,CITY TREASURER,"Swap Financial Group, LLC",General Consultant Services,Swap Advisory Services,1/1/2017,12/31/2017,0,48000.00,24000.00,"Swap Financial Group, LLC",01,ADVERTISED,For Profit
1520258,152025802,CITY TREASURER,The Swarthmore Group,Investment Advisor-Manager,Investment Manager,1/1/2017,12/31/2017,0,0.00,0.00,The Swarthmore Group,01,ADVERTISED,For Profit
1520339,152033903,CITY TREASURER,"Turner Law, P.C.",Legal Services,Bond Counsel - Airport,8/1/2017,7/31/2018,211,20000.00,0.00,"Turner Law, P.C.",01,ADVERTISED,For Profit
1520436,152043602,CITY TREASURER,"Turner Law, P.C.",Legal Services,BC DC GO OTB,12/15/2016,12/14/2017,0,0.00,0.00,"Turner Law, P.C.",01,ADVERTISED,For Profit
1520436,152043603,CITY TREASURER,"Turner Law, P.C.",Legal Services,Bond/Disclosure Counsel,12/15/2017,12/14/2018,347,0.00,0.00,"Turner Law, P.C.",01,ADVERTISED,For Profit
1720656,1720656,CITY TREASURER,"Turner Law, P.C.",Legal Services,BC - PGW and DC - Water,1/1/2017,12/31/2017,0,0.00,0.00,"Turner Law, P.C.",01,ADVERTISED,For Profit
1420533,142053303,CITY TREASURER,US Bank National Association,General Consultant Services,Custody - Commer Bank Svc,6/30/2017,6/29/2018,179,0.00,0.00,US Bank National Association,01,ADVERTISED,For Profit
1520259,152025902,CITY TREASURER,"Wells Capital Management, Inc",Investment Advisor-Manager,Investment manager,1/1/2017,12/31/2017,0,0.00,0.00,"Wells Capital Management, Inc",01,ADVERTISED,For Profit
1620015,162001503,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL TWO,7/1/2017,6/30/2018,180,511000.00,288215.91,"AECOM Technical Services, Inc.",01,ADVERTISED,For Profit
1720006,172000602,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL ONE,7/1/2017,6/30/2018,180,3000000.00,121604.67,"AECOM Technical Services, Inc.",01,ADVERTISED,For Profit
1820177,1820177,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,ENVIRONMENTAL ENGINEERING,10/1/2017,9/30/2018,272,200000.00,0.00,"AECOM Technical Services, Inc.",01,ADVERTISED,For Profit
MPXX18000042,MPXX18000042,COMMERCE,ARW Events,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2017,6/30/2018,180,32000.00,20000.00,ARW Events,102,EXEMPT,For Profit
1520009,152000905,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,RENEWAL THREE,7/1/2017,6/30/2018,180,1800000.00,468616.82,"AVK Consulting, Inc.",01,ADVERTISED,For Profit
1720418,1720418,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,AIRPORT SPACE PLANNING,12/1/2016,11/30/2017,0,100000.00,47882.50,"AVK Consulting, Inc.",01,ADVERTISED,For Profit
1720418,172041801,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,RENEWAL ONE-TIME&FUNDS,12/1/2017,11/30/2018,333,100000.00,0.00,"AVK Consulting, Inc.",01,ADVERTISED,For Profit
1720121,172012101,COMMERCE,African Cultural Alliance of North America,Housing & Economic Development,Amendment 01,5/1/2017,6/30/2018,180,182886.00,7326.00,African Cultural Alliance of North America,01,ADVERTISED,Non Profit
MPXX18000057,MPXX18000057,COMMERCE,"All Fitness Events, LLC",Miscellaneous Order,5K RUN/WALK,7/1/2017,6/30/2018,180,14175.00,14175.00,"All Fitness Events, LLC",102,EXEMPT,For Profit
1720114,172011401,COMMERCE,Allegheny West Foundation,Housing & Economic Development,Amendment 01,5/1/2017,6/30/2018,180,80000.00,21356.81,Allegheny West Foundation,01,ADVERTISED,Non Profit
1820274,1820274,COMMERCE,Altitude Strategies LLC,General Consultant Services,PHL PUBLIC RELATIONS,9/1/2017,8/31/2018,242,100000.00,0.00,Altitude Strategies LLC,01,ADVERTISED,For Profit
MPXX18000091,MPXX18000091,COMMERCE,American Association of Airport Executives,Miscellaneous Order,AAAE Testing,7/14/2017,6/30/2018,180,32000.00,0.00,American Association of Airport Executives,102,EXEMPT,For Profit
1720319,172031902,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,RENEWAL ONE-TERM & FUNDS,10/1/2017,9/30/2018,272,1500000.00,0.00,"Atkins North America, Inc.",01,ADVERTISED,For Profit
1720777,1720777,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,PHL CIVIL ENGINEERING,6/1/2017,5/31/2018,150,1500000.00,233673.05,"Atkins North America, Inc.",01,ADVERTISED,For Profit
1520526,152052602,COMMERCE,"Audio Visual Communications, Inc.",General Consultant Services,RENEWAL TWO,4/1/2017,3/31/2018,89,25000.00,23543.00,"Audio Visual Communications, Inc.",01,ADVERTISED,For Profit
MPXX18000053,MPXX18000053,COMMERCE,"Be Films, LLC d/b/a Five Story Media",Miscellaneous Order,VIDEO PRODUCTION,7/1/2017,6/30/2018,180,32000.00,1500.00,"Be Films, LLC d/b/a Five Story Media",102,EXEMPT,For Profit
1720588,1720588,COMMERCE,"Borski Associates, LLC",General Consultant Services,FEDERAL LOBBYING,12/1/2016,11/30/2017,0,120000.00,50000.00,"Borski Associates, LLC",01,ADVERTISED,For Profit
1720588,172058801,COMMERCE,"Borski Associates, LLC",General Consultant Services,RENEWAL ONE-TIME/FUNDS,12/1/2017,11/30/2018,333,120000.00,0.00,"Borski Associates, LLC",01,ADVERTISED,For Profit
1720541,1720541,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,PHL RFP ON CALL MEP,1/1/2017,12/31/2017,0,1500000.00,783123.52,"Burns Engineering, Inc.",01,ADVERTISED,For Profit
1620016,162001605,COMMERCE,"C&S Engineers, Inc.",Architect and Engineer Svcs,AMEND THREE-ADD SUB,7/1/2016,6/30/2018,180,400000.00,375499.13,"C&S Engineers, Inc.",01,ADVERTISED,For Profit
1620016,162001606,COMMERCE,"C&S Engineers, Inc.",Architect and Engineer Svcs,AMEND FOUR-ADD'L FUNDING,7/1/2017,6/30/2018,180,550000.00,87605.75,"C&S Engineers, Inc.",01,ADVERTISED,For Profit
1520432,152043202,COMMERCE,"CBIZ MHM, LLC",Accounting and Auditing Svcs,RENEWAL TWO,12/1/2016,11/30/2017,0,100000.00,0.00,"CBIZ MHM, LLC",01,ADVERTISED,For Profit
1620156,162015603,COMMERCE,"CDA& I Architecture and Interiors, LTD",Architect and Engineer Svcs,AMENDMENT TWO-ADD'L FUNDS,12/1/2016,11/30/2017,0,547200.00,547200.00,"CDA& I Architecture and Interiors, LTD",01,ADVERTISED,For Profit
1620156,162015604,COMMERCE,"CDA& I Architecture and Interiors, LTD",Architect and Engineer Svcs,RENEWAL TWO-FUNDS/TIME,12/1/2017,11/30/2018,333,1067935.00,15143.63,"CDA& I Architecture and Interiors, LTD",01,ADVERTISED,For Profit
1320426,132042607,COMMERCE,"CLEAN RENTAL SVC., INC.",General Consultant Services,AMENDMENT SEVEN,10/1/2017,3/31/2018,89,220000.00,0.00,"CLEAN RENTAL SVC., INC.",01,ADVERTISED,For Profit
1720014,172001404,COMMERCE,"Campbell-Hill Aviation Group, LLC",General Consultant Services,RENEWAL ONE,7/1/2017,6/30/2018,180,500000.00,229248.30,"Campbell-Hill Aviation Group, LLC",01,ADVERTISED,For Profit
1520512,152051202,COMMERCE,Center City District,General Consultant Services,Reading Viaduct,4/1/2017,3/31/2018,89,0.00,0.00,Center City District,08,EXEMPT,Non Profit
1720623,1720623,COMMERCE,"Chambers, Conlon & Hartwell, LLC",General Consultant Services,FEDERAL LOBBYING,1/1/2017,12/31/2017,0,60000.00,55000.00,"Chambers, Conlon & Hartwell, LLC",01,ADVERTISED,For Profit
MPXX18000006,MPXX18000006,COMMERCE,Committee of Seventy,Miscellaneous Order,THE FRANKLIN CHALLENGE,7/1/2017,6/30/2018,180,32000.00,10544.25,Committee of Seventy,102,EXEMPT,Non Profit
MPXX18000218,MPXX18000218,COMMERCE,Community Design Collaborative,Miscellaneous Order,Storefront Imp Program,7/1/2017,6/30/2018,180,30000.00,0.00,Community Design Collaborative,102,EXEMPT,Non Profit
1820277,1820277,COMMERCE,"Community Marketing Concepts, Inc.",General Consultant Services,PASSENGER SURVEY CONSULT,9/1/2017,8/31/2018,242,35000.00,11575.00,"Community Marketing Concepts, Inc.",01,ADVERTISED,For Profit
1620259,162025902,COMMERCE,Converse Winkler Architecture,Architect and Engineer Svcs,AMEND ONE-ADD'L FUNDS,1/1/2017,12/31/2017,0,800000.00,237215.94,Converse Winkler Architecture,01,ADVERTISED,For Profit
MPXX18000048,MPXX18000048,COMMERCE,"Creative Planning International, Inc d/b/a The Lett Group",Miscellaneous Order,BUSINESS ETIQUETTE,7/1/2017,6/30/2018,180,32000.00,0.00,"Creative Planning International, Inc d/b/a The Lett Group",102,EXEMPT,For Profit
1820112,1820112,COMMERCE,"Cushman & Wakefield of Pa., Inc.",General Consultant Services,REAL ESTATE APPRAISAL,7/1/2017,6/30/2018,180,40000.00,0.00,"Cushman & Wakefield of Pa., Inc.",01,ADVERTISED,For Profit
0320600,032060012,COMMERCE,Daroff Design Inc. + DDI Architects PC,Architect and Engineer Svcs,AMENDMENT 12,12/1/2015,11/30/2017,0,1500000.00,1001806.11,Daroff Design Inc. + DDI Architects PC,,Prior to 2-1-2006,For Profit
0320600,032060013,COMMERCE,Daroff Design Inc. + DDI Architects PC,Architect and Engineer Svcs,AMENDMENT 13-TIME ONLY,12/1/2017,11/30/2018,333,0.00,0.00,Daroff Design Inc. + DDI Architects PC,,Prior to 2-1-2006,For Profit
1620516,162051601,COMMERCE,Delaware River Waterfront Corporation,General Consultant Services,Pier 53 to 68,1/1/2017,12/31/2017,0,0.00,0.00,Delaware River Waterfront Corporation,08,EXEMPT,Non Profit
1720736,172073601,COMMERCE,Delaware River Waterfront Corporation,General Consultant Services,Penns Landing imp,7/1/2017,6/30/2018,180,0.00,0.00,Delaware River Waterfront Corporation,08,EXEMPT,Non Profit
MPXX18000162,MPXX18000162,COMMERCE,Drexel University,Miscellaneous Order,Airport Autism Program,7/1/2017,6/30/2018,180,32000.00,0.00,Drexel University,102,EXEMPT,Non Profit
1820111,1820111,COMMERCE,"E. H. Lynn & Associates, LLC",General Consultant Services,REAL ESTATE APPRAISAL,7/1/2017,6/30/2018,180,30000.00,0.00,"E. H. Lynn & Associates, LLC",01,ADVERTISED,For Profit
1620392,162039201,COMMERCE,"EConsult Solutions, Inc",General Consultant Services,Disparity Study,12/15/2016,12/14/2017,0,75000.00,75000.00,"EConsult Solutions, Inc",01,ADVERTISED,For Profit
1620392,162039202,COMMERCE,"EConsult Solutions, Inc",General Consultant Services,Disparity Study,12/15/2017,12/14/2018,347,75000.00,0.00,"EConsult Solutions, Inc",01,ADVERTISED,For Profit
1620134,162013403,COMMERCE,"ELECTRONIC DATA, INC.",Computer and Information Svcs,AMEND THREE-PYMT SCHEDULE,8/1/2015,6/30/2018,180,5050078.00,3408429.56,"ELECTRONIC DATA, INC.",01,ADVERTISED,For Profit
1820327,1820327,COMMERCE,Elliott Lewis Corp.,Computer and Information Svcs,CISM,10/1/2017,9/30/2018,272,5093710.00,350077.50,Elliott Lewis Corp.,01,ADVERTISED,For Profit
MPXX18000045,MPXX18000045,COMMERCE,Eventive Productions,Miscellaneous Order,Entertainment Services,7/1/2017,6/30/2018,180,32000.00,11905.00,Eventive Productions,102,EXEMPT,For Profit
1720055,172005501,COMMERCE,FINANTA,Housing & Economic Development,BTAP,7/1/2017,6/30/2018,180,125000.00,22669.65,FINANTA,01,ADVERTISED,Non Profit
1720213,172021301,COMMERCE,"Faith Group, LLC",Architect and Engineer Svcs,RENEWAL ONE,7/1/2017,6/30/2018,180,1000000.00,179517.28,"Faith Group, LLC",01,ADVERTISED,For Profit
1120564,112056407,COMMERCE,"First Transit, Inc  (subsidiary of FirstGroup)",General Consultant Services,AMENDMENT FOUR-TIME-FUND,6/1/2017,5/31/2018,150,12157721.00,4696270.33,"First Transit, Inc  (subsidiary of FirstGroup)",01,ADVERTISED,For Profit
MPXX18000011,MPXX18000011,COMMERCE,"Forest Applications Training, Inc.",Miscellaneous Order,Chainsaw & Tree Maint,7/1/2017,6/30/2018,180,10000.00,0.00,"Forest Applications Training, Inc.",102,EXEMPT,For Profit
1720118,172011801,COMMERCE,Frankford Community Development Corporation,Housing & Economic Development,Amendment 01,7/1/2017,6/30/2018,180,142886.00,18938.17,Frankford Community Development Corporation,01,ADVERTISED,Non Profit
1520007,152000704,COMMERCE,"Fuseideas, LLC",Computer and Information Svcs,RENEWAL THREE,7/1/2017,6/30/2018,180,160000.00,49001.45,"Fuseideas, LLC",01,ADVERTISED,For Profit
1520386,152038602,COMMERCE,"GRA,  Inc.",General Consultant Services,RENEWAL TWO,1/1/2017,12/31/2017,0,100000.00,25607.50,"GRA,  Inc.",01,ADVERTISED,For Profit
