original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1620440,1620440,CITY TREASURER,Dilworth Paxson LLP,Legal Services,Legal Services - TRAN,6/1/2016,5/31/2017,150,0.00,0.00,Dilworth Paxson LLP,01,ADVERTISED,For Profit
1520453,152045301,CITY TREASURER,"EConsult Solutions, Inc",General Consultant Services,Authorized Depositories,12/15/2015,12/14/2016,0,"46,340.00","46,340.00","EConsult Solutions, Inc",01,ADVERTISED,For Profit
1520453,152045302,CITY TREASURER,"EConsult Solutions, Inc",General Consultant Services,Authorized Depositories,12/15/2016,12/14/2017,347,"47,615.00",0.00,"EConsult Solutions, Inc",01,ADVERTISED,For Profit
1320646,132064603,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Bond Cousnel PGW,1/1/2016,12/31/2016,0,0.00,0.00,Blank Rome LLP,01,ADVERTISED,For Profit
1520437,152043701,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Bond&Disclosure counsel,12/15/2015,12/14/2016,0,0.00,0.00,"Eckert Seamans Cherin & Mellott, LLC",01,ADVERTISED,For Profit
1620377,1620377,CITY TREASURER,"Estrada Hinojosa & Company, Inc.",General Consultant Services,Water Financial Advisor,1/1/2016,12/31/2016,0,"50,000.00","26,550.02","Estrada Hinojosa & Company, Inc.",01,ADVERTISED,For Profit
1520249,152024902,CITY TREASURER,"Frasca & Associates, LLC",General Consultant Services,Airport FA,8/1/2016,7/31/2017,211,"50,000.00",0.00,"Frasca & Associates, LLC",01,ADVERTISED,For Profit
MPXX17000051,MPXX17000051,CITY TREASURER,"GNP SERVICES, CPA, PA",Miscellaneous Order,Verification Agent,7/1/2016,6/30/2017,180,1.00,0.00,"GNP SERVICES, CPA, PA",102,EXEMPT,For Profit
1320645,132064503,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,Water BC & DC,1/1/2016,12/31/2016,0,"100,000.00","24,750.00","Greenberg Traurig, LLP",01,ADVERTISED,For Profit
1520450,152045001,CITY TREASURER,Hawkins Delafield & Wood LLP,Legal Services,GF Disclosure counsel,12/15/2015,12/14/2016,0,0.00,0.00,Hawkins Delafield & Wood LLP,01,ADVERTISED,For Profit
1520343,152034302,CITY TREASURER,Kutak Rock LLP,Legal Services,Bond Counsel - Airport,8/1/2016,7/31/2017,211,"75,000.00",0.00,Kutak Rock LLP,01,ADVERTISED,For Profit
1320654,132065403,CITY TREASURER,Nixon Peabody LLP,Legal Services,Bond Cousel PGW,1/1/2016,12/31/2016,0,0.00,0.00,Nixon Peabody LLP,01,ADVERTISED,For Profit
1320366,132036604,CITY TREASURER,"PFM Asset Management, LLC",General Consultant Services,Arbitrage Calc Provider,7/1/2016,12/31/2016,0,"35,000.00","29,500.00","PFM Asset Management, LLC",01,ADVERTISED,For Profit
1520261,152026101,CITY TREASURER,"PFM Asset Management, LLC",Investment Advisor-Manager,Investment Mgmt,1/1/2016,12/31/2016,0,0.00,0.00,"PFM Asset Management, LLC",01,ADVERTISED,For Profit
1520430,152043001,CITY TREASURER,"PNC Capital Advisors, LLC",Investment Advisor-Manager,Investment Manager,1/1/2016,12/31/2016,0,0.00,0.00,"PNC Capital Advisors, LLC",01,ADVERTISED,For Profit
1420485,142048502,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,FA PGW,1/1/2016,12/31/2016,0,0.00,0.00,"Phoenix Capital Partners, LLP",01,ADVERTISED,For Profit
1720215,1720215,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,Municipal Advisor GO-OTB,8/1/2016,7/31/2017,211,0.00,0.00,"Phoenix Capital Partners, LLP",01,ADVERTISED,For Profit
1420484,142048402,CITY TREASURER,Public Financial Management Inc,General Consultant Services,PGW FA,1/1/2016,12/31/2016,0,0.00,0.00,Public Financial Management Inc,01,ADVERTISED,For Profit
1520250,152025002,CITY TREASURER,Public Financial Management Inc,General Consultant Services,Airport FA,8/1/2016,7/31/2017,211,"50,000.00",0.00,Public Financial Management Inc,01,ADVERTISED,For Profit
1620364,1620364,CITY TREASURER,Public Financial Management Inc,General Consultant Services,Water Financial Advisor,1/1/2016,12/31/2016,0,"150,000.00","105,772.50",Public Financial Management Inc,01,ADVERTISED,For Profit
1720216,1720216,CITY TREASURER,Public Financial Management Inc,General Consultant Services,Municipal Advisor GO-OTB,8/1/2016,7/31/2017,211,0.00,0.00,Public Financial Management Inc,01,ADVERTISED,For Profit
1520256,152025601,CITY TREASURER,"RBC Global Asset Management (U.S.), Inc",Investment Advisor-Manager,Investment Manager,1/1/2016,12/31/2016,0,0.00,0.00,"RBC Global Asset Management (U.S.), Inc",01,ADVERTISED,For Profit
1520257,152025701,CITY TREASURER,"Ramirez Asset Management, Inc.",Investment Advisor-Manager,Investment manager,6/29/2016,6/28/2017,178,0.00,0.00,"Ramirez Asset Management, Inc.",01,ADVERTISED,For Profit
1320595,132059503,CITY TREASURER,"SS&C Technologies, Inc.",Computer and Information Svcs,Debt Management Software,6/30/2016,6/29/2017,179,"37,662.00","28,246.50","SS&C Technologies, Inc.",01,ADVERTISED,For Profit
1520340,152034002,CITY TREASURER,Saul Ewing LLP,Legal Services,Counsel - Airport,8/1/2016,7/31/2017,211,"100,000.00","17,360.20",Saul Ewing LLP,01,ADVERTISED,For Profit
1620228,1620228,CITY TREASURER,Standish Mellon Asset Management Company LLC,Investment Advisor-Manager,Investment Manager,11/1/2015,10/31/2016,0,0.00,0.00,Standish Mellon Asset Management Company LLC,01,ADVERTISED,For Profit
1320627,132062703,CITY TREASURER,"Swap Financial Group, LLC",General Consultant Services,swap advisor,1/1/2016,12/31/2016,0,"60,000.00","15,000.00","Swap Financial Group, LLC",01,ADVERTISED,For Profit
1520258,152025801,CITY TREASURER,The Swarthmore Group,Investment Advisor-Manager,Investment manager,1/1/2016,12/31/2016,0,0.00,0.00,The Swarthmore Group,01,ADVERTISED,For Profit
1520339,152033902,CITY TREASURER,"Turner Law, P.C.",Legal Services,Counsel - Airport,8/1/2016,7/31/2017,211,"20,000.00",0.00,"Turner Law, P.C.",01,ADVERTISED,For Profit
1520436,152043601,CITY TREASURER,"Turner Law, P.C.",Legal Services,Bond/Disclosure Counsel,12/15/2015,12/14/2016,0,0.00,0.00,"Turner Law, P.C.",01,ADVERTISED,For Profit
1420533,142053302,CITY TREASURER,US Bank National Association,General Consultant Services,Custody - Commer Bank Svc,6/30/2016,6/29/2017,179,0.00,0.00,US Bank National Association,01,ADVERTISED,For Profit
1320655,132065503,CITY TREASURER,"VANGUARD ADVISERS, INC",Investment Advisor-Manager,investemnt advisor - nfs,1/1/2016,12/31/2016,0,0.00,0.00,Vanguard National Trust Company,01,ADVERTISED,For Profit
1520259,152025901,CITY TREASURER,"Wells Capital Management, Inc",Investment Advisor-Manager,Investment manager,1/1/2016,12/31/2016,0,0.00,0.00,"Wells Capital Management, Inc",01,ADVERTISED,For Profit
1420003,142000304,CITY TREASURER,"Wells Fargo Bank, N.A.",General Consultant Services,Payroll Banking,7/1/2016,6/30/2017,180,0.00,0.00,"Wells Fargo Bank, N.A.",01,ADVERTISED,For Profit
1420272,142027203,COMMERCE,"ABS Aviation Consultancy, Inc dba Airport Business Solutions",General Consultant Services,RENEWAL THREE,7/1/2016,6/30/2017,180,0.00,"16,538.95","ABS Aviation Consultancy, Inc dba Airport Business Solutions",01,ADVERTISED,For Profit
1420316,142031604,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL THREE,10/1/2016,9/30/2017,272,"150,000.00","39,133.54","AECOM Technical Services, Inc.",01,ADVERTISED,For Profit
1620015,162001502,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,AMENDMENT ONE-ADD'L FUNDS,7/1/2016,6/30/2017,180,"975,000.00","68,463.91","AECOM Technical Services, Inc.",01,ADVERTISED,For Profit
1720006,1720006,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,PHL ON CALL PM & CM,7/1/2016,6/30/2017,180,"1,500,000.00",0.00,"AECOM Technical Services, Inc.",01,ADVERTISED,For Profit
MPXX17000056,MPXX17000056,COMMERCE,ARW Events,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2016,6/30/2017,180,"32,000.00","28,540.00",ARW Events,102,EXEMPT,For Profit
1320582,132058203,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,RENEWAL THREE,12/1/2015,11/30/2016,0,"100,000.00","53,835.03","AVK Consulting, Inc.",01,ADVERTISED,For Profit
1520009,152000903,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,RENEWAL TWO,7/1/2016,6/30/2017,180,"1,200,000.00","170,166.88","AVK Consulting, Inc.",01,ADVERTISED,For Profit
1720418,1720418,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,AIRPORT SPACE PLANNING,12/1/2016,11/30/2017,333,"100,000.00",0.00,"AVK Consulting, Inc.",01,ADVERTISED,For Profit
MPXX17000254,MPXX17000254,COMMERCE,Airports Council International (ACI),Miscellaneous Order,PASSENGER SURVEY,10/30/2016,6/30/2017,180,"32,000.00",0.00,Airports Council International (ACI),102,EXEMPT,For Profit
MPXX17000220,MPXX17000220,COMMERCE,"All Fitness Events, LLC",Miscellaneous Order,5K-RUNWAY RUN,9/28/2016,6/30/2017,180,"15,000.00","10,475.00","All Fitness Events, LLC",102,EXEMPT,For Profit
1720106,1720106,COMMERCE,Allegheny West Foundation,Housing & Economic Development,Commercial Area Cleaning,7/1/2016,6/30/2017,180,"30,000.00",0.00,Allegheny West Foundation,01,ADVERTISED,Non Profit
1720114,1720114,COMMERCE,Allegheny West Foundation,Housing & Economic Development,Targeted CCRM Program,7/1/2016,6/30/2017,180,"75,000.00",0.00,Allegheny West Foundation,01,ADVERTISED,Non Profit
1620455,1620455,COMMERCE,Arden Bendler Browning,Performing Artists-Public Art,ART COMPETITION PHL RR,4/1/2016,3/31/2017,89,"22,000.00","11,000.00",Arden Bendler Browning,01,ADVERTISED,For Profit
1720319,1720319,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,ON CALL CIVIL ENGINEERING,10/1/2016,9/30/2017,272,"800,000.00",0.00,"Atkins North America, Inc.",01,ADVERTISED,For Profit
1520526,152052601,COMMERCE,"Audio Visual Communications, Inc.",General Consultant Services,RENEWAL ONE-TIME ONLY,4/1/2016,3/31/2017,89,0.00,"25,256.00","Audio Visual Communications, Inc.",01,ADVERTISED,For Profit
MPXX17000100,MPXX17000100,COMMERCE,"Be Films, LLC d/b/a Five Story Media",Miscellaneous Order,VIDEO PRODUCTION-PHOTO,7/12/2016,6/30/2017,180,"15,000.00","1,500.00","Be Films, LLC d/b/a Five Story Media",102,EXEMPT,For Profit
MPXX17000083,MPXX17000083,COMMERCE,"Broad Run Consultants, Ltd",Miscellaneous Order,NFPA 70E HIGH VOLTAGE,7/5/2016,6/30/2017,180,"25,000.00","11,997.00","Broad Run Consultants, Ltd",102,EXEMPT,For Profit
1320625,132062504,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,AMENDMENT ONE-ADD'L FUNDS,1/1/2016,12/31/2016,0,"1,465,934.00","870,778.66","Burns Engineering, Inc.",01,ADVERTISED,For Profit
1420314,142031403,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,RENEWAL THREE,10/1/2016,9/30/2017,272,"250,000.00","30,612.15","Burns Engineering, Inc.",01,ADVERTISED,For Profit
1620016,162001603,COMMERCE,"C&S Engineers, Inc.",Architect and Engineer Svcs,AMENDMENT TWO-ADD'L FUNDS,7/1/2016,6/30/2017,180,"200,000.00","69,389.67","C&S Engineers, Inc.",01,ADVERTISED,For Profit
1520432,152043201,COMMERCE,"CBIZ MHM, LLC",Accounting and Auditing Svcs,RENEWAL ONE,12/1/2015,11/30/2016,0,"100,000.00","9,177.75","CBIZ MHM, LLC",01,ADVERTISED,For Profit
1520432,152043202,COMMERCE,"CBIZ MHM, LLC",Accounting and Auditing Svcs,RENEWAL TWO,12/1/2016,11/30/2017,333,"100,000.00",0.00,"CBIZ MHM, LLC",01,ADVERTISED,For Profit
1620156,162015601,COMMERCE,"CDA& I Architecture and Interiors, LTD",Architect and Engineer Svcs,AMENDMENT ONE-ADD'L FUNDS,12/1/2015,11/30/2016,0,"943,785.00","310,273.42","CDA& I Architecture and Interiors, LTD",01,ADVERTISED,For Profit
1620156,162015602,COMMERCE,"CDA& I Architecture and Interiors, LTD",Architect and Engineer Svcs,RENEWAL ONE-TIME ONLY,12/1/2016,11/30/2017,333,0.00,0.00,"CDA& I Architecture and Interiors, LTD",01,ADVERTISED,For Profit
1320426,132042605,COMMERCE,"CLEAN RENTAL SVC., INC.",General Consultant Services,AMENDMENT - TIME-FUNDING,10/1/2016,3/30/2017,88,"220,000.00",0.00,"CLEAN RENTAL SVC., INC.",01,ADVERTISED,For Profit
1720014,172001401,COMMERCE,"Campbell-Hill Aviation Group, LLC",General Consultant Services,AMENDMENT ONE-ADD'L FUNDS,7/1/2016,6/30/2017,180,"300,000.00","162,089.90","Campbell-Hill Aviation Group, LLC",01,ADVERTISED,For Profit
1520512,152051201,COMMERCE,Center City District,General Consultant Services,Reading Viaduct,4/1/2016,3/31/2017,89,0.00,0.00,Center City District,08,EXEMPT,Non Profit
MPXX17000148,MPXX17000148,COMMERCE,"Centri Business Consulting, LLC",Miscellaneous Order,ACCOUNTING SERVICES,8/19/2016,6/30/2017,180,0.00,0.00,"Centri Business Consulting, LLC",102,EXEMPT,For Profit
MPXX17000194,MPXX17000194,COMMERCE,"Centri Business Consulting, LLC",Miscellaneous Order,ACCOUNTING SERVICES,9/9/2016,6/30/2017,180,"32,000.00","24,232.50","Centri Business Consulting, LLC",102,EXEMPT,For Profit
MPXX17000267,MPXX17000267,COMMERCE,Committee of Seventy,Miscellaneous Order,"""Franklin Challenge""",11/11/2016,6/30/2017,180,"32,000.00",0.00,Committee of Seventy,102,EXEMPT,Non Profit
MPXX17000256,MPXX17000256,COMMERCE,Community Design Collaborative,Miscellaneous Order,Storedront Imrprovement,7/1/2016,6/30/2017,180,"30,000.00",0.00,Community Design Collaborative,102,EXEMPT,Non Profit
1620259,1620259,COMMERCE,Converse Winkler Architecture,Architect and Engineer Svcs,PHL ON CALL ROOFING,1/1/2016,12/31/2016,0,"400,000.00","134,098.06",Converse Winkler Architecture,01,ADVERTISED,For Profit
MPXX17000070,MPXX17000070,COMMERCE,"Cornerstone OnDemand, Inc.",Miscellaneous Order,LMS - CLOUD BASE,7/1/2016,6/30/2017,180,"32,000.00","32,000.00","Cornerstone OnDemand, Inc.",102,EXEMPT,For Profit
MPXX17000059,MPXX17000059,COMMERCE,"Creative Planning International, Inc d/b/a The Lett Group",Miscellaneous Order,INT'L BUS. ETIQUETTE,7/1/2016,6/30/2017,180,"32,000.00",0.00,"Creative Planning International, Inc d/b/a The Lett Group",102,EXEMPT,For Profit
0320600,032060012,COMMERCE,Daroff Design Inc. + DDI Architects PC,Architect and Engineer Svcs,AMENDMENT 12,12/1/2015,11/30/2017,333,"1,500,000.00","640,098.49",Daroff Design Inc. + DDI Architects PC,,Prior to 2-1-2006,For Profit
1620516,1620516,COMMERCE,Delaware River Waterfront Corporation,General Consultant Services,Pier 53 to Pier 68,1/1/2016,12/31/2016,0,"250,000.00",0.00,Delaware River Waterfront Corporation,08,EXEMPT,Non Profit
MPXX17000196,MPXX17000196,COMMERCE,Drexel University,Miscellaneous Order,AIRPORT AUTISM PROGRAM,9/9/2016,6/30/2017,180,"26,000.00",0.00,Drexel University,102,EXEMPT,Non Profit
1620392,1620392,COMMERCE,"EConsult Solutions, Inc",General Consultant Services,Disparity Study,12/15/2015,12/14/2016,0,"75,000.00","75,000.00","EConsult Solutions, Inc",01,ADVERTISED,For Profit
1620134,162013401,COMMERCE,"ELECTRONIC DATA, INC.",Computer and Information Svcs,AMENDMENT ONE,8/1/2015,6/30/2018,545,"4,718,194.00","1,105,709.15","ELECTRONIC DATA, INC.",01,ADVERTISED,For Profit
1320180,132018004,COMMERCE,Elliott Lewis Corp.,General Consultant Services,AMENDMENT ONE-TIME EXT.,7/1/2016,6/30/2017,180,"13,961,076.24","4,343,312.84",Elliott Lewis Corp.,01,ADVERTISED,For Profit
1420317,142031703,COMMERCE,Elliott Lewis Corp.,Computer and Information Svcs,RENEWAL THREE,10/1/2016,9/30/2017,272,"4,677,797.00","1,404,012.81",Elliott Lewis Corp.,01,ADVERTISED,For Profit
MPXX17000253,MPXX17000253,COMMERCE,"Ellison Group, The",Miscellaneous Order,S.T.A.R.S. & L.E.A.D.S.,10/28/2016,6/30/2017,180,"32,000.00","6,600.00","Ellison Group, The",102,EXEMPT,For Profit
MPXX17000057,MPXX17000057,COMMERCE,Eventive Productions,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2016,6/30/2017,180,"32,000.00","28,995.00",Eventive Productions,102,EXEMPT,For Profit
1720055,1720055,COMMERCE,FINANTA,Housing & Economic Development,Business Tech Asst,7/1/2016,6/30/2017,180,"125,000.00","29,347.04",FINANTA,01,ADVERTISED,Non Profit
1720213,1720213,COMMERCE,"Faith Group, LLC",Architect and Engineer Svcs,ON CALL SSS ENGINEERING,7/1/2016,6/30/2017,180,"1,000,000.00",0.00,"Faith Group, LLC",01,ADVERTISED,For Profit
1120564,112056406,COMMERCE,"First Transit, Inc  (subsidiary of FirstGroup)",General Consultant Services,AMENDMENT THREE,6/1/2016,5/31/2017,150,"10,892,249.70","4,586,470.01","First Transit, Inc  (subsidiary of FirstGroup)",01,ADVERTISED,For Profit
MPXX17000039,MPXX17000039,COMMERCE,"Forest Applications Training, Inc.",Miscellaneous Order,CHAINSAW MAINTENANCE,7/1/2016,6/30/2017,180,"20,000.00",0.00,"Forest Applications Training, Inc.",102,EXEMPT,For Profit
1720104,1720104,COMMERCE,Frankford Community Development Corporation,Housing & Economic Development,Commercial Area Cleaning,7/1/2016,6/30/2017,180,"50,000.00","15,280.50",Frankford Community Development Corporation,01,ADVERTISED,Non Profit
1720118,1720118,COMMERCE,Frankford Community Development Corporation,Housing & Economic Development,Targeted CCRM Program,7/1/2016,6/30/2017,180,"135,000.00","40,599.81",Frankford Community Development Corporation,01,ADVERTISED,Non Profit
1620214,162021401,COMMERCE,Fund For Philadelphia Inc,General Consultant Services,Talent Collaborative,7/1/2016,6/30/2017,180,0.00,0.00,Fund For Philadelphia Inc,08,EXEMPT,Non Profit
1520007,152000703,COMMERCE,"Fuseideas, LLC",Computer and Information Svcs,RENEWAL TWO,7/1/2016,6/30/2017,180,"160,000.00","49,682.77","Fuseideas, LLC",01,ADVERTISED,For Profit
1520386,152038601,COMMERCE,"GRA,  Inc.",General Consultant Services,RENEWAL ONE,1/1/2016,12/31/2016,0,"100,000.00","56,588.25","GRA,  Inc.",01,ADVERTISED,For Profit
1420415,142041503,COMMERCE,"Gallini Hemmann, Inc.",General Consultant Services,RENEWAL TWO,1/1/2016,12/31/2016,0,"55,000.00","55,000.00","Gallini Hemmann, Inc.",01,ADVERTISED,For Profit
1420365,142036502,COMMERCE,Gilbane Building Company,Architect and Engineer Svcs,RENEWAL ONE,1/1/2016,12/31/2016,0,"1,148,685.00","632,103.46",Gilbane Building Company,01,ADVERTISED,For Profit
1220573,122057306,COMMERCE,Global Program Partners,General Consultant Services,RENEWAL ONE - AMENDMENT 6,5/25/2016,5/24/2020,1239,0.00,"649,115.01",Global Program Partners,01,ADVERTISED,For Profit
MPXX17000088,MPXX17000088,COMMERCE,"Grapevine Visual Concepts, Inc.",Miscellaneous Order,EVENT-TRADE SHOW PLANNING,7/6/2016,6/30/2017,180,"20,000.00","6,715.00","Grapevine Visual Concepts, Inc.",102,EXEMPT,For Profit
1320624,132062403,COMMERCE,"HNTB Pennsylvania, Inc.",Architect and Engineer Svcs,RENEWAL THREE,1/1/2016,12/31/2016,0,0.00,"122,552.18","HNTB Pennsylvania, Inc.",01,ADVERTISED,For Profit
1720007,1720007,COMMERCE,"HNTB Pennsylvania, Inc.",Architect and Engineer Svcs,PHL ON CALL PM & CM,7/1/2016,6/30/2017,180,"2,000,000.00","333,396.26","HNTB Pennsylvania, Inc.",01,ADVERTISED,For Profit
