original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1720655,172065502,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,Disclosure Counsel Water,1/1/2019,12/31/2019,0,"100,000.00",0.00,"Greenberg Traurig, LLP",01,ADVERTISED,For Profit
1920401,1920401,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,DC - Airport,1/1/2019,12/31/2019,0,"60,000.00",0.00,"Greenberg Traurig, LLP",01,ADVERTISED,For Profit
2020292,2020292,CITY TREASURER,"HR&A Advisors, Inc",General Consultant Services,Public Bank Study,9/6/2019,6/30/2020,181,"75,000.00",0.00,"HR&A Advisors, Inc",01,ADVERTISED,For Profit
1920412,1920412,CITY TREASURER,"Hardwick Law Firm, LLC",Legal Services,BC/DC - GO & Airport,1/1/2019,12/31/2019,0,"20,000.00",0.00,"Hardwick Law Firm, LLC",01,ADVERTISED,Non Profit
1620520,162052003,CITY TREASURER,Hawkins Delafield & Wood LLP,General Consultant Services,Arbitrage Services,6/15/2019,6/14/2020,165,"81,000.00","29,250.00",Hawkins Delafield & Wood LLP,01,ADVERTISED,For Profit
1920422,1920422,CITY TREASURER,Hawkins Delafield & Wood LLP,Legal Services,Disclosure Counsel - GO,1/1/2019,12/31/2019,0,0.00,0.00,Hawkins Delafield & Wood LLP,01,ADVERTISED,For Profit
1920402,1920402,CITY TREASURER,Kutak Rock LLP,Legal Services,Bond Counsel - Airport,1/1/2019,12/31/2019,0,"20,000.00",0.00,Kutak Rock LLP,01,ADVERTISED,For Profit
MPXX20000076,MPXX20000076,CITY TREASURER,"McElwes and Quinn, LLC",Miscellaneous Order,Bond Printing Services,7/1/2019,6/30/2020,181,1.00,0.00,"McElwes and Quinn, LLC",102,EXEMPT,For Profit
1620364,162036404,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,Water FA,1/1/2019,12/31/2019,0,"150,000.00","50,000.00",Public Financial Management Inc,01,ADVERTISED,For Profit
1720216,172021604,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,GO FA,8/1/2019,7/31/2020,212,0.00,0.00,Public Financial Management Inc,01,ADVERTISED,For Profit
1920227,192022701,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,PGW FA,9/15/2019,9/14/2020,257,0.00,0.00,PFM Financial Advisors LLC,01,ADVERTISED,For Profit
1920371,192037101,CITY TREASURER,"PNC Capital Advisors, LLC",Investment Advisor-Manager,Investment Manager,10/1/2019,9/30/2020,273,0.00,0.00,"PNC Capital Advisors, LLC",01,ADVERTISED,For Profit
1720215,172021503,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,GO FA,8/1/2019,7/31/2020,212,0.00,0.00,"Phoenix Capital Partners, LLP",01,ADVERTISED,For Profit
1920226,192022601,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,Airport & PGW FA,9/15/2019,9/14/2020,257,"50,000.00",0.00,"Phoenix Capital Partners, LLP",01,ADVERTISED,For Profit
1820372,182037201,CITY TREASURER,"SS&C Technologies, Inc.",Computer and Information Svcs,Debt Mgmt Software Srvc,1/1/2019,12/31/2019,0,"45,000.00","33,750.00","SS&C Technologies, Inc.",01,ADVERTISED,For Profit
1720651,172065102,CITY TREASURER,Saul Ewing LLP,Legal Services,DC PGW (backup),1/1/2019,12/31/2019,0,0.00,0.00,Saul Ewing LLP,01,ADVERTISED,For Profit
1920399,1920399,CITY TREASURER,Saul Ewing LLP,Legal Services,Bond Counsel - Airport,1/1/2019,12/31/2019,0,"100,000.00","8,984.60",Saul Ewing LLP,01,ADVERTISED,For Profit
1920268,192026801,CITY TREASURER,Smith Graham,Investment Advisor-Manager,Investment Manager,10/1/2019,9/30/2020,273,0.00,0.00,Smith Graham,01,ADVERTISED,For Profit
1920405,1920405,CITY TREASURER,Squire Patton Boggs (US) LLP,Legal Services,Bond Counsel - Airport,1/1/2019,12/31/2019,0,"10,000.00",0.00,Squire Patton Boggs (US) LLP,01,ADVERTISED,For Profit
1920269,192026901,CITY TREASURER,Sterling Capital Mangement LLC,Investment Advisor-Manager,Investment Manager,10/1/2019,9/30/2020,273,0.00,0.00,Sterling Capital Mangement LLC,01,ADVERTISED,For Profit
1720624,172062402,CITY TREASURER,"Swap Financial Group, LLC",General Consultant Services,Swap Advisory Services,1/1/2019,12/31/2019,0,"48,000.00","24,000.00","Swap Financial Group, LLC",01,ADVERTISED,For Profit
1720656,172065603,CITY TREASURER,"Turner Law, P.C.",Legal Services,BC PGW and DC Water,1/1/2019,12/31/2019,0,"10,000.00",0.00,"Turner Law, P.C.",01,ADVERTISED,For Profit
1920425,1920425,CITY TREASURER,"Turner Law, P.C.",Legal Services,Disclosure Counsel - GO,1/1/2019,12/31/2019,0,0.00,0.00,"Turner Law, P.C.",01,ADVERTISED,For Profit
1420440,142044006,CITY TREASURER,"Wirecard North America, Inc.",General Consultant Services,Paycard Services,6/1/2019,5/31/2020,151,0.00,0.00,Citibank N.A.,01,ADVERTISED,For Profit
1820332,182033201,COMMERCE,3890 North 10th Street Inc.,Housing and Economic Dev,Time Amendment,1/1/2019,12/31/2019,0,0.00,0.00,3890 North 10th Street Inc.,01,ADVERTISED,Non Profit
1920295,192029502,COMMERCE,ADK Consulting Inc. dba ADK Executive Search,General Consultant Services,RENEWAL ONE-TIME ONLY,10/1/2019,9/30/2020,273,0.00,0.00,ADK Consulting Inc. dba ADK Executive Search,01,ADVERTISED,For Profit
1720006,172000605,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL THREE,7/1/2019,6/30/2020,181,"2,900,000.00","1,398,841.69","AECOM Technical Services, Inc.",01,ADVERTISED,For Profit
1820177,182017704,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL TWO-FY20,10/1/2019,9/30/2020,273,"350,000.00",0.00,"AECOM Technical Services, Inc.",01,ADVERTISED,For Profit
MPXX20000071,MPXX20000071,COMMERCE,ARW Events,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2019,6/30/2020,181,"34,000.00","24,990.00",ARW Events,102,EXEMPT,For Profit
1720418,172041802,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,RENEWAL TWO,12/1/2018,11/30/2019,0,"100,000.00","4,875.00","AVK Consulting, Inc.",01,ADVERTISED,For Profit
1720418,172041803,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,RENEWAL THREE,12/1/2019,11/30/2020,334,"150,000.00",0.00,"AVK Consulting, Inc.",01,ADVERTISED,For Profit
1920081,192008104,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,AMEND THREE-ADD SUB-FUNDS,7/1/2019,6/30/2020,181,"1,750,000.00","600,910.71","AVK Consulting, Inc.",01,ADVERTISED,For Profit
2020116,2020116,COMMERCE,African Cultural Alliance of North America,Housing and Economic Dev,TCMP,7/1/2019,6/30/2020,181,"175,000.00","52,777.77",African Cultural Alliance of North America,01,ADVERTISED,Non Profit
2020156,2020156,COMMERCE,African Cultural Alliance of North America,General Consultant Services,Corridor Cleaning Program,7/1/2019,6/30/2020,181,"170,754.00","47,995.97",African Cultural Alliance of North America,01,ADVERTISED,Non Profit
1920204,192020401,COMMERCE,"Airport Design Consultants, Inc.",Architect and Engineer Svcs,RENEWAL ONE,7/1/2019,6/30/2020,181,"1,250,000.00","318,089.70","Airport Design Consultants, Inc.",01,ADVERTISED,For Profit
MPXX20000105,MPXX20000105,COMMERCE,"All Fitness Events, LLC",Miscellaneous Order,PHL RUNWAY 5K RUN-WALK,7/1/2019,6/30/2020,181,"15,675.00","14,567.68","All Fitness Events, LLC",102,EXEMPT,For Profit
2020206,2020206,COMMERCE,Allegheny West Foundation,General Consultant Services,Corridor Cleaning Program,7/1/2019,6/30/2020,181,"55,000.00","12,894.08",Allegheny West Foundation,01,ADVERTISED,Non Profit
1820274,182027402,COMMERCE,Altitude Strategies LLC,General Consultant Services,RENEWAL TWO - FY20,9/1/2019,8/31/2020,243,"100,000.00","24,500.00",Altitude Strategies LLC,01,ADVERTISED,For Profit
1920217,192021701,COMMERCE,"Arora Engineers, Inc",Architect and Engineer Svcs,RENEWAL ONE-FY20,8/1/2019,7/31/2020,212,"1,000,000.00","374,999.66","Arora Engineers, Inc",01,ADVERTISED,For Profit
1720319,172031905,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,RENEWAL THREE-FY20,10/1/2019,9/30/2020,273,"500,000.00",0.00,"Atkins North America, Inc.",01,ADVERTISED,For Profit
1720777,172077704,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,RENEWAL TWO-FY20,6/1/2019,5/31/2020,151,"1,900,000.00","427,413.24","Atkins North America, Inc.",01,ADVERTISED,For Profit
2020300,2020300,COMMERCE,"Avenue of the Arts, Inc.",General Consultant Services,Avenue Arts,7/1/2019,6/30/2020,181,"120,000.00","60,000.00","Avenue of the Arts, Inc.",08,EXEMPT,Non Profit
1720588,172058802,COMMERCE,"Borski Associates, LLC",General Consultant Services,RENEWAL TWO,12/1/2018,11/30/2019,0,"120,000.00","40,000.00","Borski Associates, LLC",01,ADVERTISED,For Profit
1720588,172058803,COMMERCE,"Borski Associates, LLC",General Consultant Services,RENEWAL THREE,12/1/2019,11/30/2020,334,"120,000.00",0.00,"Borski Associates, LLC",01,ADVERTISED,For Profit
1720541,172054102,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,RENEWAL TWO,1/1/2019,12/31/2019,0,"1,500,000.00","781,453.77","Burns Engineering, Inc.",01,ADVERTISED,For Profit
1920219,192021901,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,RENEWAL ONE-FY20,8/1/2019,7/31/2020,212,"750,000.00","61,386.39","Burns Engineering, Inc.",01,ADVERTISED,For Profit
1920602,1920602,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,FIELD LIGHTING VAULT,5/1/2019,4/30/2020,120,"1,000,000.00",0.00,"Burns Engineering, Inc.",01,ADVERTISED,For Profit
MPXX20000150,MPXX20000150,COMMERCE,Butterfly Consulting LLC,Miscellaneous Order,GUEST EXPERIENCE CONSULT,8/1/2019,6/30/2020,181,"34,000.00","14,700.00",Butterfly Consulting LLC,102,EXEMPT,For Profit
1920229,1920229,COMMERCE,"C&S Engineers, Inc.",General Consultant Services,SUSTAINABILITY,11/1/2018,10/31/2019,0,"100,000.00","80,104.76","C&S Engineers, Inc.",01,ADVERTISED,For Profit
1920229,192022901,COMMERCE,"C&S Engineers, Inc.",General Consultant Services,RENEWAL ONE,11/1/2019,10/31/2020,304,"195,000.00",0.00,"C&S Engineers, Inc.",01,ADVERTISED,For Profit
2020027,202002701,COMMERCE,"C&S Engineers, Inc.",Architect and Engineer Svcs,AMEND ONE-ADD SUB & FUNDS,7/1/2019,6/30/2020,181,"1,600,000.00","377,298.51","C&S Engineers, Inc.",01,ADVERTISED,For Profit
1920144,192014402,COMMERCE,"CBIZ MHM, LLC",Accounting and Auditing Svcs,RENEWAL ONE,7/1/2019,6/30/2020,181,"220,000.00","62,641.25","CBIZ MHM, LLC",01,ADVERTISED,For Profit
1620156,162015606,COMMERCE,"CDA& I Architecture and Interiors, LTD",Architect and Engineer Svcs,AMEND THREE-ADD'L FUNDS,12/1/2018,11/30/2019,0,"1,437,695.00","1,300,725.75","CDA& I Architecture and Interiors, LTD",01,ADVERTISED,For Profit
2020275,2020275,COMMERCE,"Called To Serve CDC, Inc.",General Consultant Services,Corridor Cleaning Program,7/1/2019,6/30/2020,181,"98,000.00","46,419.25","Called To Serve CDC, Inc.",01,ADVERTISED,Non Profit
2020303,2020303,COMMERCE,"Called To Serve CDC, Inc.",General Consultant Services,CDC  ED Support Grant,7/1/2019,6/30/2020,181,"75,000.00",0.00,"Called To Serve CDC, Inc.",01,ADVERTISED,Non Profit
1720014,172001408,COMMERCE,"Campbell-Hill Aviation Group, LLC",General Consultant Services,RENEWAL THREE FY20,7/1/2019,6/30/2020,181,"600,000.00","182,574.98","Campbell-Hill Aviation Group, LLC",01,ADVERTISED,For Profit
1920493,192049301,COMMERCE,"Career Concepts, Inc. dba CCI Consulting",General Consultant Services,AMEND ONE-ADD SUB,4/1/2019,3/31/2020,90,"100,000.00","69,164.79","Career Concepts, Inc. dba CCI Consulting",01,ADVERTISED,For Profit
MPXX20000106,MPXX20000106,COMMERCE,Community Design Collaborative,Miscellaneous Order,Storefront Program Asst,7/1/2019,6/30/2020,181,"34,000.00",0.00,Community Design Collaborative,102,EXEMPT,Non Profit
1820277,182027702,COMMERCE,"Community Marketing Concepts, Inc.",General Consultant Services,RENEWAL TWO,9/1/2019,8/31/2020,243,"35,000.00","3,975.00","Community Marketing Concepts, Inc.",01,ADVERTISED,For Profit
1620259,162025904,COMMERCE,Converse Winkler Architecture,Architect and Engineer Svcs,RENEWAL THREE,1/1/2019,12/31/2019,0,"600,000.00","387,488.08",Converse Winkler Architecture,01,ADVERTISED,For Profit
2020302,2020302,COMMERCE,CultureTrust Greater Philadelphia,Housing and Economic Dev,TCMP,7/1/2019,6/30/2020,181,"150,000.00","37,876.46",CultureTrust Greater Philadelphia,06,EXEMPT,Non Profit
1820112,182011202,COMMERCE,"Cushman & Wakefield of Pa., LLC d/b/a Cushman & Wakefield, I",General Consultant Services,RENEWAL TWO-FY20,7/1/2019,6/30/2020,181,"40,000.00",0.00,"Cushman & Wakefield of Pa., LLC d/b/a Cushman & Wakefield, I",01,ADVERTISED,For Profit
1620516,162051603,COMMERCE,Delaware River Waterfront Corporation,General Consultant Services,Pier 53 to 68,1/1/2019,12/31/2019,0,0.00,0.00,Delaware River Waterfront Corporation,08,EXEMPT,Non Profit
1820111,182011103,COMMERCE,"E. H. Lynn & Associates, LLC",General Consultant Services,RENEWAL TWO-FY20,7/1/2019,6/30/2020,181,"30,000.00",0.00,"E. H. Lynn & Associates, LLC",01,ADVERTISED,For Profit
1620392,162039203,COMMERCE,"EConsult Solutions, Inc",General Consultant Services,Disparity Study,12/15/2018,12/14/2019,0,"100,000.00","100,000.00","EConsult Solutions, Inc",01,ADVERTISED,For Profit
1920413,192041301,COMMERCE,"EConsult Solutions, Inc",General Consultant Services,AMEND ONE- ADD SUB&FUNDS,1/1/2019,12/31/2019,0,"120,000.00","73,853.75","EConsult Solutions, Inc",01,ADVERTISED,For Profit
1620134,162013406,COMMERCE,"ELECTRONIC DATA, INC.",Computer and Information Svcs,RENEWAL TWO-FY20,7/1/2019,6/30/2020,181,"200,000.00","192,133.59","ELECTRONIC DATA, INC.",01,ADVERTISED,For Profit
1820327,182032704,COMMERCE,Elliott Lewis Corp.,Computer and Information Svcs,RENEWAL TWO,10/1/2019,9/30/2020,273,"9,212,638.00",0.00,Elliott Lewis Corp.,01,ADVERTISED,For Profit
MPXX20000072,MPXX20000072,COMMERCE,Eventive Productions,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2019,6/30/2020,181,"34,000.00","19,925.00",Eventive Productions,102,EXEMPT,For Profit
2020209,2020209,COMMERCE,Fairmount Community Development Corporation,General Consultant Services,Corridor Cleaning Program,7/1/2019,6/30/2020,181,"44,000.00","6,733.29",Fairmount Community Development Corporation,01,ADVERTISED,Non Profit
1720213,172021303,COMMERCE,"Faith Group, LLC",Architect and Engineer Svcs,RENEWAL THREE-FY20,7/1/2019,6/30/2020,181,"1,000,000.00","266,090.28","Faith Group, LLC",01,ADVERTISED,For Profit
1820432,182043201,COMMERCE,"Faith Group, LLC",Computer and Information Svcs,RENEWAL ONE,2/1/2019,1/31/2020,30,"500,000.00","127,959.19","Faith Group, LLC",01,ADVERTISED,For Profit
1820408,182040802,COMMERCE,"First Transit, Inc  (subsidiary of FirstGroup)",General Consultant Services,AMEND TWO-COST STRUCTURE,6/1/2018,5/31/2022,881,"52,500,000.00","20,138,021.09","First Transit, Inc  (subsidiary of FirstGroup)",01,ADVERTISED,For Profit
2020119,2020119,COMMERCE,Frankford Community Development Corporation,Housing and Economic Dev,TCMP,7/1/2019,6/30/2020,181,"150,000.00","30,188.56",Frankford Community Development Corporation,01,ADVERTISED,Non Profit
2020210,2020210,COMMERCE,Frankford Community Development Corporation,General Consultant Services,Corridor Cleaning Program,7/1/2019,6/30/2020,181,"124,000.00","35,660.86",Frankford Community Development Corporation,01,ADVERTISED,Non Profit
1920372,1920372,COMMERCE,"GRA,  Inc.",General Consultant Services,AIR SERVICE DEVELOPMENT,1/1/2019,12/31/2019,0,"250,000.00","78,524.40","GRA,  Inc.",01,ADVERTISED,For Profit
2020120,2020120,COMMERCE,Germantown United Community Development Corporation,Housing and Economic Dev,TCMP,7/1/2019,6/30/2020,181,"150,000.00","46,413.76",Germantown United Community Development Corporation,01,ADVERTISED,Non Profit
1220573,122057308,COMMERCE,Global Program Partners,General Consultant Services,AMEND EIGHT-FY20,5/25/2016,5/24/2020,144,"16,900,000.00","20,660,314.49",Global Program Partners,01,ADVERTISED,For Profit
1820085,182008503,COMMERCE,"Global Resource Management, Inc.",General Consultant Services,RENEWAL TWO-FY20,7/1/2019,6/30/2020,181,"75,000.00","18,541.50","Global Resource Management, Inc.",01,ADVERTISED,For Profit
1920203,192020301,COMMERCE,HDR Engineering Inc.,Architect and Engineer Svcs,RENEWAL ONE,7/1/2019,6/30/2020,181,"1,500,000.00","316,701.18",HDR Engineering Inc.,01,ADVERTISED,For Profit
1720007,172000703,COMMERCE,"HNTB Pennsylvania, Inc.",Architect and Engineer Svcs,RENEWAL THREE,7/1/2019,6/30/2020,181,"1,250,000.00","409,281.32","HNTB Pennsylvania, Inc.",01,ADVERTISED,For Profit
1720542,172054202,COMMERCE,"HNTB Pennsylvania, Inc.",Architect and Engineer Svcs,RENEWAL TWO,1/1/2019,12/31/2019,0,"600,000.00","549,963.58","HNTB Pennsylvania, Inc.",01,ADVERTISED,For Profit
