original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
320600,32060011,COMMERCE,Daroff Design Inc. + DDI Architects PC,Architect and Engineer Svcs,AMENDMENT 11-TIME ONLY,12/1/2014,11/30/2015,153,0,0,Daroff Design Inc. + DDI Architects PC,,Prior to 2-1-2006,For Profit
1320624,132062402,COMMERCE,"HNTB Pennsylvania, Inc.",Architect and Engineer Svcs,RENEWAL TWO-TIME ONLY,1/1/2015,12/31/2015,184,0,"17,066.45","HNTB Pennsylvania, Inc.",1,ADVERTISED,For Profit
MPXX15000212,MPXX15000212,COMMERCE,Korean Community Development Services Center,Miscellaneous Order,Sustainability plan,7/23/2014,6/30/2015,0,0,0,Korean Community Development Services Center,102,EXEMPT,Non Profit
MPXX15000308,MPXX15000308,COMMERCE,Korean Community Development Services Center,Miscellaneous Order,Sustainability Plan,2/10/2015,6/30/2015,0,0,0,Korean Community Development Services Center,102,EXEMPT,Non Profit
1320218,132021802,COMMERCE,Nicetown CDC,Housing & Economic Development,Time amendment,10/1/2014,9/30/2015,92,0,0,Nicetown CDC,1,ADVERTISED,Non Profit
1220582,122058203,COMMERCE,Ogontz Avenue Revitalization Corporation,General Consultant Services,Time amendment,2/1/2015,1/31/2016,215,0,0,Ogontz Avenue Revitalization Corporation,1,ADVERTISED,Non Profit
1320629,132062902,COMMERCE,Ogontz Avenue Revitalization Corporation,General Consultant Services,Time Amendment,2/1/2015,1/31/2016,215,0,0,Ogontz Avenue Revitalization Corporation,1,ADVERTISED,Non Profit
1320686,132068602,COMMERCE,Ogontz Avenue Revitalization Corporation,General Consultant Services,Time amendment,2/1/2015,1/31/2016,215,0,0,Ogontz Avenue Revitalization Corporation,1,ADVERTISED,Non Profit
1420447,142044701,COMMERCE,PIDC-Local Development Corporation,General Consultant Services,Energy Works,11/2/2014,11/1/2015,124,0,"111,541.28",Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit
1220514,122051403,COMMERCE,Philadelphia Industrial Development Corporation,Housing & Economic Development,HUD 108 Loan Pool 8,12/1/2014,11/30/2015,153,0,0,Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit
1220627,122062702,COMMERCE,Philadelphia Industrial Development Corporation,Housing & Economic Development,HUD 108 Loan Pool 9,5/1/2014,4/30/2015,0,0,0,Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit
1320607,132060702,COMMERCE,Philadelphia Industrial Development Corporation,General Consultant Services,Food Distribution Center,11/1/2014,10/31/2015,123,0,0,Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit
1520045,1520045,COMMERCE,Philadelphia Industrial Development Corporation,General Consultant Services,Micro-loan Fund,7/1/2014,6/30/2015,0,0,0,Philadelphia Industrial Development Corporation,8,EXEMPT,Non Profit
1120426,112042604,COMMERCE,Schuylkill River Development Corporation,General Consultant Services,Schuylkill River Trail,1/19/2015,1/18/2016,202,0,0,Schuylkill River Development Corporation,1,ADVERTISED,Non Profit
1120423,112042304,COMMERCE,URS Corporation,Architect and Engineer Svcs,AMENDMENT ONE-TIME ONLY,1/1/2015,12/31/2015,184,0,0,URS Corporation,1,ADVERTISED,For Profit
320500,32050012,COMMERCE,Vanasse Hangen Brustlin (VHB),General Consultant Services,AMENDMENT 12,7/1/2014,6/30/2015,0,0,0,Vanasse Hangen Brustlin (VHB),,Prior to 2-1-2006,For Profit
1420361,142036101,COMMERCE,Welcoming Center for New Pennsylvanians,General Consultant Services,52nd Street Vendors,10/1/2014,6/30/2015,0,0,0,Welcoming Center for New Pennsylvanians,1,ADVERTISED,Non Profit
1420351,142035101,DIVISION OF TECHNOLOGY,Official Payments Corp.,Computer and Information Svcs,ePay Processing System,12/1/2014,11/30/2015,153,0,0,Official Payments Corp.,1,ADVERTISED,For Profit
1420261,142026101,DIVISION OF TECHNOLOGY,Priority Dispatch Corp,Computer and Information Svcs,EMS/911 Call Priorities,8/12/2014,8/11/2015,42,0,0,Priority Dispatch Corp,1,ADVERTISED,For Profit
1120442,112044204,DIVISION OF TECHNOLOGY,Prophecy Americas Inc,Computer and Information Svcs,Basis2 Software Consultin,1/25/2015,4/24/2015,0,0,0,Prophecy Americas Inc,1,ADVERTISED,For Profit
1420087,142008701,DIVISION OF TECHNOLOGY,UNITARY,Computer and Information Svcs,Plan & Solution Architect,11/1/2014,10/31/2015,123,0,"81,919.37",UNITARY,1,ADVERTISED,unknown
1420275,142027501,FINANCE,"Aon Risk Services Central, Inc.",General Consultant Services,Insurance Brokerage Srvs,8/26/2014,8/25/2015,56,0,0,"Aon Risk Services Central, Inc.",1,ADVERTISED,For Profit
1220580,122058002,FINANCE,"FTI Consulting, Inc",General Consultant Services,Consultant,6/6/2014,6/5/2015,0,0,"613,776.00","FTI Consulting, Inc",1,ADVERTISED,For Profit
1320354,132035402,FINANCE,Factory Mutual Insurance Company,General Consultant Services,Blanket Propery Insurance,8/1/2014,7/31/2015,31,0,0,Factory Mutual Insurance Company,1,ADVERTISED,For Profit
MPXX15000116,MPXX15000116,FINANCE,"Gallagher Benefit Services, Inc.",Miscellaneous Order,Insurance Brokerage Srvs,7/15/2014,6/30/2015,0,0,0,"Gallagher Benefit Services, Inc.",102,EXEMPT,For Profit
1420412,142041201,FINANCE,Kauffman Accounting Services,General Consultant Services,Business Subject Matter,1/1/2015,12/31/2015,184,0,0,Kauffman Accounting Services,1,ADVERTISED,For Profit
1420413,142041301,FINANCE,Kevin O'Hagan,General Consultant Services,Business Subject Matter,1/1/2015,12/31/2015,184,0,0,Kevin O'Hagan,1,ADVERTISED,For Profit
820428,820428,FINANCE,RBC Capital Markets,Investment Advisor-Manager,Remarketing Agent,12/7/2007,8/1/2031,5876,0,0,RBC Capital Markets,1,ADVERTISED,For Profit
1220380,122038005,FIRE,"Intermedix Holdings, Inc. d/b/a Intermedix",General Consultant Services,Billing To and Collection,2/1/2015,1/31/2016,215,0,0,"Intermedix Holdings, Inc. d/b/a Intermedix",1,ADVERTISED,For Profit
1320524,132052402,FIRE,"Occupational Health Centers of the Southwest, PA",General Consultant Services,Medical Evaluation,7/1/2014,6/30/2015,0,0,0,"Occupational Health Centers of the Southwest, PA",1,ADVERTISED,Non Profit
1420364,142036401,HEALTH,UNITARY,Health Department,CDC SAMHSA Unitary,9/30/2014,9/29/2015,91,0,0,UNITARY,9,EXEMPT,unknown
1120001,112000101,HEALTH,eClinicalWorks LLC,Computer and Information Svcs,EMR Implementation Vendor,3/28/2015,3/27/2016,271,0,"47,421.84",eClinicalWorks LLC,1,ADVERTISED,For Profit
1320606,132060602,LAW,"A-1 Appraisers, LLC",General Consultant Services,Appraiser,1/15/2015,1/14/2016,198,0,0,"A-1 Appraisers, LLC",6,EXEMPT,For Profit
920948,92094808,LAW,Anderson & Kreiger LLP,Legal Services,Legal Rep.,6/2/2014,6/1/2015,0,0,0,Anderson & Kreiger LLP,6,EXEMPT,For Profit
1420391,142039101,LAW,Archer & Greiner,Legal Services,Pension Legal Services,2/1/2015,1/31/2016,215,0,0,Archer & Greiner,1,ADVERTISED,For Profit
1320726,132072601,LAW,"Bowman & Partners, LLP",Legal Services,General Litigation,5/1/2014,4/30/2015,0,0,0,"Bowman & Partners, LLP",1,ADVERTISED,For Profit
1220397,122039703,LAW,Christie Pabarue and Young,Legal Services,Civil Rights,1/12/2015,1/11/2016,195,0,0,Christie Pabarue and Young,1,ADVERTISED,For Profit
1420392,142039201,LAW,Dilworth Paxson LLP,Legal Services,Pension Legal Services,2/1/2015,1/31/2016,215,0,"5,750.00",Dilworth Paxson LLP,1,ADVERTISED,For Profit
1320523,132052303,LAW,Duane Morris LLP,Legal Services,Legal Advisors- PGW,9/1/2014,8/31/2015,62,0,0,Duane Morris LLP,1,ADVERTISED,For Profit
1320798,132079801,LAW,"High Swartz, LLP",Legal Services,Counsel for Airport Real,6/1/2014,5/31/2015,0,0,"26,783.82","High Swartz, LLP",1,ADVERTISED,For Profit
1320798,132079802,LAW,"High Swartz, LLP",Legal Services,Counsel for Airport Real,6/1/2015,5/31/2016,336,0,0,"High Swartz, LLP",1,ADVERTISED,For Profit
1420450,142045001,LAW,Margolis Edelstein,Legal Services,Legal Representation,10/1/2014,9/30/2015,92,0,"4,087.98",Margolis Edelstein,6,EXEMPT,For Profit
MPXX15000115,MPXX15000115,LAW,McNees Wallace & Nurick LLC,Miscellaneous Order,Scope,7/1/2014,6/30/2015,0,0,0,McNees Wallace & Nurick LLC,102,EXEMPT,For Profit
1220353,122035304,LAW,PJL Realty Advisors Inc.,General Consultant Services,Appraiser,11/1/2014,10/31/2015,123,0,0,PJL Realty Advisors Inc.,6,EXEMPT,For Profit
1320588,132058802,LAW,Pepper Hamilton LLP,Legal Services,Condemnation of property,11/19/2014,11/18/2015,141,0,0,Pepper Hamilton LLP,7,EXEMPT,For Profit
1320735,132073501,LAW,"Pietragallo Gordon Alfano Bosick & Raspanti, LLP",Legal Services,General Litigation,4/17/2014,4/16/2015,0,0,0,"Pietragallo Gordon Alfano Bosick & Raspanti, LLP",1,ADVERTISED,For Profit
920675,92067507,LAW,"Schnader, Harrison, Segal, Lewis, LLP",Legal Services,Parcel C Proceedings,7/29/2014,7/28/2015,28,0,"4,979.88","Schnader, Harrison, Segal, Lewis, LLP",6,EXEMPT,For Profit
1420406,142040601,LAW,it's DONE! Courier,General Consultant Services,Subpoena & Services of Pr,3/1/2015,2/28/2016,243,0,0,it's DONE! Courier,1,ADVERTISED,For Profit
1220322,122032203,MANAGING DIRECTOR,International City/County Management Association,General Consultant Services,311 CRM System,10/15/2014,10/14/2015,106,0,"23,901.90",International City/County Management Association,1,ADVERTISED,Non Profit
1120218,112021804,OFFICE OF HOUSING & COMMUNITY DEV,Commonwealth of Pennsylvania Department of Treasury,Housing & Economic Development,Energy Loan Program,11/1/2014,10/31/2015,123,0,0,Commonwealth of Pennsylvania Department of Treasury,8,EXEMPT,Non Profit
1220154,122015403,OFFICE OF HOUSING & COMMUNITY DEV,Fortuna & Diflumeri Realty Appraisal LTD,Housing & Economic Development,Appraisal Services,7/1/2014,6/30/2015,0,0,"1,500.00",Fortuna & Diflumeri Realty Appraisal LTD,1,ADVERTISED,For Profit
1420322,142032201,OFFICE OF HOUSING & COMMUNITY DEV,Local Initiatives Support Corporation,Housing & Economic Development,Recoverable Grant Program,11/1/2014,10/31/2015,123,0,"42,831.00",Local Initiatives Support Corporation,9,EXEMPT,Non Profit
1420408,142040801,OFFICE OF HOUSING & COMMUNITY DEV,New Kensington Community Development Corp,Housing & Economic Development,Elm Street Services,7/1/2014,6/30/2015,0,0,0,New Kensington Community Development Corp,9,EXEMPT,Non Profit
1220129,122012903,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/2014,6/30/2015,0,0,"170,568.00",Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit
1320212,132021202,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/2014,6/30/2015,0,0,0,Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit
1320594,132059402,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Homebuyer Assistance,1/1/2015,12/31/2015,184,0,0,Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit
1420162,142016201,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/2014,6/30/2015,0,0,"24,450.00",Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit
1220132,122013203,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/2014,6/30/2015,0,0,"307,735.00",Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1320400,132040002,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/2014,6/30/2015,0,0,"2,320,230.31",Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1320658,132065802,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,CDBG Float Loan,4/1/2015,3/31/2016,275,0,0,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1420289,142028901,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/2014,6/30/2015,0,0,"4,203,201.94",Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1420372,142037201,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,Elm Street Program,4/1/2015,3/31/2016,275,0,0,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1420374,142037401,OFFICE OF HOUSING & COMMUNITY DEV,Stephen Metraux,Housing & Economic Development,HOUSING NEEDS ASSESSMENT,11/1/2014,8/31/2015,62,0,0,Stephen Metraux,7,EXEMPT,For Profit
1420486,142048601,OFFICE OF HOUSING & COMMUNITY DEV,The Reinvestment Fund,Housing & Economic Development,Technical Assistance,4/1/2015,3/31/2016,275,0,0,The Reinvestment Fund,8,EXEMPT,Non Profit
1420373,142037301,OFFICE OF HOUSING & COMMUNITY DEV,"University of Pennsylvania, Trustees of the",Housing & Economic Development,HOUSING NEEDS ASSESSMENT,11/1/2014,8/31/2015,62,0,0,"University of Pennsylvania, Trustees of the",9,EXEMPT,Non Profit
1420352,142035201,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Wells Fargo Agreement,10/15/2014,10/14/2015,106,0,0,Urban Affairs Coalition,9,EXEMPT,Non Profit
1220207,122020703,OFFICE OF THE INSPECTOR GENERAL,"Keystone Intelligence Network, Inc.",General Consultant Services,Surveillance Services,7/1/2014,6/30/2015,0,0,0,"Keystone Intelligence Network, Inc.",1,ADVERTISED,For Profit
1220545,122054502,PARKS & RECREATION,Ticketmaster,General Consultant Services,Ticket Distribution,5/1/2014,4/30/2015,0,0,0,Ticketmaster,1,ADVERTISED,For Profit
1220545,122054503,PARKS & RECREATION,Ticketmaster,General Consultant Services,Ticket Distribution Svcs,5/1/2015,4/30/2016,305,0,0,Ticketmaster,1,ADVERTISED,For Profit
1420483,142048301,PARKS & RECREATION,"Whitman, Requardt and Associates, LLP",Architect and Engineer Svcs,Maplewood Mall Project,4/21/2015,4/20/2016,295,0,0,"Whitman, Requardt and Associates, LLP",1,ADVERTISED,For Profit
1520084,1520084,PENSION BOARD,Apex Capital Management,Investment Advisor-Manager,Domestic Equity Manager,9/1/2014,8/31/2015,62,0,0,Apex Capital Management,1,ADVERTISED,For Profit
920940,92094005,PENSION BOARD,"Aronson+Johnson+Ortiz, LP",Investment Advisor-Manager,Large Cap Value,5/31/2014,5/30/2015,0,0,0,"Aronson+Johnson+Ortiz, LP",1,ADVERTISED,For Profit
920626,92062607,PENSION BOARD,"Brandywine Global Investment Management, LLC",Investment Advisor-Manager,Global Fixed Income,1/1/2015,12/31/2015,184,0,0,"Brandywine Global Investment Management, LLC",1,ADVERTISED,For Profit
1520311,1520311,PENSION BOARD,"Brandywine Global Investment Management, LLC",Investment Advisor-Manager,Domestic Equity Manager,9/1/2014,8/31/2015,62,0,0,"Brandywine Global Investment Management, LLC",1,ADVERTISED,For Profit
1120369,112036903,PENSION BOARD,Causeway Capital Management LLC,Investment Advisor-Manager,Dev Mkt Non US Equity,6/1/2014,5/31/2015,0,0,0,Causeway Capital Management LLC,1,ADVERTISED,For Profit
1120369,112036904,PENSION BOARD,Causeway Capital Management LLC,Investment Advisor-Manager,Dev Mkt Non US Equity,6/1/2015,5/31/2016,336,0,0,Causeway Capital Management LLC,1,ADVERTISED,For Profit
1520088,1520088,PENSION BOARD,"Cheswold Lane Asset Management, LLC",Investment Advisor-Manager,International Equity Mngr,8/1/2014,7/31/2015,31,0,0,"Cheswold Lane Asset Management, LLC",1,ADVERTISED,For Profit
920970,92097005,PENSION BOARD,"Emerald Advisers, Inc.",Investment Advisor-Manager,Small Cap Growth,6/1/2014,5/31/2015,0,0,0,"Emerald Advisers, Inc.",1,ADVERTISED,For Profit
920970,92097006,PENSION BOARD,"Emerald Advisers, Inc.",Investment Advisor-Manager,Small Cap Growth,6/1/2015,5/31/2016,336,0,0,"Emerald Advisers, Inc.",1,ADVERTISED,For Profit
1120520,112052003,PENSION BOARD,"FAMCO MLP, a division of Advisory Research, Inc.",Investment Advisor-Manager,Master Limited Partner,5/1/2014,4/30/2015,0,0,0,"Fiduciary Asset Management, LLC",1,ADVERTISED,For Profit
1520310,1520310,PENSION BOARD,"GW Capital, Inc.",Investment Advisor-Manager,Domestic Equity Manager,9/1/2014,8/31/2015,62,0,0,"GW Capital, Inc.",1,ADVERTISED,For Profit
1520313,1520313,PENSION BOARD,"GW Capital, Inc.",Investment Advisor-Manager,Emerging Fixed Income Mgr,9/1/2014,8/31/2015,62,0,0,"GW Capital, Inc.",1,ADVERTISED,For Profit
1520367,1520367,PENSION BOARD,"Garcia Hamilton & Associates, L.P.",Investment Advisor-Manager,Emerging Fixed Income Mgr,10/9/2014,10/8/2015,100,0,0,"Garcia Hamilton & Associates, L.P.",1,ADVERTISED,For Profit
1120521,112052103,PENSION BOARD,Geneva Capital Management Ltd.,Investment Advisor-Manager,Mid Cap Equity Mgr,6/15/2014,6/14/2015,0,0,0,Geneva Capital Management Ltd.,1,ADVERTISED,For Profit
1520078,1520078,PENSION BOARD,"Hahn Capital Management, LLC",Investment Advisor-Manager,Domestic Equity Manager,8/1/2014,7/31/2015,31,0,0,"Hahn Capital Management, LLC",1,ADVERTISED,For Profit
1520323,1520323,PENSION BOARD,"Hanoverian Capital, LLC",Investment Advisor-Manager,International Equity Mngr,9/1/2014,8/31/2015,62,0,0,"Hanoverian Capital, LLC",1,ADVERTISED,unknown
1120519,112051903,PENSION BOARD,Harvest Fund Advisors LLC,Investment Advisor-Manager,Master Limited Partner,5/1/2014,4/30/2015,0,0,0,Harvest Fund Advisors LLC,1,ADVERTISED,For Profit
1520312,1520312,PENSION BOARD,Herndon Capital Management,Investment Advisor-Manager,Domestic Equity Manager,9/1/2014,8/31/2015,62,0,0,Herndon Capital Management,1,ADVERTISED,For Profit
1320229,132022902,PENSION BOARD,ICMA-RC,General Consultant Services,DCP 3rd Party Admin,9/1/2014,8/31/2015,62,0,0,ICMA-RC,1,ADVERTISED,Non Profit
1220504,122050402,PENSION BOARD,"JPMorgan Chase Bank, N.A.",Accounting and Auditing Svcs,Global Custodian Bank,5/1/2014,4/30/2015,0,0,0,"JPMorgan Chase Bank, N.A.",1,ADVERTISED,For Profit
1520080,1520080,PENSION BOARD,"Logan Circle Partners, L.P.",Investment Advisor-Manager,Emerging Fixed Income Mgr,9/1/2014,8/31/2015,62,0,0,"Logan Circle Partners, L.P.",1,ADVERTISED,For Profit
1520429,1520429,PENSION BOARD,"Logan Circle Partners, L.P.",Investment Advisor-Manager,Emerging Fixed Income Mgr,9/1/2014,8/31/2015,62,0,0,"Logan Circle Partners, L.P.",1,ADVERTISED,For Profit
1520314,1520314,PENSION BOARD,Lombardia Capital Partners LLC,Investment Advisor-Manager,International Equity Mngr,9/1/2014,8/31/2015,62,0,0,Lombardia Capital Partners LLC,1,ADVERTISED,For Profit
1520083,1520083,PENSION BOARD,Longfellow Investment Management Co.,Investment Advisor-Manager,Emerging Fixed Income Mgr,9/1/2014,8/31/2015,62,0,0,Longfellow Investment Management Co.,1,ADVERTISED,For Profit
1520079,1520079,PENSION BOARD,Lyrical Asset Management LP,Investment Advisor-Manager,Domestic Equity Manager,9/1/2014,8/31/2015,62,0,0,Lyrical Asset Management LP,1,ADVERTISED,For Profit
920910,92091006,PENSION BOARD,MacKay Shields LLC,Investment Advisor-Manager,High Yield,5/1/2014,4/30/2015,0,0,0,MacKay Shields LLC,1,ADVERTISED,For Profit
920910,92091007,PENSION BOARD,MacKay Shields LLC,Investment Advisor-Manager,High Yield,5/1/2015,4/30/2016,305,0,0,MacKay Shields LLC,1,ADVERTISED,For Profit
1220410,122041002,PENSION BOARD,"O'Shaughnessy Asset Management, LLC",Investment Advisor-Manager,Large Cap Value,4/15/2014,4/14/2015,0,0,0,"O'Shaughnessy Asset Management, LLC",1,ADVERTISED,For Profit
1120518,112051803,PENSION BOARD,Tortoise Capital Advisors,Investment Advisor-Manager,Master Ltd Partner Mgr,6/30/2014,6/29/2015,0,0,0,Tortoise Capital Advisors,1,ADVERTISED,For Profit
1120553,112055304,POLICE,Aspite Auto Auction,General Consultant Services,Salvors,4/1/2015,9/30/2015,92,0,0,Aspite Auto Auction,1,ADVERTISED,For Profit
1120554,112055404,POLICE,"Daves Delaware Valley Towing, Inc",General Consultant Services,Salvors,4/1/2015,9/30/2015,92,0,0,"Daves Delaware Valley Towing, Inc",1,ADVERTISED,For Profit
1120552,112055204,POLICE,"Jim's Auto Recycling, Inc",General Consultant Services,Salvors,4/1/2015,9/30/2015,92,0,0,"Jim's Auto Recycling, Inc",1,ADVERTISED,For Profit
1120556,112055604,POLICE,Joseph F Parente dba Morton Towing & Recovery,General Consultant Services,Salvors,4/1/2015,9/30/2015,92,0,0,Joseph F Parente dba Morton Towing & Recovery,1,ADVERTISED,For Profit
1120557,112055704,POLICE,"Orthodox Auto Co, Inc",General Consultant Services,Salvors,4/1/2015,9/30/2015,92,0,0,"Orthodox Auto Co, Inc",1,ADVERTISED,For Profit
1120551,112055104,POLICE,Philadelphia Towing & Transport,General Consultant Services,Salvors,4/1/2015,9/30/2015,92,0,0,Philadelphia Towing & Transport,1,ADVERTISED,For Profit
1120558,112055804,POLICE,"Steffa Metals Co, Inc",General Consultant Services,Salvors,4/1/2015,9/30/2015,92,0,0,"Steffa Metals Co, Inc",1,ADVERTISED,For Profit
1320142,132014202,PRISONS,AmeriHealth Administrators,General Consultant Services,medical bill processing,7/1/2014,6/30/2015,0,0,"123,404.25",AmeriHealth Administrators,1,ADVERTISED,For Profit
1120472,112047204,PRISONS,KEEFE GROUP dba KEEFE COMMISSARY NETWORK,General Consultant Services,Commissary Services,3/1/2015,6/30/2015,0,0,0,KEEFE GROUP dba KEEFE COMMISSARY NETWORK,1,ADVERTISED,For Profit
