Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Remaining_Contract_Months,Total_Transactions
2357,114125,"Relay of Water Mains in Allens Lane from Wissahickon Ave to Germantown Ave Phila, PA",20110708,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$2,045,500.00",,,64573.74
2358,144154,"Reconstruction of Sewers and Relay of Water Mains in Var Locations,",20140818,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$3,224,620.00",,,466789.05
2363,154019,CARUSONE CONSTRUCTION INC Bid# 2363,20141104,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,571,750.00",,,884802.98
2378,154080,"Relay of Water Mains in Various Locations. Phila, PA",20150206,,PW,SERAVALLI INCORPORATED,WATER,"$1,323,530.00",,,1262947.56
2381,134096,"Reconst. of Sewers & Relay of Water Mains at Various Locations, Phila PA",20130626,,PW,RAMOS AND ASSOCIATES INCORPORATED,WATER,"$3,160,530.00",,,221421.58
2384,154079,Reconstruction of Sewers and Relay of Water Mains in Various Locations.,20150210,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,938,170.00",,,463295.93
2393,144096,"Reconstruction of Sewers and Relays of Water Mains in Various Locations, Phila PA",20140314,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$2,620,171.00",,,1010622.09
2512,154015,"Relay of Water Mains in Various Locations,  EST $2M-$5M, In lieu of PreBid Mtg, email questions to Jessica.Musti@phila.gov 6/27/14 by 5pm",20140926,,PW,SERAVALLI INCORPORATED,WATER,"$2,270,100.00",,,897932.41
2514,154092,"Reconstruction of Sewers and Relay of Water Mains in Various Locations, Phila, PA",20150129,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,583,150.00",,,308433.29
2515,154018,"Reconstruction of Sewers amd Relay of Water Mains in Various Locations, Est $1M-$2M, In lieu of PreBid Mtg email questions to Jessica.Musti@phila.gov 7/01/14 by 5pm",20141112,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$2,119,700.00",,,799168.18
2517,144121,"Water Main Relay in Various Locations, Phila PA",20140724,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,523,610.00",,,463985.16
2518,144035,"Reconstruct of Sewers & Relay Water Mains at Various Locations, Phila PA",20131101,,PW,CARUSONE CONSTRUCTION INC,WATER,"$2,863,350.00",,,290185.61
2548,A44152,SERAVALLI INCORPORATED Bid# 2548,20141112,,PW,SERAVALLI INCORPORATED,WATER,"$1,535,100.00",,,692208.12
2552,144095,"Reconstruction of Sewers and Relay of Water Mains in Var Locations,",20140505,,PW,J P C GROUP INC,WATER,"$2,954,700.00",,,630418.5
2555,144036,"Relay of Water Mains at Various Locations, Phila PA",20131104,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,601,170.00",,,198777.49
2556,154014,"Relay of Water Mains in Calvert St from Winchester Ave to Woodward St, Welsh Rd from marshall St to Roosevelt Blvd, EST $500K-$1M, In lieu of PreBid Mtg, email questions to Jessica.Musti@phila.gov 7/1/14 by 5pm",20141027,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$826,570.00",,,87736.91
2559,154053,"Relay of Water Mains at Various Locations, Philadelphia PA",20141110,,PW,SERAVALLI INCORPORATED,WATER,"$1,214,850.00",,,117953.42
2580,144046,"Northern Liberties Flood Relief Program Phases II & IV Laurel St Regulating Chamber D-45 and Laurel St from Canal St to Front St and Germantown Ave from Front St to Allen St Phila, Pa",20131224,,PW,A P CONSTRUCTION INCORPORATION,WATER,"$20,339,684.00",,,4051686.9
2581,144059,"""""""Relay of Water Mains and Abandonment of of 20"""""""" Water Main Var Locations,""""""",20140305,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$960,650.00",,,52151.7
2584,154016,"Relay of Water Mains in Penrose Ave from Moyamensing Ave W to 22nd St South, Hartfranft from Penrose Ave to Penrose Ferry Rd, Est $1-$2M, In lieu of PreBid Mtg, email questions to Jessica.Musti@phila.",20141027,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,197,020.00",,,404792.99
2586,144117,Reconstruction of Sewers and Relay of Water Mains in Var Locations.,20141222,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$4,495,160.00",,,406389
2590,154090,Relay of Water Mains in Various Locations.,20150320,,PW,SERAVALLI INCORPORATED,WATER,"$1,017,500.00",,,373144.03
2591,144156,"Reconstruction of Sewers and Relay of Water Mains in Various Locations,",20141016,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$2,487,270.00",,,1167625.7
2596,144055,"Reconstruction of Sewers, Relay of Water Mains & Construction of Green Infrastructure Var Locations",20131219,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,865,270.00",,,237001.13
2597,144056,Trenchless Sewer Rehab Lining of the Sewer & Relay of Water Main Var Locations,20140305,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,123,120.00",,,90827.37
2599,154039,"Relay of Water Mains and Construction of Green Infrastructure in 56th st from Greenway Ave to Woodland from 60th St to 63rd, Phila PA",20140923,,PW,CARUSONE CONSTRUCTION INC,WATER,"$3,369,130.00",,,1141511.4
2705,154078,"Relay of Water Mains in Various Locations. Phila, PA",20150120,,PW,SERAVALLI INCORPORATED,WATER,"$637,230.00",,,621230.55
2707ELB,144102,"""""""Sewer Reconstruction and Water Main Relay in """"""""G"""""""" Street from Allegheny Ave to Ontario St. (Emergency Letter Bid)""""""",20140317,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,306,200.00",,,52074.14
2712ELB,144145,Sewer Reconstruction & Water Main Relay in Race Street from 62nd St to 63rd St and Diamond St from 11th St to Broad St. (Emergency Letter Bid),20140724,,PW,J P C GROUP INC,WATER,"$1,965,075.00",,,209554.4
2716,154033,"Reconst. of Sewers & Relay of Water Mains in Haverford Ave from 52nd to Paxon & Reconst of Sewers in Terrace St from Salaignact St to Dawson St, Phila PA",20141112,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,444,075.00",,,233603.74
2718,154054,"Stormwater Renovations & Step Repair in Fountain St between Umbria St & the Manayunk Canal, Phila PA",20141118,,PW,A P CONSTRUCTION INCORPORATION,WATER,"$625,900.00",,,144867.4
2723,154111,Reconstruction of Sewers and Relay of Water Mains in Various Locations.,20150325,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,491,000.00",,,395621.99
2724,154093,"Relay of Water Mains in Various Locations, Phila, PA",20150206,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$1,280,460.00",,,239959.51
2737ELB,154159,Sewer Reconstruction & Water Main Relay on 10th Street From Tasker to Moore Street (EMERGENCY LETTER BID),20150727,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,620,360.00",,,185627.03
2840,134037,"Improvements to Belmont Raw Water Basin at Belmont WTP, Belmont Ave & Ford Rd, Philadelphia, PA",20121123,,PW,J P C GROUP INC,WATER,"$19,476,000.00",,,700621.13
2841,144088,Rehabilitation of Pipe Bridge at Fowler Street Main Crossing at Fowler Street at Harmon Road,20140401,,PW,QUAD CONSTRUCTION CO,WATER,"$1,119,300.00",,,239400.95
2847,134121,"""FrankFord High Level Sewer Manhole Rehabilitation at Wheatsheaf Lane, Pike Street and """"O"""" Street, Phila Pa""",20130726,,PW,A P CONSTRUCTION INCORPORATION,WATER,"$972,400.00",,,114026
2861,144090,"Concrete Repairs in Filters and Rebuild Filter Nos. 7 & 16 at Queen Lane WTP, Phila PA",20140318,,PW,C & T ASSOCIATES INCORPORATED,WATER,"$941,000.00",,,87506.88
2868,144061,Process Air Valve System Improve (MECH) @ NorthEast Water Plant,20131203,,PW,FIVE STAR INC,WATER,"$832,700.00",,,39385.08
2873,124127,"Installation of Isolation Valves and Replacement of the Backwash Valves @ Baxter Water Treat Plant, State Road, Phila PA",20120611,,PW,C & T ASSOCIATES INCORPORATED,WATER,"$3,136,000.00",,,279384
2896,144166,"Ammonia System Improvements at Baxter WTP,",20140911,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$3,013,400.00",,,529496.55
2897,144133,Plant Water System Rehabilitation at NorthEast WPCP.,20140808,,PW,STONE HILL CONTRACTING CO INC,WATER,"$6,024,500.00",,,946994.34
3695,144051,"NE Incinerator Building Reconditioning Phase III, Phila PA",20140110,,PW,THOMAS P CARNEY INC,STREETS,"$2,043,240.49",,,228092.4
3735,144024,Upgrade ADA Ramps and Related Work Citywide. Phila. PA,20130920,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,WATER,"$15,346,808.00",,,191704.34
3736,124131,"Signal Synchronization/Modernization, Phila PA,",20120720,,PW,CARR & DUFF INCORPORATED,STREETS,"$557,825.83",,,91712.05
3744,B34065,ZONE STRIPING INC Bid# 3744,20141024,,PW,ZONE STRIPING INC,STREETS,"$459,718.84",,,131517.07
3746,134095,"Reconstruction of the Retaining Wall Along Tower St., Phila. PA",20130606,,PW,ANTHONY BIDDLE CONTRACTORS INC,STREETS,"$231,000.00",,,13334.96
3748ECMS,144080,North Delaware Avenue Extension (MPMS #46956)  (Federally Funded),20140404,,PW,BUCKLEY & COMPANY INCORPORATED,STREETS,"$11,522,246.96",,,2199587.9
3749ECMS,144099,Manayunk Bridge Trail MPMS# 92413 (Fed Funded),20150108,,PW,A P CONSTRUCTION INCORPORATION,STREETS,"$4,248,267.00",,,1781659.98
3757R,144085,"Overhead Sign Replacement & Misc Construct. Phila, PA",20140421,,PW,CARR & DUFF INCORPORATED,STREETS,"$347,050.88",,,104745.63
3758,144149,"Battery Backup Installation of Traffic Signals, Phila PA",20141006,,PW,CARR & DUFF INCORPORATED,STREETS,"$260,000.00",,,77229.8
3760ECMS,134136,"Bustleton Avenue North Signals, Phila P A (Federal Funded)",20131003,,PW,SERAVALLI INCORPORATED,STREETS,"$6,441,256.00",,,69906.12
3761ECMS,144045,Bustleton Ave South (TIGER) Design activities limited to ADA ramps (95452),20131126,,PW,WAMPOLE MILLER INC,STREETS,"$6,325,649.37",,,980960.48
3762ECMS,144043,Woodland Avenue Signals (Tiger) MPMS #95450,20131126,,PW,KUCHARCHIK CONSTRUCTION INC,STREETS,"$6,479,374.40",,,967109.48
3765ECMS,144044,"Avenue of the Arts, North Broad St, Phila, PA  ADA Ramps",20131126,,PW,TONY DEPAUL AND SON,COMMERCE,"$8,678,983.00",,,5787584.48
3766,C44115,RAMOS AND ASSOCIATES INCORPORATED Bid# 3766,20150311,,PW,RAMOS AND ASSOCIATES INCORPORATED,STREETS,"$300,476.59",,,89288.27
3767,154001,Northeast Incinerator - Phase IV,20140911,,PW,MILESTONE CONSTRUCTION MANAGEMENT INC,STREETS,"$1,600,000.00",,,159979.15
3768,154042,"2014 City Wide ADA Ramp Upgrade,  Phila PA",20141031,,PW,SERAVALLI INCORPORATED,STREETS,"$5,650,528.87",,,509400
3770ECMS,144148,Haverford Ave: 40th St to US 1  (MPMS # 57897),20140919,,PW,ARMOUR & SONS ELECTRIC INC,STREETS,"$9,103,453.25",,,1317793.7
3771ECMS,144141,"Center City North East Quadrant, Phila PA (Federal Funded) (ECMS 70014)",20140919,,PW,SERAVALLI INCORPORATED,STREETS,"$10,568,072.00",,,3258038.17
3775,154004,"Traffic signal work performed on Castor Avenue, Phila PA",20141118,,PW,RAMOS AND ASSOCIATES INCORPORATED,STREETS,"$2,450,000.00",,,919618.32
3778,154101,"Germantown Streetsscape- Cambria to Cumberland, Phila, PA",20150325,,PW,CARUSONE CONSTRUCTION INC,COMMERCE,"$2,749,000.00",,,1060974.42
3780ECMS,154052,City Wide 103 Resurfacing  (Fed Funded) ECMS #91837,20141217,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,STREETS,"$12,041,952.17",,,1679740.24
3782ECMS,154069,"PhilaTraffic Operations Center - ITS MPMS # 93106, Phila, PA",20150312,,PW,CARR & DUFF INCORPORATED,STREETS,"$2,148,427.00",,,130083.5
3783ECMS,154070,"PhilaTraffic Operations Center - Electrical MPMS # 102399, Phila, PA",20150311,,PW,CARR & DUFF INCORPORATED,STREETS,"$499,252.00",,,249077.7
3784ECMS,154071,"PhilaTraffic Operations Center - Mechanical MPMS # 102400,",20150312,,PW,SANTAPAUL CORP,STREETS,"$118,999.40",,,3375
3785ECMS,154072,"PhilaTraffic Operations Center - Plumbing MPMS # 102401,",20150309,,PW,KASER MECHANICAL,STREETS,"$68,110.00",,,12015
3786ECMR,154099,"PhilaTraffic Operations Center - General MPMS # 102413 (fed funded), Phila, PA",20150311,,PW,MAGNUM INC,STREETS,"$652,136.00",,,43268.58
3787ECMS,154051,"Construction of Willow Grove Avenue Bridge, MPMS #76870 (Fed Funded)",20141217,,PW,LOFTUS CONSTRUCTION INC,STREETS,"$3,199,905.00",,,849868.88
3788ECMS,154108,"Construction of 41st Street Bridge. Phila, PA",20150508,,PW,LOFTUS CONSTRUCTION INC,STREETS,"$10,735,000.00",,,318141
3797,154119,2015 Tack Coat (City Wide).,20150409,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,STREETS,"$410,000.00",,,94599
3798,154129,"2015 Milling and Prep in the 4th, 5th, and 6th Highway Districts. Phila, PA",20150427,,PW,TONY DEPAUL AND SON,STREETS,"$3,201,738.00",,,1344554
3801,154130,"2015 Milling, Paving and Prep in the 1st, 2nd and 3rd Highway Districts. Phila, PA",20150514,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,WATER,"$2,671,369.00",,,2891494.42
4025ELEC,C34051,MCGOLDRICK ELECTRIC INC Bid# 4025ELEC,20140110,,PW,MCGOLDRICK ELECTRIC INC,RECREATION,"$5,155.81",,,5033.47
4025GCON,C34054,"PANNULLA CONSTRUCTION CO., INC. Bid# 4025GCON",20130826,,PW,"PANNULLA CONSTRUCTION CO., INC.",RECREATION,"$5,512.76",,,5512.76
4047ECMS,144164,N Delaware Riverfront Greenway/Heritage Trail: Section 4 - Baxter  MPMS #79833 (Fed Funded),20140917,,PW,BUCKLEY & COMPANY INCORPORATED,RECREATION,"$5,332,034.00",,,968183.34
4055ELEC,144106,"Impala Caf? Exterior Restoration, Philadelphia Zoo Garden, Phila PA",20140501,,PW,HYDE ELECTRIC CORPORATION,FAIRMOUNT PARK COMMISSION,"$73,475.00",,,33858.18
4055GCON,144101,"Impala Caf? Exterior Restoration, Philadelphia Zoo Garden,",20140610,,PW,A P CONSTRUCTION INCORPORATION,FAIRMOUNT PARK COMMISSION,"$1,332,960.00",,,81100
4064GCON,AH4082,"PANNULLA CONSTRUCTION CO., INC. Bid# 4064GCON",20140819,,PW,"PANNULLA CONSTRUCTION CO., INC.",RECREATION,"$208,458.56",,,64398.07
4090ELEC,154134,"Installation of CCTV and New Field Lighting at Fox Chase Recreation Center. Phila, PA",20150413,,PW,CARR & DUFF INCORPORATED,RECREATION,"$969,650.00",,,693000
4110ELEC,154046,"Frankford and Haverford Branch Libraries HVAC Renovations, Phila, PA",20150213,,PW,PALMAN ELECTRIC INCORPORATED,FREE LIBRARY,"$32,767.50",,,27091.62
4110MECH,154047,"Frankford and Haverford Branch Libraries HVAC Renovations, Phila PA",20150115,,PW,ALLSTATES MECHANICAL LTD.,FREE LIBRARY,"$479,620.00",,,244069.9
4118ELEC,G34124,MULHERN ELECTRIC COMPANY Bid# 4118ELEC,20150601,,PW,MULHERN ELECTRIC COMPANY,HEALTH,"$3,213.82",,,273043.22
4123ELEC,154003,"Roof replacement of the Municipal Service Building including all plumbing & electrical work,",20140923,,PW,SCHLEIG ELECTRIC INCORPORATED,PUBLIC PROPERTY,"$97,785.00",,,58117.5
4123ROOF,154002,"Roof replacement of the Municipal Service Building including all plumbing & electrical work,",20141110,,PW,ROBERT GANTER CONTRACTORS INC,PUBLIC PROPERTY,"$1,772,760.00",,,512859.6
4126ELEC,144157,"Emergency Standby Power Installation for Engines 19, 36, 37 & 46, Phila PA",20141024,,PW,CARR & DUFF INCORPORATED,DIRECTOR OF FINANCE,"$466,006.00",,,231378.75
4131ELEC,154100,"Police Roof Replacement Project, Phila, PA",20150325,,PW,SCHLEIG ELECTRIC INCORPORATED,POLICE,"$35,568.75",,,24595.12
4131GCON,154104,"Police Roof Replacement Project, Phila, PA",20150320,,PW,MUNN ROOFING CORP,POLICE,"$888,120.00",,,426690
4131MECH,154103,"Police Roof Replacement Project, Phila, PA",20150330,,PW,EDWARD J MELONEY INCORPORATED,POLICE,"$139,880.00",,,31500
4131PLUM,154105,"Police Roof Replacement Project, Phila, PA",20150311,,PW,DOLAN MECHANICAL,POLICE,"$64,940.00",,,15975
4142GCON,154022,"Site Improvement at Stockley Playground, Phila PA",20150210,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$639,030.00",,,244800
4155GCNR,154038,"Belmont Stable Rehabilitation, Phila PA",20141110,,PW,"PANNULLA CONSTRUCTION CO., INC.",RECREATION,"$255,816.00",,,63915.84
4171TANK,A44071,MINISCALCO CONSTRUCTION LLC Bid# 4171TANK,20140422,,PW,MINISCALCO CONSTRUCTION LLC,FLEET MANAGEMENT,"$419,440.70",,,152048.79
4181GCOR,F34020,GESSLER CONSTRUCTION COMPANY Bid# 4181GCOR,20130723,,PW,GESSLER CONSTRUCTION COMPANY,DIRECTOR OF FINANCE,$580.00,,,540
4218MECH,A34087,SURETY MECHANICAL SERVICES Bid# 4218MECH,20150330,,PW,SURETY MECHANICAL SERVICES,PRISONS,"$389,812.31",,,61465.6
4221ELEC,A44169,PALMAN ELECTRIC INCORPORATED Bid# 4221ELEC,20150320,,PW,PALMAN ELECTRIC INCORPORATED,FAIRMOUNT PARK COMMISSION,"$125,676.52",,,113108.87
4222GCON,A54007,PRESTIGE BUILDING COMPANY LLC Bid# 4222GCON,20150603,,PW,PRESTIGE BUILDING COMPANY LLC,PUBLIC PROPERTY,"$665,326.25",,,324054.95
4227ROOF,154089,"Roof Improvement at Health Care Center #5. Phila, PA",20150430,,PW,MCMULLEN ROOFING INC,HEALTH,"$974,367.98",,,256407.48
4235GCON,C44136,"PANNULLA CONSTRUCTION CO., INC. Bid# 4235GCON",20150410,,PW,"PANNULLA CONSTRUCTION CO., INC.",POLICE,"$77,000.00",,,123975.03
4241ELEC,144129,"Fire Alarm and CCTV Systems for Various Recreational Sites - Group 11 Est. $500K-$1MIL Mandatory Prebid 3/18/14 10:30AM at 1515 Arch St, 11th FL, Specs Avail. 3/4/14",20140804,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$754,912.50",,,36470.74
4242MECH,144167,"Mechanicial, Electrical & Plumbing Improvements @ Police HQ and 22nd Police District, E",20140912,,PW,ALLSTATES MECHANICAL LTD.,POLICE,"$508,266.00",,,69829.47
4242PLUM,B44160,KASER MECHANICAL Bid# 4242PLUM,20140912,,PW,KASER MECHANICAL,POLICE,"$101,745.20",,,38248.78
4243ELEC,B44075,FIDELITY BURGLAR & FIRE ALARM CO INC Bid# 4243ELEC,20150717,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$54,250.00",,,78613.2
4244ELEC,A44077,FIDELITY BURGLAR & FIRE ALARM CO INC Bid# 4244ELEC,20150717,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$58,943.22",,,73199.54
4247ROOF,B54043,UNION ROOFING CONTRACTORS INC Bid# 4247ROOF,20150629,,PW,UNION ROOFING CONTRACTORS INC,FIRE,"$375,000.00",,,653240.43
4281ELBE,144131,Engine 8/Ladder 2 Fire Damage Renovations 101-15 N. 4th Street (Emergency Letter Bid),20140616,,PW,SCHLEIG ELECTRIC INCORPORATED,FIRE,"$40,385.00",,,1343.76
4284GCOR,V44147,BUILDING RESTORATION INC Bid# 4284GCOR,20150731,,PW,BUILDING RESTORATION INC,RECREATION,"$286,594.49",,,835473.72
4292ELBE,154034,Security Cameras and Mosquito Devices (Emergency Letter Bid),20141024,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$361,312.50",,,175101.47
4338SPKR,124121,Install Sprinklers in City Hall Ornate Rooms.,20120516,,PW,FIRE PROTECTION INDUSTRIES INC,PUBLIC PROPERTY,"$985,787.93",,,89336.41
4356ELEC,144125,Major Renovations for the new Phila Police Training Center; EST $2M-$5M; Mandatory PreBid 02/04/14 at 10am at 2838 Woodhaven Rd; Specs Avail 01/21/14,20140612,,PW,EAGLE I ELECTRIC,POLICE,"$2,177,615.28",,,233373.23
4356GCON,A44119,HUNTER ROBERTS CONSTRUCTION GROUP Bid# 4356GCON,20150729,,PW,HUNTER ROBERTS CONSTRUCTION GROUP,POLICE,"$579,599.93",,,205359.6
4356MECH,144118,"Major Renovations for the new Phila Police Training Center, Phila PA",20140618,,PW,DEVINE BROTHERS INC,POLICE,"$1,966,560.00",,,107299.72
4356PLUM,B44120,DOLAN MECHANICAL Bid# 4356PLUM,20150312,,PW,DOLAN MECHANICAL,POLICE,"$141,222.25",,,15110.12
4380GCON,D44074,ROCKPORT CONSTRUCTION COMPANY INC Bid# 4380GCON,20150115,,PW,ROCKPORT CONSTRUCTION COMPANY INC,RECREATION,"$116,098.11",,,59058.78
4425GCON,HH4043,ASSOCIATED SPECIALTY CONTRACTING Bid# 4425GCON,20150611,,PW,ASSOCIATED SPECIALTY CONTRACTING,POLICE,"$30,000.00",,,11112.64
4509ELEC,A54073,MULHERN ELECTRIC COMPANY Bid# 4509ELEC,20150611,,PW,MULHERN ELECTRIC COMPANY,RECREATION,"$391,021.00",,,28954.8
4509GCON,154095,"East Park Canoe House Rehab, Phila, PA",20150528,,PW,MURPHY QUIGLEY COMPANY,RECREATION,"$1,894,338.89",,,641790.94
4520ELBG,154091,Fleet Management / Shop 134 - Overhead Concrete Slab Restoration (Emergency Letter Bid),20150213,,PW,"PANNULLA CONSTRUCTION CO., INC.",FLEET MANAGEMENT,"$292,740.00",,,193129.54
4541GCON,154067,"Site Improvements at Benson Park, Phila PA",20150324,,PW,BRIGHTLINE CONSTRUCTION INC,RECREATION,"$349,104.19",,,72019.38
4545ELEC,144052,"Electrical Closet Upgrade @ City Hall, Phila PA",20140221,,PW,SCHLEIG ELECTRIC INCORPORATED,PUBLIC PROPERTY,"$54,735.00",,,21147.38
4562ELEC,E24156,FIDELITY BURGLAR & FIRE ALARM CO INC Bid# 4562ELEC,20140513,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$38,545.00",,,55282.58
4608ECMS,144128,TONY DEPAUL AND SON Bid# 4608ECMS,20140612,,PW,TONY DEPAUL AND SON,RECREATION,"$3,324,063.60",,,268176.85
4821MECH,T34022,GENERAL ASPHALT PAVING CO OF PHILADELPHI Bid# 4821MECH,20150107,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,RECREATION,"$39,557.82",,,83173.73
4882ASBT,ZZ4120,ASSOCIATED SPECIALTY CONTRACTING Bid# 4882ASBT,20150430,,PW,ASSOCIATED SPECIALTY CONTRACTING,POLICE,"$28,000.00",,,224814.59
4935GCON,154049,"Reconstruction of the East Schuylkill River Wall, Phila, PA",20150115,,PW,LOFTUS CONSTRUCTION INC,RECREATION,"$1,601,400.00",,,796318.4
4972ELEC,B24115,PALMAN ELECTRIC INCORPORATED Bid# 4972ELEC,20130930,,PW,PALMAN ELECTRIC INCORPORATED,RECREATION,"$6,220.75",,,10994.62
4995GCON,A44069,GESSLER CONSTRUCTION COMPANY Bid# 4995GCON,20150331,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$69,657.36",,,72964.77
6909,D14017,DOLAN MECHANICAL Bid# 6909,20140818,,PW,DOLAN MECHANICAL,COMMERCE,"$320,531.00",,,33062.73
