Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Max_Value,Total_Contract_Months,Remaining_Contract_Months,SumOfTransactionAmt
3682ECMS,C04080,C. ABBONIZIO CONTRUCTION INCORPORATED Bid# 3682ECMS,20131216,,PW,C. ABBONIZIO CONTRUCTION INCORPORATED,STREETS,"$506,000.00",,,56040.82
3708ECMS,C14093,DEPAUL & COMPANY INC Bid# 3708ECMS,20130122,,PW,DEPAUL & COMPANY INC,STREETS,"$325,000.00",,,3750
3709ECMS,A14026,MECO CONSTRUCTION INC Bid# 3709ECMS,20121227,,PW,MECO CONSTRUCTION INC,STREETS,"$100,683.00",,,78064.56
3722ECMS,124087,"Tidal Schuylkill Greenway Phila, PA",20120508,,PW,"CROSSING CONSTRUCTION COMPANY, INC.",COMMERCE,"$16,878,040.30",,,3325710.26
3724ECMS,114144,"58th Street greenway, Decorative Lights, ADA Ramps. Bidder are required to Follow instruction on PADOT website (www.dot14.state.pa.us/ECMS) In lieu of Pre-bid Mtg submit Quest to PADOTwebsite   Est $1",20111025,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$2,859,533.00",,,57970.9
3725ECMS,134002,Delaware Ave Greenway (Tiger 9) ADA Ramps (Federally Funded),20121017,,PW,SCOTT BUILDING CORP,STREETS,"$2,618,598.25",,,527509.69
3735,144024,Upgrade ADA Ramps and Related Work Citywide. Phila. PA,20130920,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,STREETS,"$15,346,808.00",,,1724207.16
3742ECMS,134056,ARMOUR & SONS ELECTRIC INC Bid# 3742ECMS,20130319,,PW,ARMOUR & SONS ELECTRIC INC,STREETS,"$4,174,085.30",,,1237227.12
3744,A34065,ZONE STRIPING INC Bid# 3744,20130904,,PW,ZONE STRIPING INC,STREETS,"$800,000.00",,,148980.84
3745,A34064,ZONE STRIPING INC Bid# 3745,20130904,,PW,ZONE STRIPING INC,STREETS,"$750,000.00",,,144146.77
3747ECMS,134089,"Stenton & Godfrey Ave Signals, ECMS (Fed Funded)",20130604,,PW,CARUSONE CONSTRUCTION INC,WATER,"$6,896,000.00",,,3075942.56
3760ECMS,134136,"Bustleton Avenue North Signals, Phila P A (Federal Funded)",20131003,,PW,SERAVALLI INCORPORATED,STREETS,"$6,441,256.00",,,725233.82
4025ELEC,134051,"Rehabilitation of Letitia House, Phila PA  (Partial Certification)",20130226,,PW,MCGOLDRICK ELECTRIC INC,RECREATION,"$7,708.16",,,21595.34
4025GCON,134054,"PANNULLA CONSTRUCTION CO., INC. Bid# 4025GCON",20130314,,PW,"PANNULLA CONSTRUCTION CO., INC.",RECREATION,"$271,977.00",,,122301.1
4026GCON,134093,"Treehouse Restoration Project @ Phila Zoo, Phila PA (Partial Certification)",20130528,,PW,TE CONSTRUCTION SERVICES LLC,FAIRMOUNT PARK COMMISSION,"$9,756.96",,,119251.34
4057ELB,B24022,SCHLEIG ELECTRIC INCORPORATED Bid# 4057ELB,20130227,,PW,SCHLEIG ELECTRIC INCORPORATED,OFFICE OF SUPPORTIVE HOUSING,"$1,559.35",,,23996.37
4064GCON,D34082,"PANNULLA CONSTRUCTION CO., INC. Bid# 4064GCON",20130529,,PW,"PANNULLA CONSTRUCTION CO., INC.",PUBLIC PROPERTY,"$15,000.00",,,306721.63
4083ELEC,124025,Replace Mech & Elec Equipment and Install New Emergency Lighting & Fire Alarm System @ various City Fire Stations  (Partial Certification),20110922,,PW,PALMAN ELECTRIC INCORPORATED,FIRE,"$7,273.51",,,28331.65
4125ELBE,134109,Infrastructure Upgrade for EHR Implementation - HAB (Emergency Letter Bid) Partial Certification,20130529,,PW,JACK COHEN & COMPANY INCORPORATED,HEALTH,"$461,250.00",,,44460
4196GCON,134024,"Additon/Renovate Bldg&Site Improve Penrose Playground, Phila PA (Partially State Funded)",20121207,,PW,MILESTONE CONSTRUCTION MANAGEMENT INC,RECREATION,"$999,999.84",,,323260.94
4196MECH,134017,"Addition/Renovate Bldg & Site Improve Penrose Playground, 1101 W. Susquehanna Avenue, Phila PA  (Partially State Funded)",20121228,,PW,ALLSTATES MECHANICAL LTD.,RECREATION,"$104,040.00",,,4548.13
4196PLUM,134018,"Site Improvements (Existing Building Renovation & Addition) @ Penrose  Playground, 1101 W. Susquehanna Ave., Phila., PA  (Partially State Funded)",20121130,,PW,"JOHN J. BEE, INC.",RECREATION,"$93,771.24",,,38902.51
4207GCON,C24076,MAR ALLEN CONCRETE PRODUCTS INC Bid# 4207GCON,20130313,,PW,MAR ALLEN CONCRETE PRODUCTS INC,DIRECTOR OF FINANCE,"$38,844.94",,,38844.94
4218GCON,134088,"Heating System Replacement, Units F&G, Phila Detention Ctr. Phila PA (Partial Certification)",20130807,,PW,MILESTONE CONSTRUCTION MANAGEMENT INC,PRISONS,"$490,844.14",,,5394.6
4268GCON,G24118,BUILDING RESTORATION INC Bid# 4268GCON,20130107,,PW,BUILDING RESTORATION INC,RECREATION,"$77,383.69",,,141775.1
4296ELEC,A24116,CARR & DUFF INCORPORATED Bid# 4296ELEC,20130419,,PW,CARR & DUFF INCORPORATED,RECREATION,"$14,200.00",,,50491.99
4306ELEC,A24151,CARR & DUFF INCORPORATED Bid# 4306ELEC,20130315,,PW,CARR & DUFF INCORPORATED,RECREATION,"$178,465.00",,,17205.8
4306GCON,124143,"Sturgis Playground - New Building and Site Improvements, Phila PA",20130226,,PW,SMITH BUILDERS INC,RECREATION,"$2,371,000.00",,,273139.42
4306MECH,124141,"New Building & Site Improvements @ Sturgis Playground  200-220 W. 65th Street, Phila PA (Partial Certification)",20130226,,PW,ALLSTATES MECHANICAL LTD.,RECREATION,"$386,580.00",,,255085.95
4306PLUM,124142,KASER MECHANICAL Bid# 4306PLUM,20130306,,PW,KASER MECHANICAL,RECREATION,"$103,000.00",,,47586.7
4316GCON,A74101,TORRADO CONSTRUCTION CO INC Bid# 4316GCON,20130320,,PW,TORRADO CONSTRUCTION CO INC,RECREATION,"$42,700.10",,,32700.1
4338ELBG,134072,Emergency Letter Bid,20130116,,PW,DANIEL J KEATING COMPANY,PUBLIC PROPERTY,"$1,537,650.00",,,774684.42
4338SPKR,124121,Install Sprinklers in City Hall Ornate Rooms.,20120516,,PW,FIRE PROTECTION INDUSTRIES INC,PUBLIC PROPERTY,"$985,787.93",,,48655.2
4364MECH,A14073,ALLSTATES MECHANICAL LTD. Bid# 4364MECH,20120411,,PW,ALLSTATES MECHANICAL LTD.,POLICE,"$16,804.78",,,17559.73
4377ELEC,144066,"Fire Protections Systems - African American Museum, Phila PA",20131203,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$128,116.94",,,8171.73
4400GCON,134057,"Site Improv. at Mill Creek & West Mill Creek Playgrounds, Phila PA",20130215,,PW,DONATO SPAVENTA & SONS INCORPORATED,RECREATION,"$877,149.00",,,142452.27
4425GCON,AR4043,ASSOCIATED SPECIALTY CONTRACTING Bid# 4425GCON,20130625,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$13,168.70",,,14990.2
4501PLUM,A14057,SANTAPAUL CORP Bid# 4501PLUM,20120626,,PW,SANTAPAUL CORP,FIRE,"$40,249.00",,,14269.29
4522ELEC,124149,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA (Partial Certification)",20121123,,PW,HYDE ELECTRIC CORPORATION,PUBLIC PROPERTY,"$308,590.00",,,44791.42
4522ELEV,124113,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA (Partial Certification)",20120622,,PW,OTIS ELEVATOR CO,PUBLIC PROPERTY,"$1,625,900.00",,,343463.72
4522MECH,124111,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA",20120516,,PW,SANTAPAUL CORP,PUBLIC PROPERTY,"$194,671.60",,,3590.05
4539GCON,114143,"Rehabilitation of Hermitage Mansion, Fairmount Park, Phila. PA   (Partial Certification)",20111005,,PW,J S CORNELL & SON INC,RECREATION,"$741,290.00",,,25105.7
4556GCON,A24119,LAND TECH ENTERPRISES INC Bid# 4556GCON,20130404,,PW,LAND TECH ENTERPRISES INC,RECREATION,"$7,540.92",,,30046.7
4623ELEC,B24075,MULHERN ELECTRIC COMPANY Bid# 4623ELEC,20121101,,PW,MULHERN ELECTRIC COMPANY,POLICE,"$298,900.00",,,22216.27
4623GCON,D24072,HUNTER ROBERTS CONSTRUCTION GROUP Bid# 4623GCON,20130607,,PW,HUNTER ROBERTS CONSTRUCTION GROUP,POLICE,"$1,600,000.00",,,297695
4623MECH,C24073,DOLAN MECHANICAL Bid# 4623MECH,20130118,,PW,DOLAN MECHANICAL,POLICE,"$326,100.00",,,54394.97
4658ELEC,134025,"Water Works Italian Fountain Restore, Phila PA (Partial Certification)",20121107,,PW,MCGOLDRICK ELECTRIC INC,RECREATION,"$4,271.00",,,28338.82
4697MECH,Q14025,GENERAL ASPHALT PAVING CO OF PHILADELPHI Bid# 4697MECH,20121217,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,POLICE,"$53,137.65",,,5988.5
4799GCON,144032,"Structural Renovations at Engine 16, 51, 62 and 70. Phila, PA (Partial Certification)",20131021,,PW,MURPHY QUIGLEY COMPANY,FIRE,"$1,053,083.79",,,243185.32
4799PLUM,144018,"Structural Renovations at Engine 16, 51, 62 and 70. Phila, PA",20131101,,PW,DOMENIC DIDONATO PLUMBING & HEATING INC,FIRE,"$73,950.00",,,16971.59
4821MECH,C34022,GENERAL ASPHALT PAVING CO OF PHILADELPHI Bid# 4821MECH,20130606,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,OFFICE OF SUPPORTIVE HOUSING,"$8,115.67",,,147821.74
4882ASBT,134120,"Asbestos/Lead Abatement & Mold Remediation Requirements Contract (CityWide) Phila, PA",20130919,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$70,000.00",,,197385.22
4972GCON,124108,"Pleasant Playground - New Building and Playground, 6757 Chew Avenue, Phila. PA 19119 (Partial Certification)",20120626,,PW,DONATO SPAVENTA & SONS INCORPORATED,RECREATION,"$1,719,620.66",,,484417.47
4972PLUM,124106,"Pleasant Playground - New Building and Playground Phila, PA (Partial Certification)",20120622,,PW,SANTAPAUL CORP,RECREATION,"$124,861.00",,,15450.8
526524  ,150031,INNOVATIVE PRINTING SYSTEMS INC         Bid # 526524  ,20140701,20150630,,INNOVATIVE PRINTING SYSTEMS INC         ,SS&E,"$1,315,000.00",  ,,
6907,A14006,DANIEL J KEATING COMPANY Bid# 6907,20120217,,PW,DANIEL J KEATING COMPANY,COMMERCE,"$600,000.00",,,537276.36
6909,C14017,DOLAN MECHANICAL Bid# 6909,20120503,,PW,DOLAN MECHANICAL,COMMERCE,"$232,668.00",,,47232.85
6922,A14054,CARR & DUFF INCORPORATED Bid# 6922,20110721,,PW,CARR & DUFF INCORPORATED,COMMERCE,"$420,000.00",,,65000
6937,124017,"Rehabilition of Runway 9L-27R & Connector Taxiways, at the Phila. International Airport. (Federally Funded)",20120131,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$10,862,431.00",,,1956889.88
6939,C24051,MULHERN ELECTRIC COMPANY Bid# 6939,20131016,,PW,MULHERN ELECTRIC COMPANY,COMMERCE,"$96,026.00",,,96026
6940,124053,"Mechanical Work for Restroom Renovations in Terminals B & C @ Philadelphia International Airport, Phila PA",20111129,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$160,841.62",,,161441.98
6943,B24158,JOHN J. DOUGHERTY & SON INCORPORATED Bid# 6943,20131001,,PW,JOHN J. DOUGHERTY & SON INCORPORATED,COMMERCE,"$2,500,000.00",,,249651.92
6944,A34052,A P CONSTRUCTION COMPANY Bid# 6944,20140212,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$4,990,555.98",,,1444430.71
6950ELB,B24104,BITTENBENDER CONSTRUCTION CO Bid# 6950ELB,20131007,,PW,BITTENBENDER CONSTRUCTION CO,COMMERCE,"$350,000.00",,,160234.55
6951,134021,"Construct New Security  Access Gate 8. @ Phila International Airport, Phila. PA (GCON)",20121010,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$2,800,000.00",,,95067.19
6956,B34094,TRI STATE DREDGING Bid# 6956,20131024,,PW,TRI STATE DREDGING,COMMERCE,"$645,892.00",,,248449.26
6957,B34135,MCMULLEN ROOFING INC Bid# 6957,20131002,,PW,MCMULLEN ROOFING INC,COMMERCE,"$262,829.60",,,189212.26
6958,144030,"On Call Pavement Repair Contract @ the Philadelphia International Airport, (Partial Certification) Phila PA",20130926,,PW,GROUND PENETRATION & RESTORATION INC,COMMERCE,"$1,000,000.00",,,83629.54
6959ELB,A34091,JACK COHEN & COMPANY INCORPORATED Bid# 6959ELB,20130520,,PW,JACK COHEN & COMPANY INCORPORATED,COMMERCE,"$183,923.00",,,354583.91
6960ELB,134092,EDWARD J MELONEY INCORPORATED Bid# 6960ELB,20130419,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$150,000.00",,,20155.53
6963,144025,"Improvements to Existing Mechanical Facilities Phase 2 - Central Utility Building, Phila PA",20130919,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$2,575,100.00",,,579753.9
6966ELB,144041,"Sheathing & Fire Stopping Repairs at the D-E Connector Building, Philadelphia International Airport, Emergency Letter Bid",20131113,,PW,MASON BUILDING GROUP INC,COMMERCE,"$4,373,325.00",,,231750
