Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Remaining_Contract_Months,Total_Transactions
T5WJ464L,150225,Monthly Maintenance of Central Library HVAC System,20150522,20160131,SSE,ELLIOTT LEWIS CORP,SS&E,275800,36,36,
NJ060612,150224,BIG TRUCK RENTAL LLC Bid # NJ060612,20150518,20160517,SSE,BIG TRUCK RENTAL LLC,SS&E,132000,02,02,
NJ100614,150221,C D W GOVERNMENT INC Bid # NJ100614,20150513,20160512,SSE,C D W GOVERNMENT INC,SS&E,210000,30,30,
6910,B14016,JERVIS B WEBB CO Bid# 6910,20150506,,PW,JERVIS B WEBB CO,COMMERCE,"$224,659.61",,,328246.71
S5YN336S,150208,Repair of Hurst Power Tools and Equipment,20150501,20160430,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,64875,36,36,$160.00
B4YC231L,150197,Refurbishing & Rehabilitation of Hydraulically Operated Inlet Cleaning Buckets,20150501,20160430,SSE,ROYERSFORD FOUNDRY & MACHINE CO INC,SS&E,235516.11,36,36,
S5WL6590,150178,UPS (Uninterrupted Power Supply) Service & Repair,20150501,20160430,SSE,CHARLES W ROMANO CO,SS&E,52150,36,36,
S5YQ0730,150203,Fleet: 6X6 Aircraft Rescue & Firefighting Vehicle,20150501,20160430,SSE,OSHKOSH CORP,SS&E,1130985.35,36,36,
S5Z6113S,150183,Snap-On Tools Replacement Parts and Repair Services,20150501,20160430,SSE,I D S C HOLDINGS LLC,SS&E,58262.5,36,36,
S5Z61180,150198,"Maintenance, Service and Repair of Boats & Outboard Engines",20150501,20160430,SSE,NEWPORT MARINE INC,SS&E,65265,36,36,
S5Z61400,150215,Air Circulators,20150501,20160430,SSE,503 CORP,SS&E,32000.01,36,36,
T5SM2180,150238,Maintenance and Repair of Overhead Doors and Gate Operators,20150501,20160430,SSE,SET RITE CORP,SS&E,32000.01,36,36,
4196PLUM,D34018,"JOHN J. BEE, INC. Bid# 4196PLUM",20150430,,PW,"JOHN J. BEE, INC.",RECREATION,"$4,419.92",,,6387
4522ELEC,B24149,HYDE ELECTRIC CORPORATION Bid# 4522ELEC,20150430,,PW,HYDE ELECTRIC CORPORATION,PUBLIC PROPERTY,"$18,954.87",,,19600.66
3798,154129,"2015 Milling and Prep in the 4th, 5th, and 6th Highway Districts. Phila, PA",20150427,,PW,TONY DEPAUL AND SON,WATER,"$3,201,738.00",,,785745.92
4799GCON,E44032,MURPHY QUIGLEY COMPANY Bid# 4799GCON,20150422,,PW,MURPHY QUIGLEY COMPANY,FIRE,"$38,000.00",,,88097.55
PEPM15PL,150210,MYTHICS INC Bid # PEPM15PL,20150421,20151231,SSE,MYTHICS INC,SS&E,1000000,24,24,"$89,055.50"
4090ELEC,154134,"Installation of CCTV and New Field Lighting at Fox Chase Recreation Center. Phila, PA",20150413,,PW,CARR & DUFF INCORPORATED,DIRECTOR OF FINANCE,"$969,650.00",,,189513
USCMAIS1,150220,GRAYBAR ELECTRIC CO INC Bid # USCMAIS1,20150407,20151231,SSE,GRAYBAR ELECTRIC CO INC,SS&E,300000,36,36,
2877,A14138,FIVE STAR INC Bid# 2877,20150402,,PW,FIVE STAR INC,WATER,"$175,200.00",,,118216.17
3747ECMS,B34089,CARUSONE CONSTRUCTION INC Bid# 3747ECMS,20150402,,PW,CARUSONE CONSTRUCTION INC,STREETS,"$9,744.19",,,535950.85
S5OO4620,150159,Iron Pipe,20150401,20160331,SSE,FERGUSON ENTERPRISES INC,SS&E,691910,36,36,"$1,325.64"
S5Z60700,150196,Work Gloves,20150401,20160331,SSE,SAF T GARD INTERNATIONAL INC,SS&E,121406.56,33,33,"$3,050.40"
S5CA0140,150205,Rubbermaid Waste Receptacles and Liners,20150401,20160331,SSE,SOUTH JERSEY PAPER PRODUCTS,SS&E,100000,36,36,
S5HD0050,150207,Insecticdes and Rodenticides,20150401,20160331,SSE,ADAPCO INC,SS&E,32000.01,36,36,
S5HS0010,150186,BANDY CO Bid # S5HS0010,20150401,20160331,SSE,BANDY CO,SS&E,64457.42,36,36,
S5YQ0980,150161,Inspection/Maintenance of Samsco Water Evaporator System,20150401,20160331,SSE,CHARLES W ROMANO CO,SS&E,32000.01,36,36,
S5YT0110,150191,Fire Alarm System Maintenance & Repair,20150401,20160331,SSE,FIDELITY BURGLAR & FIRE ALARM CO INC,SS&E,32000.01,36,36,
S5YT1030,150189,Cleaning and Refinishing of Steel and Aluminum Wheels and Rims,20150401,20160331,SSE,BERGEYS INC,SS&E,205000,34,34,
S5Z60900,150231,"Broadloom Carpet, Carpet Tile and Installation",20150401,20160331,SSE,PAIK INC,SS&E,75000.2,36,36,
S5Z60910,150184,Irrigation Maintenance & Repair,20150401,20160331,SSE,GREEN ESTATES LAWN SPRINKLERS INC,SS&E,67356,35,35,
S5Z6092S,150170,Maintenance Service for Agilent Analytical Equipment and Gas Chromatograph/Inductively - Coupled Plasma Mass Spectrometer Syste,20150401,20160331,SSE,AGILENT TECHNOLOGIES INC,SS&E,111219.72,36,36,
S5Z60940,150185,Transformer Oil Testing and Maintenance,20150401,20160331,SSE,TRANSFORMER SERVICE INC,SS&E,32000.01,36,36,
T5Z60710,150193,"Maintenance Service, Repair, Supplies & Parts for X-Ray Automatic Processors and X-Ray Machines",20150401,20160331,SSE,GARDEN STATE IMAGING INC,SS&E,70966.24,36,36,
U5YN3350,150202,Direct Replacement Parts for Firefighting Equipment,20150401,20160331,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,36850,35,35,
4218MECH,A34087,SURETY MECHANICAL SERVICES Bid# 4218MECH,20150330,,PW,SURETY MECHANICAL SERVICES,PRISONS,"$389,812.31",,,322460.49
4284GCOR,P44147,BUILDING RESTORATION INC Bid# 4284GCOR,20150330,,PW,BUILDING RESTORATION INC,RECREATION,"$41,566.68",,,358939.25
6965,B44103,HUNTER ROBERTS CONSTRUCTION GROUP Bid# 6965,20150326,,PW,HUNTER ROBERTS CONSTRUCTION GROUP,COMMERCE,"$250,000.00",,,166700.47
3778,154101,"Germantown Streetsscape- Cambria to Cumberland, Phila, PA",20150325,,PW,CARUSONE CONSTRUCTION INC,COMMERCE,"$2,749,000.00",,,352761.23
4356PLUM,B44120,DOLAN MECHANICAL Bid# 4356PLUM,20150312,,PW,DOLAN MECHANICAL,POLICE,"$141,222.25",,,146055.97
3766,C44115,RAMOS AND ASSOCIATES INCORPORATED Bid# 3766,20150311,,PW,RAMOS AND ASSOCIATES INCORPORATED,STREETS,"$300,476.59",,,220877.77
S5Z60720,150174,Crime Detection Supplies,20150301,20160228,SSE,TRI TECH FORENSICS INC,SS&E,32000.01,35,35,
S5WQ284S,150171,Insti HIV-1 Test Kits w/Support Controls,20150301,20160229,SSE,BIOLYTICAL LABORATORIES INC,SS&E,266297.5,36,36,$335.58
S5Z60790,150162,"Purchase of Handcuffs, Leg Irons, Etc",20150301,20160229,SSE,ATLANTIC TACTICAL INC,SS&E,62575.93,36,36,"$6,500.00"
T5Z60770,150181,Tires and Tubes,20150301,20160229,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC,SS&E,94500,36,36,"$10,325.87"
S5Z60830,150156,Playground parts and Materials,20150301,20160229,SSE,RECREATION RESOURCE USA,SS&E,32000.01,36,36,"$12,671.91"
S5Z60770,150153,Tires and Tubes,20150301,20160229,SSE,MICHAEL GABOR & ASSOCIATES LLC,SS&E,348660,36,36,"$119,485.02"
S5PD0050,150119,Glock Pistols,20150301,20160229,SSE,ATLANTIC TACTICAL INC,SS&E,450000,36,36,
S5WE4050,150149,"Emergency Excavations, Repair and Replacement of Green Stormwater Infrastructure (GSI)",20150301,20160229,SSE,J P C GROUP INC,SS&E,205900,36,36,
S5Z60470,150187,Landscape Maintenance Services for Various Philadelphia Parks and Recreation Locations,20150301,20160229,SSE,ALL SEASONS LANDSCAPING CO INC,SS&E,273872,36,36,
S5Z60840,150209,"Testing, Repair, Clean-up and Final Disposal of PCB Contaminated Solids and Liquids",20150301,20160229,SSE,CLEAN VENTURE INC,SS&E,37462.5,36,36,
S5Z60960,150177,Trees and Tree Planting,20150301,20160229,SSE,BUSTLETON SERVICES INC,SS&E,264405,34,34,
T5YQ066L,150172,"Pumper 1500 Gallon, Fire Fighting",20150301,20160229,SSE,SPARTAN MOTORS USA INC,SS&E,1500051,36,36,
00012883,150124,INTERNATIONAL BUSINESS MACHINES CORP Bid # 00012883,20150301,20160531,SSE,INTERNATIONAL BUSINESS MACHINES CORP,SS&E,400000,12,12,
00012884,150123,PIERSON COMPUTING CONNECTION INC Bid # 00012884,20150301,20160531,SSE,PIERSON COMPUTING CONNECTION INC,SS&E,250000,12,12,
4838ROOF,154066,"Mann Center Stage Roof Replacement, Phila, PA",20150227,,PW,UNITED STATES ROOFING CORP,RECREATION,"$160,578.60",,,62100
2504,C24098,NELLO CONSTRUCTION COMPANY INCORPORATED Bid# 2504,20150213,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$45,000.00",,,52652.35
6960ELB,B34092,EDWARD J MELONEY INCORPORATED Bid# 6960ELB,20150212,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$350,000.00",,,208095.74
4235PLUM,D44139,GENERAL ASPHALT PAVING CO OF PHILADELPHI Bid# 4235PLUM,20150211,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,POLICE,"$25,000.00",,,69860.26
2588,A44057,SERAVALLI INCORPORATED Bid# 2588,20150206,,PW,SERAVALLI INCORPORATED,WATER,"$18,000.00",,,20668.2
2724,154093,"Relay of Water Mains in Various Locations, Phila, PA",20150206,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$1,280,460.00",,,1017982.25
W5Z0110F,155015,Potato Salad,20150203,20150630,SSE,QUALITY SALES & DISTRIBUTION INC,SS&E,1875,,,
6954,B44138,TONY DEPAUL AND SON Bid# 6954,20150203,,PW,TONY DEPAUL AND SON,COMMERCE,"$800,000.00",,,457982.87
PEPPM 15,150166,XEROX CORP Bid # PEPPM 15,20150202,20160202,SSE,XEROX CORP,SS&E,1000000,36,36,"$26,884.60"
S5YL6900,150092,Leaf and Yard Waste Recycling,20150201,20160131,SSE,BRITTON INDUSTRIES INC,SS&E,123240,36,36,$62.02
S5YN334S,150147,Maintenance and Repair of Cutters Edge Saws,20150201,20160131,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,58000,36,36,"$2,396.20"
S5Z60760,150098,Electrical Repair Parts for In-House,20150201,20160131,SSE,ELECTRICAL SYSTEMS & CONSTRUCTION SUPPLY,SS&E,226600,36,36,"$6,754.54"
S5Z60730,150167,Fire Extinguisher Service,20150201,20160131,SSE,PHILA & PA FIRE PROTECTION CO INC,SS&E,115856.41,36,36,"$14,121.74"
S5Z60740,150164,"Fire Hydrants, Assemblies and Components",20150201,20160131,SSE,FERGUSON ENTERPRISES INC,SS&E,2415571,36,36,"$23,037.00"
S5Z60750,150143,Building Materials,20150201,20160131,SSE,DONATO SPAVENTA & SONS INC,SS&E,290591.54,36,36,"$66,494.77"
S5OO4610,150169,Pipe Repair Clamps,20150201,20160131,SSE,FERGUSON ENTERPRISES INC,SS&E,151926,36,36,
S5SK0010,150163,"Ice Machine Maintenance, Testing and Repair",20150201,20160131,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,33850,36,36,
S5YN3350,150155,Direct Replacement Parts for Firefighting Equipment,20150201,20160131,SSE,COMPRESSED AIR SYSTEMS INC,SS&E,45500,36,36,
T5Z61010,150192,Liberty Bells and Boxes,20150201,20160131,SSE,SPIKES TROPHIES LTD,SS&E,32000.01,36,36,
U4YC4950,150168,Traffic Speed Control Materials,20150201,20160131,SSE,TRAFFIC LOGIX CORP,SS&E,63057.5,36,36,
S5Z60980,150160,A E R C COM INC Bid # S5Z60980,20150201,20160301,SSE,A E R C COM INC,SS&E,32000.01,36,36,
00013080,150165,BEST LINE LEASING INC Bid # 00013080,20150130,20160130,SSE,BEST LINE LEASING INC,SS&E,150000,36,36,
6959ELB,I34091,JACK COHEN & COMPANY INCORPORATED Bid# 6959ELB,20150129,,PW,JACK COHEN & COMPANY INCORPORATED,COMMERCE,"$449,999.00",,,299207.47
2038,154085,Concrete Retaining Wall Replacement 29th and Cambria Facility HQ.,20150122,,PW,DONATO SPAVENTA & SONS INCORPORATED,WATER,"$600,700.00",,,103207.88
4380GCON,D44074,ROCKPORT CONSTRUCTION COMPANY INC Bid# 4380GCON,20150115,,PW,ROCKPORT CONSTRUCTION COMPANY INC,RECREATION,"$116,098.11",,,62460.74
4110MECH,154047,"Frankford and Haverford Branch Libraries HVAC Renovations, Phila PA",20150115,,PW,ALLSTATES MECHANICAL LTD.,FREE LIBRARY,"$479,620.00",,,176011.2
4935GCON,154049,"Reconstruction of the East Schuylkill River Wall, Phila, PA",20150115,,PW,LOFTUS CONSTRUCTION INC,RECREATION,"$1,601,400.00",,,695181.6
W5Z0107F,155014,Snacks,20150101,20150630,SSE,KARETAS FOODS INC,SS&E,9161.3,,,"$1,716.48"
S5Z0106F,150135,Cooked Foods,20150101,20150630,SSE,MIVILA CORP,SS&E,32000.01,,,"$2,138.02"
S5Z0108F,150129,Eggs/Cheese Oleo,20150101,20150630,SSE,KARETAS FOODS INC,SS&E,32000.01,,,"$2,228.82"
S5Z0101F,150108,Cereal,20150101,20150630,SSE,MIVILA CORP,SS&E,35686,,,"$2,274.40"
W5Z0111F,155012,Frozen Fruits/Vegetables,20150101,20150630,SSE,MIVILA CORP,SS&E,31551,,,"$4,087.15"
S5Z0121F,150133,Portion Controlled Food,20150101,20150630,SSE,KARETAS FOODS INC,SS&E,110370,,,"$4,595.50"
T5Z0195F,150125,Juice,20150101,20150630,SSE,WHOLESALE LIQUIDATIONS LLC,SS&E,39840,,,"$5,246.36"
S5Z0102F,150114,"Bread, Buns, Cakes and Pies",20150101,20150630,SSE,PECHTERS OF SOUTHERN NEW JERSEY LLC,SS&E,44763.25,,,"$5,411.51"
S5Z0118F,150136,Poultry,20150101,20150630,SSE,KARETAS FOODS INC,SS&E,183522,,,"$10,643.63"
S5Z0117F,150127,Meats,20150101,20150630,SSE,WILLIAM MACMILLAN CO,SS&E,106650,,,"$26,533.06"
S5Z0122F,150107,Milk,20150101,20150630,SSE,QUALITY SALES & DISTRIBUTION INC,SS&E,149714.79,,,"$32,407.07"
S5Z0114F,150132,Groceries,20150101,20150630,SSE,ACME FOOD PRODUCTS,SS&E,58228,,,"$65,407.95"
T5QG8410,150115,Disaster Recovery Insurance for Mailing Services,20150101,20151231,SSE,INSTANT WEB LLC,SS&E,32000.01,36,36,"$14,700.00"
S5Z60670,150148,Flags and Related Items,20150101,20151231,SSE,HUMPHRYS FLAG CO,SS&E,93659.36,36,36,"$15,852.40"
S5YL694S,150146,Q-Star Technology Flash Cam Digital Vandalism Deterrent System,20150101,20151231,SSE,Q STAR TECHNOLOGY LLC,SS&E,63605,36,36,"$63,605.00"
T5Z60660,A50141,"Brick, Cement, Concrete and Masonry Materials",20150101,20151231,SSE,DONATO SPAVENTA & SONS INC,SS&E,349380,36,36,"$145,315.34"
T5Z60510,150118,"Lubricants, Oils (Recycled and Virgin) and Greases",20150101,20151231,SSE,CRAFT OIL CORPORATION,SS&E,525572.37,03,03,"$168,023.70"
S5Z60570,150117,Powdered Activated Carbon,20150101,20151231,SSE,CABOT NORIT AMERICAS INC,SS&E,2557440,,,"$461,564.40"
S5YQ9610,150140,"Emergency Sewer Excavations, Repair and Street Restoration",20150101,20151231,SSE,J P C GROUP INC,SS&E,1683565,36,36,"$653,954.62"
22113FZC,150122,J & C ICE TECHNOLOGIES INC Bid # 22113FZC,20150101,20151231,SSE,J & C ICE TECHNOLOGIES INC,SS&E,210000,24,24,
S5HD004S,150091,CME Software Annual Maintenance,20150101,20151231,SSE,VERTIQ SOFTWARE L L C,SS&E,32000.01,36,36,
S5WJ4650,150139,M & M LAWN CARE EAST INC Bid # S5WJ4650,20150101,20151231,SSE,M & M LAWN CARE EAST INC,SS&E,0,36,36,
S5Z6069S,150145,Directory Services,20150101,20151231,SSE,COLE INFORMATION SERVICES INC,SS&E,32001,36,36,
70313VRM,150121,R J SHERMAN ASSOCIATES INC Bid # 70313VRM,20141222,20150820,SSE,R J SHERMAN ASSOCIATES INC,SS&E,831466,36,36,
3714ECMS,A24085,L C COSTA CONTRACTORS Bid# 3714ECMS,20141222,,PW,L C COSTA CONTRACTORS,DIRECTOR OF FINANCE,"$65,000.00",,,39645.32
2586,144117,Reconstruction of Sewers and Relay of Water Mains in Var Locations.,20141222,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$4,495,160.00",,,236976.7
S5YA117S,150120,VERTEX INC Bid # S5YA117S,20141219,20151218,SSE,VERTEX INC,SS&E,159400,36,36,
4694GCON,K44081,"PANNULLA CONSTRUCTION CO., INC. Bid# 4694GCON",20141219,,PW,"PANNULLA CONSTRUCTION CO., INC.",POLICE,"$227,610.22",,,70712.26
3787ECMS,154051,"Construction of Willow Grove Avenue Bridge, MPMS #76870 (Fed Funded)",20141217,,PW,LOFTUS CONSTRUCTION INC,STREETS,"$3,199,905.00",,,492037.2
3780ECMS,154052,City Wide 103 Resurfacing  (Fed Funded) ECMS #91837,20141217,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,STREETS,"$12,041,952.17",,,1522852.55
6972,154013,"Replace existing roof A-East Terminal, Terminal A-Blink, Elevator Tower and Lower Roof @ Terminal A Baggage Claim, Phila PA",20141211,,PW,D A NOLT INCORPORATED,COMMERCE,"$3,478,359.50",,,110553.97
2005,154061,"General Construction of New Gravity Thickner Facilities at Northeast Water Pollution Control Plant, Phila, PA",20141211,,PW,THOMAS P CARNEY INC,WATER,"$28,438,300.00",,,218108.7
4425GCON,AZ4043,ASSOCIATED SPECIALTY CONTRACTING Bid# 4425GCON,20141208,,PW,ASSOCIATED SPECIALTY CONTRACTING,POLICE,"$13,220.62",,,7568.95
4118ELEC,E34124,MULHERN ELECTRIC COMPANY Bid# 4118ELEC,20141208,,PW,MULHERN ELECTRIC COMPANY,HEALTH,"$98,518.03",,,156463.64
S5YL4070,150079,Emergency Generator Maintenance,20141201,20151130,SSE,GILES & RANSOME INC,SS&E,90790,36,36,"$6,565.00"
S5Z60530,150102,Burglar and Fire Alarm Maintenance & Monitoring,20141201,20151130,SSE,ARORA SYSTEMS GROUP LLC,SS&E,88035.88,34,34,"$14,021.80"
S5CA0010,150074,Air Handler Repair Parts,20141201,20151130,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,136950,36,36,"$14,709.93"
S5YL751S,150112,Maintenance & Repair of Grinnell Fire Alarm System,20141201,20151130,SSE,SIMPLEXGRINNELL LP,SS&E,205950,36,36,"$18,900.00"
S5CA0020,150077,Lumacurve Aeronautical Fixtures and Related Parts,20141201,20151130,SSE,STANDARD SIGNS INC,SS&E,200000,36,36,"$24,220.72"
S5CA0040,150087,Direct Replacement Parts for Crouse-Hinds Aeronautical Fixtures and Related Equipmennt,20141201,20151130,SSE,RUMSEY ELECTRIC CO,SS&E,300000,36,36,"$41,684.20"
S5Z60600,150109,"Fasteners, Washers & Related Supplies",20141201,20151130,SSE,GRAYSON INDUSTRIES INC,SS&E,250000,36,36,"$90,606.93"
S5CA0030,150054,Deicing/Anti-icing Fluid and Solid for Runways and Taxiways,20141201,20151130,SSE,CRYOTECH DEICING TECHNOLOGY,SS&E,1143882,36,36,"$404,502.24"
PR11-14,150116,LANDSCAPE STRUCTURES INC Bid # PR11-14,20141201,20151130,SSE,LANDSCAPE STRUCTURES INC,SS&E,800000,,,
3722ECMS,D24087,"CROSSING CONSTRUCTION COMPANY, INC. Bid# 3722ECMS",20141126,,PW,"CROSSING CONSTRUCTION COMPANY, INC.",COMMERCE,"$511,000.00",,,145381.88
4284GCON,C44147,BUILDING RESTORATION INC Bid# 4284GCON,20141126,,PW,BUILDING RESTORATION INC,COMMERCE,"$79,975.01",,,258555.58
6969,154041,"GCON - Replacement of Multi-User Flight Information Display Systems, Phila, PA",20141120,,PW,DANIEL J KEATING COMPANY,COMMERCE,"$1,612,300.00",,,364878
6970,154040,"ELEC - Replacement of Multi-User Flight Information Display Systems, Phila PA",20141120,,PW,E J ELECTRIC INCORPORATED,COMMERCE,"$1,351,250.00",,,622800
2718,154054,"Stormwater Renovations & Step Repair in Fountain St between Umbria St & the Manayunk Canal, Phila PA",20141118,,PW,A P CONSTRUCTION INCORPORATION,WATER,"$625,900.00",,,481374
3775,154004,"Traffic signal work performed on Castor Avenue, Phila PA",20141118,,PW,RAMOS AND ASSOCIATES INCORPORATED,STREETS,"$2,450,000.00",,,822477.3
4364ELEC,A14071,HYDE ELECTRIC CORPORATION Bid# 4364ELEC,20141117,,PW,HYDE ELECTRIC CORPORATION,POLICE,"$3,951.27",,,7902.54
00013622,150103,UNITED PARCEL SERVICE Bid # 00013622,20141115,20151031,SSE,UNITED PARCEL SERVICE,SS&E,100000,24,24,"$18,870.25"
2716,154033,"Reconst. of Sewers & Relay of Water Mains in Haverford Ave from 52nd to Paxon & Reconst of Sewers in Terrace St from Salaignact St to Dawson St, Phila PA",20141112,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,444,075.00",,,639720.3
2548,A44152,SERAVALLI INCORPORATED Bid# 2548,20141112,,PW,SERAVALLI INCORPORATED,WATER,"$1,535,100.00",,,1916538.56
2515,154018,"Reconstruction of Sewers amd Relay of Water Mains in Various Locations, Est $1M-$2M, In lieu of PreBid Mtg email questions to Jessica.Musti@phila.gov 7/01/14 by 5pm",20141112,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$2,119,700.00",,,2626500.66
2539,154055,"Relay of Water Mains at Various Locations, Phila PA",20141110,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$729,390.00",,,7650
6974,154036,"Install Runway 9R Replacement Localizer, Phila PA",20141110,,PW,PALMAN ELECTRIC INCORPORATED,COMMERCE,"$1,411,439.00",,,94396.04
4155GCNR,154038,"Belmont Stable Rehabilitation, Phila PA",20141110,,PW,"PANNULLA CONSTRUCTION CO., INC.",RECREATION,"$255,816.00",,,165852
2559,154053,"Relay of Water Mains at Various Locations, Philadelphia PA",20141110,,PW,SERAVALLI INCORPORATED,WATER,"$1,214,850.00",,,1765692.94
4123ROOF,154002,"Roof replacement of the Municipal Service Building including all plumbing & electrical work,",20141110,,PW,ROBERT GANTER CONTRACTORS INC,PUBLIC PROPERTY,"$1,772,760.00",,,2527356.96
00010452,150099,HALIFAX SECURITY INC Bid # 00010452,20141106,20151031,SSE,HALIFAX SECURITY INC,SS&E,250000,24,24,
4247ROOF,154043,"Fire Dept Roofing Renov at Various Locations,",20141105,,PW,UNION ROOFING CONTRACTORS INC,FIRE,"$1,118,634.00",,,593560.8
2363,154019,"Construction of Green Infrastructure and Sewer Reconstruction and Water Main relay in Var Locs, EST $1M-$2M, In lieu of PreBid meeting, questions should be emailed to Jessica.Musti@phhila.gov 07/01/14 by 5pm",20141104,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,571,750.00",,,328097.52
S5Z60630,150076,"Aftermarket Auto, Lt. Truck, Medium Truck and Heavy Truck Parts Outright Purchase and/or Aftermarket Auto, Lt Truck, Medium Tru",20141101,20151031,SSE,UNI SELECT USA INC,SS&E,712500,32,32,$80.52
U5YQ0890,150093,MANSFIELD OIL COMPANY OF GAINSVILLE INC Bid # U5YQ0890,20141101,20151031,SSE,MANSFIELD OIL COMPANY OF GAINSVILLE INC,SS&E,250920,24,24,"$15,946.08"
S5Z60590,150070,Prescription Safety Glasses,20141101,20151031,SSE,MANCINE OPTICAL CO INC,SS&E,39552.5,36,36,"$19,184.25"
S5Z60970,150088,"Inspection, Maintenance and Repair of Fire Alarm Systems-Public Property Locations",20141101,20151031,SSE,FORTRESS PROTECTION LLC,SS&E,75240,36,36,"$34,783.03"
S5DN500S,150081,Composting Toilet System,20141101,20151031,SSE,OLDCASTLE PRECAST INC,SS&E,235900,36,36,"$117,950.00"
T5YO801L,150095,Parkland Forest Restoration and Protection,20141101,20151031,SSE,BUSTLETON SERVICES INC,SS&E,459642,12,12,"$188,053.45"
A5WJ7980,150104,Restoration of Library Materials,20141101,20151031,SSE,H F GROUP LLC,SS&E,46125,32,32,
S5YL6890,150075,Removal of Refrigerant Service,20141101,20151031,SSE,GREENDOG RECYCLING INC,SS&E,32000.01,36,36,
S5YQ0670,150096,Compactor 6x4 with 20 CY HD Rear Loading Compactor,20141101,20151031,SSE,TRANSTECK INC,SS&E,6940000,36,36,
S5YQ0950,150078,Repair/Replacement Services for Seagrave Aerial Ladder Trucks and Pumpers,20141101,20151031,SSE,EMERGENCY EQUIPMENT SALES LLC,SS&E,32000.01,36,36,
S5Z6058S,150080,San Born Maps,20141101,20151031,SSE,SANBORN MAP CO,SS&E,32001,36,36,
T5Z60520,150058,Lockers,20141101,20151031,SSE,RABCO EQUIPMENT CORP,SS&E,32000.01,36,36,
U5Z60520,150100,Lockers,20141101,20151031,SSE,ROBINSON STEEL CO,SS&E,96875,36,36,
2031,144165,"Replacement of the Influent Valves & Actuators @ Queen Lane WTP,",20141030,,PW,FIVE STAR INC,WATER,"$2,218,700.00",,,42282
2037,B44168,WEST ROOFING SYSTEMS INC Bid# 2037,20141030,,PW,WEST ROOFING SYSTEMS INC,WATER,"$796,000.00",,,43615.5
00013677,150085,WHITMOYER BUICK CHEVROLET INC Bid # 00013677,20141028,20150831,SSE,WHITMOYER BUICK CHEVROLET INC,SS&E,1203100,36,36,"$472,585.00"
00013679,150086,MCCAFFERTY FORD Bid # 00013679,20141028,20150831,SSE,MCCAFFERTY FORD,SS&E,250000,36,36,
