Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Max_Value,Total_Contract_Months,Remaining_Contract_Months,SumOfTransactionAmt
2321,124101,"Relay of Water Mains in Broad St, Carlisle Street, Cumberland St, Glenwood Ave., and Lehigh Ave. Phila, PA",20120323,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,376,000.00",,,83530.81
2324,A04089,BERNER CONSTRUCTION INC Bid# 2324,20120720,,PW,BERNER CONSTRUCTION INC,WATER,"$103,000.00",,,10500
2342,134079,J P C GROUP INC Bid# 2342,20130401,,PW,J P C GROUP INC,WATER,"$1,057,350.00",,,581380.8
2349,124102,"Reconstruct of Sewers and Relay of Water Mains at Various Locations Phila, PA",20120323,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,967,300.00",,,135261.98
2351,124137,"Reconstruction of Sewer/Relay Water Main in Greene St and Tulpehocken St, Phila PA",20120808,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,582,600.00",,,403620.87
2352,114111,"Reconstruct Sewers & Relay Water Mains in Hansberry St, Keyser Street Seymour Street and Zeralda Street, Phila PA",20110726,,PW,CARUSONE CONSTRUCTION INC,WATER,"$2,918,400.00",,,240608.67
2353,134005,"Reconstruction of Sewer & Relay of Water Mains in Ditman Street, Phila. PA.",20120914,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$2,439,270.00",,,660332.05
2357,114125,"Relay of Water Mains in Allens Lane from Wissahickon Ave to Germantown Ave Phila, PA",20110708,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$2,045,500.00",,,41135.52
2372,124138,"Reconst of Sewer & Relay of Water Mains In Various City Streets, Phila PA",20120723,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$3,027,300.00",,,963142.97
2375,134045,"Relay of Water Mains in Morris Park Rd, Edgemore Rd, Simpson St, Malvern Ave, 68th Str, & Lebanon Ave, Phila. PA",20121206,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,556,120.00",,,750924.17
2380,134078,NELLO CONSTRUCTION COMPANY INCORPORATED Bid# 2380,20130419,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,347,800.00",,,45095.27
2385,124052,"Installation of East Park Valve Chambers @ East Park Reservoir on 33rd St, Phila PA",20111027,,PW,C & T ASSOCIATES INCORPORATED,WATER,"$1,090,100.00",,,71502.3
2388,124035,"Reconstruction of Sewers and Relay of Water Mains in Asbury Terrace (Verbena St to 400' WWCL of Verbena St), Phila PA",20111012,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$368,500.00",,,2767
2392,134043,"Reconstruct Sewer, Relay Water Main, & Sewer Linings in Various City Sts, Phila PA",20130111,,PW,CARUSONE CONSTRUCTION INC,WATER,"$2,911,890.00",,,296449.99
2394,134076,PETRONGOLO CONTRACTORS INCORPORATED Bid# 2394,20130419,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$2,006,640.00",,,1699733.14
2500,124145,"Green Infrastructure Project in Chew Playground & Columbus Square, Phila PA (Federally Funded)",20120723,,PW,A P CONSTRUCTION COMPANY,WATER,"$965,800.00",,,158117.22
2504,124098,Reconstruction of Sewers and Relay of Water Mains in Buckius St (Almond to Edgemont) Buckius St (Edgemont to Richmond) Emery St (Buckius to Ash) Salmon St (Buckius to Lefevre) Relay Water Mains in Ort,20120323,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$2,781,400.00",,,36049.69
2506R,134042,"Reconstruction of Sewers, Relay Water Mains, and/or Line Sewer with Resin Impregnated Liner In Various City Sts. Phila. PA",20121129,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$2,014,980.00",,,149418.19
2509ELB,124123,Reconstruction of Sewers and Trenchless Sewer Rehabilitation Lining of the Sewer in Various Locations.  (Emergency Letter Bid),20120515,,PW,A P CONSTRUCTION COMPANY,WATER,"$1,182,810.00",,,98169.36
2521,124164,Green Infrastructure Projects at Various Locations. (Federally Funded),20120801,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$1,083,720.00",,,6000
2524,124165,Green Infrastructure Projects at Various Locations. (Federally Funded),20120807,,PW,J P C GROUP INC,WATER,"$1,717,800.00",,,166428.52
2528,134004,Reconstruction of Sewer & Relay of Water Mains at Various Locations. Phila PA,20120914,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,748,570.00",,,337383.53
2529,134036,"Construction of Green Infrastructure in Various City Locations, Phila. PA  (Federally Funded)",20121109,,PW,A P CONSTRUCTION COMPANY,WATER,"$1,627,500.00",,,441137.5
2530,134035,"Green Infrastruct Projects at Various Locations, Phila PA (Fed Funded)",20121109,,PW,DONATO SPAVENTA & SONS INCORPORATED,WATER,"$978,020.00",,,360526.33
2531,134034,"Construction of Green Infrastructure in Various City Locations, Phila. PA  (Federally Funded)",20121109,,PW,A P CONSTRUCTION COMPANY,WATER,"$1,272,600.00",,,409195
2533,134047,"Reconstruct of Sewers & Relay Water Main in Glen St, Reconstruct Sewers in Sussex Ln, Chesterfield St, and Wessex Lane, Phila PA",20121130,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,061,200.00",,,133642.75
2536,134031,"Green Infrastruct Projects at Various Locations, Phila PA (Fed Funded)",20121109,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,059,450.00",,,110201.4
2537,134044,"Reconstruct Sewer & Relay Water Main in Rittenhouse Street, Phila PA",20121207,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$2,583,000.00",,,521242.38
2541,134077,SERAVALLI INCORPORATED Bid# 2541,20130314,,PW,SERAVALLI INCORPORATED,WATER,"$1,665,170.00",,,1323718
2543,134032,"Construction of Green Infrastructure in Various City Locations, Phila. PA  (Federally Funded)",20121114,,PW,A P CONSTRUCTION COMPANY,WATER,"$1,875,300.00",,,633982.5
2544,134060,"Construct Green Infrastructure In Various City Sts, Phila PA (Fed Funded)",20130118,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$693,670.00",,,28128.17
2545,134134,Reconstruction of Sewer/Relay of Water Main and/or Trenchless Sewer Rehabilitation Lining of Sewer at Various Locations. Phila. PA,20130807,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$1,844,840.00",,,798450.43
2546,134062,"Construct of Green Infrastructure at Various Locations, Phila PA (Fed Funded)",20130122,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,184,930.00",,,329221.42
2547,134048,"Reconstruct Sewer & Relay Water Mains in Hoffnagle St, Phila. PA",20121228,,PW,SERAVALLI INCORPORATED,WATER,"$577,500.00",,,34013.1
2549,134061,"Construct of Green Infrastructure at Various Locations, Phila PA (Fed Funded)",20130129,,PW,RAMOS AND ASSOCIATES INCORPORATED,WATER,"$638,960.00",,,189505.16
2565,134058,"Construction of Green Infrastructure at Various Locations, Phila PA (Fed Funded)",20130122,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,039,450.00",,,619053.56
2566,134059,"Construction of Green Infrastructure in Various City Locations, Phila PA (Federally Funded)",20130123,,PW,SERAVALLI INCORPORATED,WATER,"$1,348,200.00",,,129751.64
2568ELB,134055,"Sewer Lining Project, Market St from 12th St to 7th St., Phila PA (Emergency Letter Bid)",20130118,,PW,A & W MAINTENANCE INC,WATER,"$1,976,170.00",,,1608049.8
2571,134129,"Relay of Water Mains in Clapier St from Wissahickon Ave to Morris, Morris from Seymour St to Abbottsford Ave. Phila, PA",20130819,,PW,SERAVALLI INCORPORATED,WATER,"$1,377,600.00",,,749464.26
2572,134080,SERAVALLI INCORPORATED Bid# 2572,20130314,,PW,SERAVALLI INCORPORATED,WATER,"$2,046,770.00",,,1113097.38
2578,134111,"Green Infrastruct. Projects @ Nebinger School, Phila PA (Fed Funded)",20130717,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$308,000.00",,,124050.33
2579ELB,134090,CARUSONE CONSTRUCTION INC Bid# 2579ELB,20130424,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,780,460.00",,,472690.03
2814,134011,"Rehab of Receiving Terminal at Biosolids Recycling Ctr., 7800 Penrose Ferry Rd. Phila, PA",20120914,,PW,QUAD CONSTRUCTION CO,WATER,"$2,494,600.00",,,1450957.41
2820,124074,"Replacement of Return Secondary Sludge Piping System at NorthEast Water Pollution Control Plant, Phila PA",20120113,,PW,QUAD CONSTRUCTION CO,WATER,"$5,323,500.00",,,824884.91
2835,124067,"Replacement of Medium & Low Voltage Switchgears at SWWPCP Phila, PA",20120113,,PW,E J ELECTRIC INCORPORATED,WATER,"$2,211,300.00",,,667178
2840,134037,"Improvements to Belmont Raw Water Basin at Belmont WTP, Belmont Ave & Ford Rd, Philadelphia, PA",20121123,,PW,J P C GROUP INC,WATER,"$19,476,000.00",,,223843.5
2842,124064,"Replacement of 15kV Primary Switchgear at NEWPCP, Phila, PA",20120113,,PW,E J ELECTRIC INCORPORATED,WATER,"$2,282,700.00",,,667193.35
2854,124148,"Replacement of Low Voltage Swithgear and Panel Boards in Maintenance Bldg at Queen Lane Water Treatment Plant, 3110 W. Queen Lane, Phila PA",20120726,,PW,PHILIPS BROTHERS ELECTRICAL CONTRACTORS,WATER,"$851,400.00",,,21345.16
2856,134071,HORIZON BROTHERS PAINTING CORP Bid# 2856,20130306,,PW,HORIZON BROTHERS PAINTING CORP,WATER,"$2,920,000.00",,,837716.4
2865,124134,Electrical System Replacement & New Generator at Belmont Water Treatment Plant. Phila PA,20120627,,PW,PHILIPS BROTHERS ELECTRICAL CONTRACTORS,WATER,"$5,544,500.00",,,1199261.87
2874,114139,"Manayunk Sewer Basin Construction & Venice Island Recreation Center Reconstruction Projects, Phila PA",20110722,,PW,DANIEL J KEATING COMPANY,WATER,"$39,970,400.00",,,1910444.53
2875,114140,"Electrical- Manayunk Sewer Basin Construct & Venice Island Rec Ctr Reconstruct Project Phila, PA",20110826,,PW,RIGGS DISTLER & CO INC,WATER,"$4,514,000.00",,,360584.28
2876,114137,"Plumbing- Manayunk Sewer Basin Construct & Venice Island Rec Ctr Reconstruct Project Phila, PA",20110727,,PW,FIVE STAR INC,WATER,"$304,700.00",,,70363.8
2877,114138,"HVAC- Manayunk Sewer Basin Construction & Venice Island Rec Ctr Reconst Project Phila, PA",20110727,,PW,FIVE STAR INC,WATER,"$2,095,800.00",,,40042.5
2894,134009,"Replacement of Influent Bar Racks at SEWPCP, 25 Pattison Ave. Phila, PA",20121107,,PW,C & H INDUSTRIAL SERVICES INC,WATER,"$2,095,800.00",,,594608.4
2898,134073,TORRADO CONSTRUCTION CO INC Bid# 2898,20130322,,PW,TORRADO CONSTRUCTION CO INC,WATER,"$177,650.00",,,134425
3697ECMS,124029,Passyunk Project. 63rd Street to PA 611 Design Acitivites Limited to: ADA Ramps.   Federally Funded.,20120125,,PW,RAMOS AND ASSOCIATES INCORPORATED,STREETS,"$6,418,390.25",,,53634.82
3708ECMS,C14093,DEPAUL & COMPANY INC Bid# 3708ECMS,20130122,,PW,DEPAUL & COMPANY INC,STREETS,"$325,000.00",,,118469.93
3714RECM,124085,"Germantown Ave Streetscapes, Design activities limited to: ADA Ramps, Phila PA",20120202,,PW,L C COSTA CONTRACTORS,COMMERCE,"$2,403,187.09",,,1491467.07
3716ECMS,B14122,SERAVALLI INCORPORATED Bid# 3716ECMS,20130820,,PW,SERAVALLI INCORPORATED,STREETS,"$46,267.00",,,33399.6
3722ECMS,124087,"Tidal Schuylkill Greenway Phila, PA",20120508,,PW,"CROSSING CONSTRUCTION COMPANY, INC.",COMMERCE,"$16,878,040.30",,,4019902.36
3725ECMS,134002,Delaware Ave Greenway (Tiger 9) ADA Ramps (Federally Funded),20121017,,PW,SCOTT BUILDING CORP,STREETS,"$2,618,598.25",,,340467.42
3734ECMS,C24004,SERAVALLI INCORPORATED Bid# 3734ECMS,20130624,,PW,SERAVALLI INCORPORATED,STREETS,"$271,231.90",,,271231.9
3741,124144,Furnish and /Placement of Bituminous Tack Coat in Six Highway Districts.,20120801,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,STREETS,"$330,000.00",,,500
3742ECMS,134056,ARMOUR & SONS ELECTRIC INC Bid# 3742ECMS,20130319,,PW,ARMOUR & SONS ELECTRIC INC,STREETS,"$4,174,085.30",,,681835.68
3746,134095,"Reconstruction of the Retaining Wall Along Tower St., Phila. PA",20130606,,PW,ANTHONY BIDDLE CONTRACTORS INC,STREETS,"$231,000.00",,,57496.05
4025ELEC,134051,"Rehabilitation of Letitia House, Phila PA  (Partial Certification)",20130226,,PW,MCGOLDRICK ELECTRIC INC,RECREATION,"$83,625.00",,,66514.5
4025MECH,134053,FIVE STAR INC Bid# 4025MECH,20130306,,PW,FIVE STAR INC,RECREATION,"$103,940.00",,,24948
4025PLUM,134066,"JOHN J. BEE, INC. Bid# 4025PLUM",20130305,,PW,"JOHN J. BEE, INC.",RECREATION,"$22,812.60",,,18002.12
4026GCON,134093,"Treehouse Restoration Project @ Phila Zoo, Phila PA (Partial Certification)",20130528,,PW,TE CONSTRUCTION SERVICES LLC,FAIRMOUNT PARK COMMISSION,"$362,326.80",,,195830.42
4043TANK,C04067,MINISCALCO CONSTRUCTION LLC Bid# 4043TANK,20110926,,PW,MINISCALCO CONSTRUCTION LLC,FLEET MANAGEMENT,"$25,000.00",,,77843.15
4045GCON,B94087,GESSLER CONSTRUCTION COMPANY Bid# 4045GCON,20130129,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$6,217.50",,,6217.5
4064GCON,134082,"PANNULLA CONSTRUCTION CO., INC. Bid# 4064GCON",20130426,,PW,"PANNULLA CONSTRUCTION CO., INC.",PUBLIC PROPERTY,"$248,468.63",,,329210.67
4072ELB,A34070,GESSLER CONSTRUCTION COMPANY Bid# 4072ELB,20130624,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$12,365.00",,,24730
4080ELEC,C24018,MULHERN ELECTRIC COMPANY Bid# 4080ELEC,20121113,,PW,MULHERN ELECTRIC COMPANY,FIRE,"$104,035.02",,,89504.22
4082ELEC,114124,"Electrical Systems Improvements, Installation of New Emergency Lighting and Fire Alarm at Engines 36, 56, 58, 71 & Ladder 15. Phila PA   (Partial Certification)",20110719,,PW,MULHERN ELECTRIC COMPANY,FIRE,"$2,423.22",,,16555.96
4097ELEC,134040,"Alarm Systems/Code Required Improvements @ Various Sites, Phila PA",20130111,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$147,497.50",,,112002.7
4125ELBE,134109,Infrastructure Upgrade for EHR Implementation - HAB (Emergency Letter Bid) Partial Certification,20130529,,PW,JACK COHEN & COMPANY INCORPORATED,HEALTH,"$461,250.00",,,76970.52
4170ELEC,A04105,MULHERN ELECTRIC COMPANY Bid# 4170ELEC,20130619,,PW,MULHERN ELECTRIC COMPANY,PRISONS,"$15,857.43",,,29729.43
4178MECH,B14141,EDWARD J MELONEY INCORPORATED Bid# 4178MECH,20120309,,PW,EDWARD J MELONEY INCORPORATED,POLICE,"$6,051.00",,,10640
4179GCON,C24041,GESSLER CONSTRUCTION COMPANY Bid# 4179GCON,20130215,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$32,196.00",,,69353.2
4196ELEC,134023,"Site Improvements (Existing Building Renovation & Addition) @ Penrose  Playground, 1101 W. Susquehanna Ave., Phila., PA  (Partially State Funded)",20121129,,PW,MULHERN ELECTRIC COMPANY,RECREATION,"$162,975.00",,,44328.3
4196GCON,134024,"Additon/Renovate Bldg&Site Improve Penrose Playground, Phila PA (Partially State Funded)",20121207,,PW,MILESTONE CONSTRUCTION MANAGEMENT INC,RECREATION,"$999,999.84",,,218585.09
4196MECH,134017,"Addition/Renovate Bldg & Site Improve Penrose Playground, 1101 W. Susquehanna Avenue, Phila PA  (Partially State Funded)",20121228,,PW,ALLSTATES MECHANICAL LTD.,RECREATION,"$104,040.00",,,13617.9
4201ELEC,134039,"Fire Protection Systems Upgrade @ Various Recreation Sites. Phila, PA",20121210,,PW,JACK COHEN & COMPANY INCORPORATED,RECREATION,"$148,625.00",,,18610.5
4231GCON,AA4091,"PANNULLA CONSTRUCTION CO., INC. Bid# 4231GCON",20120607,,PW,"PANNULLA CONSTRUCTION CO., INC.",RECREATION,"$30,000.00",,,34584.23
4255ELEC,A24150,FIDELITY BURGLAR & FIRE ALARM CO INC Bid# 4255ELEC,20130520,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$27,700.00",,,22437
4268GCON,124118,Site Improvements & General Construction Requirements Contract. Phila PA (Partial Certification),20120523,,PW,BUILDING RESTORATION INC,PUBLIC PROPERTY,"$103,984.13",,,302855.59
4296ELEC,124116,"Install Path Lighting Along Martin Luther King, Jr. Drive, Phila, PA (Partial Certification)",20120622,,PW,CARR & DUFF INCORPORATED,RECREATION,"$830,110.00",,,258676.16
4306ELEC,A24151,CARR & DUFF INCORPORATED Bid# 4306ELEC,20130315,,PW,CARR & DUFF INCORPORATED,RECREATION,"$178,465.00",,,12823.2
4306GCON,124143,"Sturgis Playground - New Building and Site Improvements, Phila PA",20130226,,PW,SMITH BUILDERS INC,RECREATION,"$204,360.00",,,703236.35
4306MECH,124141,"New Building & Site Improvements @ Sturgis Playground  200-220 W. 65th Street, Phila PA (Partial Certification)",20130226,,PW,ALLSTATES MECHANICAL LTD.,RECREATION,"$386,580.00",,,5894.1
4306PLUM,124142,KASER MECHANICAL Bid# 4306PLUM,20130306,,PW,KASER MECHANICAL,RECREATION,"$103,000.00",,,46201.5
4315GCON,124094,Replace Tennis Court @ Two City Locations: 3601 Chamounix Drive and Tabor & Garland Road. Phila. PA  (Partial Certification),20120611,,PW,BRIGHTLINE CONSTRUCTION INC,RECREATION,"$47,089.91",,,107935.54
4318ELEC,C94049,JACK COHEN & COMPANY INCORPORATED Bid# 4318ELEC,20120720,,PW,JACK COHEN & COMPANY INCORPORATED,RECREATION,"$65,950.69",,,4603.13
4338ELBG,134072,Emergency Letter Bid,20130116,,PW,DANIEL J KEATING COMPANY,PUBLIC PROPERTY,"$1,537,650.00",,,1288588.08
4338SPKR,124121,Install Sprinklers in City Hall Ornate Rooms.,20120516,,PW,FIRE PROTECTION INDUSTRIES INC,PUBLIC PROPERTY,"$985,787.93",,,204528.77
4384ELEC,134030,"Provide Outdoor Lighting @ Mander Playground  2140 N. 33rd St., Phila PA (Partial Certification)",20130124,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$307,500.00",,,119953.65
4394ELEC,B24016,HYDE ELECTRIC CORPORATION Bid# 4394ELEC,20120829,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$2,976.40",,,6172.44
4400GCON,134057,"Site Improv. at Mill Creek & West Mill Creek Playgrounds, Phila PA",20130215,,PW,DONATO SPAVENTA & SONS INCORPORATED,RECREATION,"$877,149.00",,,272891.84
4411ELEC,124006,"Upgrade Fire Protection Systems @ Various Recreations Sites in Phila, PA (Partial Certification)",20111006,,PW,JACK COHEN & COMPANY INCORPORATED,RECREATION,"$448,800.00",,,4591.67
4425GCON,CC4043,ASSOCIATED SPECIALTY CONTRACTING Bid# 4425GCON,20130607,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$120,682.86",,,23937.56
4454GCON,134014,"Rehab of Basketball Court @ Tabor & Garland, Phila PA",20121114,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$47,124.00",,,90552
4495GCON,A24112,A P CONSTRUCTION COMPANY Bid# 4495GCON,20130110,,PW,A P CONSTRUCTION COMPANY,RECREATION,"$49,164.00",,,57959.5
4501ELEC,A14055,PALMAN ELECTRIC INCORPORATED Bid# 4501ELEC,20120626,,PW,PALMAN ELECTRIC INCORPORATED,FIRE,"$30,962.48",,,99552.42
4501GCOR,B14100,LITTLE BUILDERS Bid# 4501GCOR,20120918,20130528,PW,LITTLE BUILDERS,FIRE,"$45,701.15",,,188557.31
4508GCON,124001,"Site Improve @ Russo Park 7301 Torresdale Ave, Phila PA (Partial Certification)",20110926,,PW,BRIGHTLINE CONSTRUCTION INC,RECREATION,$747.57,,,13768.82
4522ELEC,124149,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA (Partial Certification)",20121123,,PW,HYDE ELECTRIC CORPORATION,PUBLIC PROPERTY,"$308,590.00",,,159218.1
4522ELEV,124113,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA (Partial Certification)",20120622,,PW,OTIS ELEVATOR CO,PUBLIC PROPERTY,"$1,625,900.00",,,554610.01
4522GCON,124110,"Rehabilitation of City Hall Elevators, Phase 2 Phila, PA",20120914,,PW,ANTHONY BIDDLE CONTRACTORS INC,PUBLIC PROPERTY,"$246,960.00",,,71010
4522MECH,124111,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA",20120516,,PW,SANTAPAUL CORP,PUBLIC PROPERTY,"$194,671.60",,,109820.34
4527GCON,124059,Site & Lighting Improvements @ Junod Playground 12770 Dunks Ferry Rd Phila PA (Partial Certification),20120106,,PW,BRIGHTLINE CONSTRUCTION INC,RECREATION,"$7,338.18",,,70698.99
4533ASBT,AN4061,ASSOCIATED SPECIALTY CONTRACTING Bid# 4533ASBT,20130529,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$25,000.00",,,4182.45
4537ELEC,A14045,JACK COHEN & COMPANY INCORPORATED Bid# 4537ELEC,20121228,,PW,JACK COHEN & COMPANY INCORPORATED,POLICE,"$57,630.00",,,41701.7
4537GCON,A14053,J S CORNELL & SON INC Bid# 4537GCON,20130304,,PW,J S CORNELL & SON INC,POLICE,"$31,851.15",,,79786.61
4537PLUM,A14049,KASER MECHANICAL Bid# 4537PLUM,20121228,,PW,KASER MECHANICAL,POLICE,"$58,976.40",,,34786.05
4539GCON,114143,"Rehabilitation of Hermitage Mansion, Fairmount Park, Phila. PA   (Partial Certification)",20111005,,PW,J S CORNELL & SON INC,RECREATION,"$741,290.00",,,34063.19
4568PLUM,B04106,A P CONSTRUCTION COMPANY Bid# 4568PLUM,20111011,,PW,A P CONSTRUCTION COMPANY,RECREATION,"$26,701.00",,,5340.27
4623ELEC,C24075,MULHERN ELECTRIC COMPANY Bid# 4623ELEC,20130118,,PW,MULHERN ELECTRIC COMPANY,POLICE,"$298,900.00",,,61967.9
4623GCON,C24072,HUNTER ROBERTS CONSTRUCTION GROUP Bid# 4623GCON,20130117,,PW,HUNTER ROBERTS CONSTRUCTION GROUP,POLICE,"$1,600,000.00",,,1206820.6
4623MECH,C24073,DOLAN MECHANICAL Bid# 4623MECH,20130118,,PW,DOLAN MECHANICAL,POLICE,"$150,000.00",,,185271.03
4623PLUM,A24068,DOLAN MECHANICAL Bid# 4623PLUM,20120531,,PW,DOLAN MECHANICAL,POLICE,"$153,500.00",,,158230.44
4633GCON,124132,"Renovations of Play Area, at Seger Playground, 1000 Lombard Street, Phila. PA (Partial Certification)",20120723,,PW,ROCKPORT CONSTRUCTION COMPANY INC,RECREATION,"$3,575.56",,,51836.56
4636GCON,B14119,BRIGHTLINE CONSTRUCTION INC Bid# 4636GCON,20120316,,PW,BRIGHTLINE CONSTRUCTION INC,RECREATION,"$118,727.61",,,5300.82
4657ROOF,124096,"Roof Replacement @ Health Ctr #3, 4219 Chester Avenue, Phila, PA",20120420,,PW,D A NOLT INCORPORATED,HEALTH,"$24,656.94",,,71015.26
4658GCON,134029,"Water Works Italian Fountain Restoration. 620 Water Works Drive, Philadelphia, PA - Partial Certification",20121101,,PW,J P C GROUP INC,RECREATION,"$761,940.00",,,289236.49
4658PLUM,134019,"Water Works Italian Fountain Restoration. 620 Water Works Drive, Philadelphia, PA (Partial Certification)",20121010,,PW,"JOHN J. BEE, INC.",RECREATION,"$94,787.58",,,53674.4
4685GCON,A14065,MINISCALCO CONSTRUCTION LLC Bid# 4685GCON,20130322,,PW,MINISCALCO CONSTRUCTION LLC,RECREATION,"$18,000.00",,,60084.76
4696GCON,124066,BRIGHTLINE CONSTRUCTION INC Bid# 4696GCON,20130305,,PW,BRIGHTLINE CONSTRUCTION INC,MANAGING DIRECTOR,"$776,000.70",,,782293.35
4892GCON,134083,"Site Improvements at Triangle Park, Phila PA",20130501,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$193,290.00",,,40761
